structure_id,edge_id,source,target,source_source_id,target_source_id,edge_class,boundary_edge,periodic_edge,cell_left,cell_right,cell_count,edge_role_hint
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0001--nanotube_zigzag_repaired_n0002,nanotube_zigzag_repaired_n0001,nanotube_zigzag_repaired_n0002,nanotube_zigzag_repaired_n0001,nanotube_zigzag_repaired_n0002,circumferential_periodic_join,0,1,nanotube_zigzag_repaired_cell_00_00,nanotube_zigzag_repaired_cell_00_01,2,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0002--nanotube_zigzag_repaired_n0003,nanotube_zigzag_repaired_n0002,nanotube_zigzag_repaired_n0003,nanotube_zigzag_repaired_n0002,nanotube_zigzag_repaired_n0003,circumferential_periodic_join,0,1,nanotube_zigzag_repaired_cell_00_00,nanotube_zigzag_repaired_cell_01_00,2,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0003--nanotube_zigzag_repaired_n0004,nanotube_zigzag_repaired_n0003,nanotube_zigzag_repaired_n0004,nanotube_zigzag_repaired_n0003,nanotube_zigzag_repaired_n0004,circumferential_periodic_join,0,1,nanotube_zigzag_repaired_cell_00_00,nanotube_zigzag_repaired_cell_00_07,2,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0004--nanotube_zigzag_repaired_n0005,nanotube_zigzag_repaired_n0004,nanotube_zigzag_repaired_n0005,nanotube_zigzag_repaired_n0004,nanotube_zigzag_repaired_n0005,tube_end_boundary_edge,1,1,nanotube_zigzag_repaired_cell_00_00,,1,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0005--nanotube_zigzag_repaired_n0006,nanotube_zigzag_repaired_n0005,nanotube_zigzag_repaired_n0006,nanotube_zigzag_repaired_n0005,nanotube_zigzag_repaired_n0006,tube_end_boundary_edge,1,1,nanotube_zigzag_repaired_cell_00_00,,1,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0001--nanotube_zigzag_repaired_n0006,nanotube_zigzag_repaired_n0001,nanotube_zigzag_repaired_n0006,nanotube_zigzag_repaired_n0001,nanotube_zigzag_repaired_n0006,tube_end_boundary_edge,1,1,nanotube_zigzag_repaired_cell_00_00,,1,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0007--nanotube_zigzag_repaired_n0008,nanotube_zigzag_repaired_n0007,nanotube_zigzag_repaired_n0008,nanotube_zigzag_repaired_n0007,nanotube_zigzag_repaired_n0008,tube_hex_hex_proxy,0,0,nanotube_zigzag_repaired_cell_00_01,nanotube_zigzag_repaired_cell_01_02,2,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0008--nanotube_zigzag_repaired_n0009,nanotube_zigzag_repaired_n0008,nanotube_zigzag_repaired_n0009,nanotube_zigzag_repaired_n0008,nanotube_zigzag_repaired_n0009,tube_hex_hex_proxy,0,0,nanotube_zigzag_repaired_cell_00_01,nanotube_zigzag_repaired_cell_01_01,2,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0002--nanotube_zigzag_repaired_n0009,nanotube_zigzag_repaired_n0002,nanotube_zigzag_repaired_n0009,nanotube_zigzag_repaired_n0002,nanotube_zigzag_repaired_n0009,tube_hex_hex_proxy,0,0,nanotube_zigzag_repaired_cell_00_01,nanotube_zigzag_repaired_cell_01_00,2,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0001--nanotube_zigzag_repaired_n0010,nanotube_zigzag_repaired_n0001,nanotube_zigzag_repaired_n0010,nanotube_zigzag_repaired_n0001,nanotube_zigzag_repaired_n0010,tube_end_boundary_edge,1,0,nanotube_zigzag_repaired_cell_00_01,,1,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0007--nanotube_zigzag_repaired_n0010,nanotube_zigzag_repaired_n0007,nanotube_zigzag_repaired_n0010,nanotube_zigzag_repaired_n0007,nanotube_zigzag_repaired_n0010,tube_hex_hex_proxy,0,0,nanotube_zigzag_repaired_cell_00_01,nanotube_zigzag_repaired_cell_00_02,2,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0011--nanotube_zigzag_repaired_n0012,nanotube_zigzag_repaired_n0011,nanotube_zigzag_repaired_n0012,nanotube_zigzag_repaired_n0011,nanotube_zigzag_repaired_n0012,tube_hex_hex_proxy,0,0,nanotube_zigzag_repaired_cell_00_02,nanotube_zigzag_repaired_cell_00_03,2,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0007--nanotube_zigzag_repaired_n0012,nanotube_zigzag_repaired_n0007,nanotube_zigzag_repaired_n0012,nanotube_zigzag_repaired_n0007,nanotube_zigzag_repaired_n0012,tube_hex_hex_proxy,0,0,nanotube_zigzag_repaired_cell_00_02,nanotube_zigzag_repaired_cell_01_02,2,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0010--nanotube_zigzag_repaired_n0013,nanotube_zigzag_repaired_n0010,nanotube_zigzag_repaired_n0013,nanotube_zigzag_repaired_n0010,nanotube_zigzag_repaired_n0013,tube_end_boundary_edge,1,0,nanotube_zigzag_repaired_cell_00_02,,1,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0013--nanotube_zigzag_repaired_n0014,nanotube_zigzag_repaired_n0013,nanotube_zigzag_repaired_n0014,nanotube_zigzag_repaired_n0013,nanotube_zigzag_repaired_n0014,tube_end_boundary_edge,1,0,nanotube_zigzag_repaired_cell_00_02,,1,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0011--nanotube_zigzag_repaired_n0014,nanotube_zigzag_repaired_n0011,nanotube_zigzag_repaired_n0014,nanotube_zigzag_repaired_n0011,nanotube_zigzag_repaired_n0014,tube_end_boundary_edge,1,0,nanotube_zigzag_repaired_cell_00_02,,1,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0015--nanotube_zigzag_repaired_n0016,nanotube_zigzag_repaired_n0015,nanotube_zigzag_repaired_n0016,nanotube_zigzag_repaired_n0015,nanotube_zigzag_repaired_n0016,tube_hex_hex_proxy,0,0,nanotube_zigzag_repaired_cell_00_03,nanotube_zigzag_repaired_cell_01_04,2,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0016--nanotube_zigzag_repaired_n0017,nanotube_zigzag_repaired_n0016,nanotube_zigzag_repaired_n0017,nanotube_zigzag_repaired_n0016,nanotube_zigzag_repaired_n0017,tube_hex_hex_proxy,0,0,nanotube_zigzag_repaired_cell_00_03,nanotube_zigzag_repaired_cell_01_03,2,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0012--nanotube_zigzag_repaired_n0017,nanotube_zigzag_repaired_n0012,nanotube_zigzag_repaired_n0017,nanotube_zigzag_repaired_n0012,nanotube_zigzag_repaired_n0017,tube_hex_hex_proxy,0,0,nanotube_zigzag_repaired_cell_00_03,nanotube_zigzag_repaired_cell_01_02,2,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0011--nanotube_zigzag_repaired_n0018,nanotube_zigzag_repaired_n0011,nanotube_zigzag_repaired_n0018,nanotube_zigzag_repaired_n0011,nanotube_zigzag_repaired_n0018,tube_end_boundary_edge,1,0,nanotube_zigzag_repaired_cell_00_03,,1,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0015--nanotube_zigzag_repaired_n0018,nanotube_zigzag_repaired_n0015,nanotube_zigzag_repaired_n0018,nanotube_zigzag_repaired_n0015,nanotube_zigzag_repaired_n0018,tube_hex_hex_proxy,0,0,nanotube_zigzag_repaired_cell_00_03,nanotube_zigzag_repaired_cell_00_04,2,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0019--nanotube_zigzag_repaired_n0020,nanotube_zigzag_repaired_n0019,nanotube_zigzag_repaired_n0020,nanotube_zigzag_repaired_n0019,nanotube_zigzag_repaired_n0020,tube_hex_hex_proxy,0,0,nanotube_zigzag_repaired_cell_00_04,nanotube_zigzag_repaired_cell_00_05,2,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0015--nanotube_zigzag_repaired_n0020,nanotube_zigzag_repaired_n0015,nanotube_zigzag_repaired_n0020,nanotube_zigzag_repaired_n0015,nanotube_zigzag_repaired_n0020,tube_hex_hex_proxy,0,0,nanotube_zigzag_repaired_cell_00_04,nanotube_zigzag_repaired_cell_01_04,2,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0018--nanotube_zigzag_repaired_n0021,nanotube_zigzag_repaired_n0018,nanotube_zigzag_repaired_n0021,nanotube_zigzag_repaired_n0018,nanotube_zigzag_repaired_n0021,tube_end_boundary_edge,1,0,nanotube_zigzag_repaired_cell_00_04,,1,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0021--nanotube_zigzag_repaired_n0022,nanotube_zigzag_repaired_n0021,nanotube_zigzag_repaired_n0022,nanotube_zigzag_repaired_n0021,nanotube_zigzag_repaired_n0022,tube_end_boundary_edge,1,0,nanotube_zigzag_repaired_cell_00_04,,1,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0019--nanotube_zigzag_repaired_n0022,nanotube_zigzag_repaired_n0019,nanotube_zigzag_repaired_n0022,nanotube_zigzag_repaired_n0019,nanotube_zigzag_repaired_n0022,tube_end_boundary_edge,1,0,nanotube_zigzag_repaired_cell_00_04,,1,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0023--nanotube_zigzag_repaired_n0024,nanotube_zigzag_repaired_n0023,nanotube_zigzag_repaired_n0024,nanotube_zigzag_repaired_n0023,nanotube_zigzag_repaired_n0024,tube_hex_hex_proxy,0,0,nanotube_zigzag_repaired_cell_00_05,nanotube_zigzag_repaired_cell_01_06,2,zigzag_repaired_tube_edge
nanotube_zigzag_repaired,nanotube_zigzag_repaired_n0024--nanotube_zigzag_repaired_n0025,nanotube_zigzag_repaired_n0024,nanotube_zigzag_repaired_n0025,nanotube_zigzag_repaired_n0024,nanotube_zigzag_repaired_n0025,tube_hex_hex_proxy,0,0,nanotube_zigzag_repaired_cell_00_05,nanotube_zigzag_repaired_cell_01_05,2,zigzag_repaired_tube_edge
