structure_id,edge_id,source,target,source_source_id,target_source_id,edge_class,boundary_edge,periodic_edge,cell_left,cell_right,cell_count,edge_role_hint
nanotube_armchair,nanotube_armchair_n0001--nanotube_armchair_n0002,nanotube_armchair_n0001,nanotube_armchair_n0002,nanotube_armchair_n0001,nanotube_armchair_n0002,tube_end_boundary_edge,1,1,nanotube_armchair_cell_00_00,,1,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0002--nanotube_armchair_n0003,nanotube_armchair_n0002,nanotube_armchair_n0003,nanotube_armchair_n0002,nanotube_armchair_n0003,circumferential_periodic_join,0,1,nanotube_armchair_cell_00_00,nanotube_armchair_cell_01_07,2,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0003--nanotube_armchair_n0004,nanotube_armchair_n0003,nanotube_armchair_n0004,nanotube_armchair_n0003,nanotube_armchair_n0004,circumferential_periodic_join,0,1,nanotube_armchair_cell_00_00,nanotube_armchair_cell_00_07,2,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0004--nanotube_armchair_n0005,nanotube_armchair_n0004,nanotube_armchair_n0005,nanotube_armchair_n0004,nanotube_armchair_n0005,tube_end_boundary_edge,1,1,nanotube_armchair_cell_00_00,,1,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0005--nanotube_armchair_n0006,nanotube_armchair_n0005,nanotube_armchair_n0006,nanotube_armchair_n0005,nanotube_armchair_n0006,tube_end_boundary_edge,1,1,nanotube_armchair_cell_00_00,,1,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0001--nanotube_armchair_n0006,nanotube_armchair_n0001,nanotube_armchair_n0006,nanotube_armchair_n0001,nanotube_armchair_n0006,circumferential_periodic_join,0,1,nanotube_armchair_cell_00_00,nanotube_armchair_cell_00_01,2,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0007--nanotube_armchair_n0008,nanotube_armchair_n0007,nanotube_armchair_n0008,nanotube_armchair_n0007,nanotube_armchair_n0008,tube_hex_hex_proxy,0,0,nanotube_armchair_cell_00_01,nanotube_armchair_cell_01_01,2,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0001--nanotube_armchair_n0008,nanotube_armchair_n0001,nanotube_armchair_n0008,nanotube_armchair_n0001,nanotube_armchair_n0008,circumferential_periodic_join,0,1,nanotube_armchair_cell_00_01,nanotube_armchair_cell_01_00,2,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0006--nanotube_armchair_n0009,nanotube_armchair_n0006,nanotube_armchair_n0009,nanotube_armchair_n0006,nanotube_armchair_n0009,tube_end_boundary_edge,1,0,nanotube_armchair_cell_00_01,,1,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0009--nanotube_armchair_n0010,nanotube_armchair_n0009,nanotube_armchair_n0010,nanotube_armchair_n0009,nanotube_armchair_n0010,tube_end_boundary_edge,1,0,nanotube_armchair_cell_00_01,,1,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0007--nanotube_armchair_n0010,nanotube_armchair_n0007,nanotube_armchair_n0010,nanotube_armchair_n0007,nanotube_armchair_n0010,tube_hex_hex_proxy,0,0,nanotube_armchair_cell_00_01,nanotube_armchair_cell_00_02,2,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0011--nanotube_armchair_n0012,nanotube_armchair_n0011,nanotube_armchair_n0012,nanotube_armchair_n0011,nanotube_armchair_n0012,tube_hex_hex_proxy,0,0,nanotube_armchair_cell_00_02,nanotube_armchair_cell_01_02,2,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0007--nanotube_armchair_n0012,nanotube_armchair_n0007,nanotube_armchair_n0012,nanotube_armchair_n0007,nanotube_armchair_n0012,tube_hex_hex_proxy,0,0,nanotube_armchair_cell_00_02,nanotube_armchair_cell_01_01,2,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0010--nanotube_armchair_n0013,nanotube_armchair_n0010,nanotube_armchair_n0013,nanotube_armchair_n0010,nanotube_armchair_n0013,tube_end_boundary_edge,1,0,nanotube_armchair_cell_00_02,,1,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0013--nanotube_armchair_n0014,nanotube_armchair_n0013,nanotube_armchair_n0014,nanotube_armchair_n0013,nanotube_armchair_n0014,tube_end_boundary_edge,1,0,nanotube_armchair_cell_00_02,,1,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0011--nanotube_armchair_n0014,nanotube_armchair_n0011,nanotube_armchair_n0014,nanotube_armchair_n0011,nanotube_armchair_n0014,tube_hex_hex_proxy,0,0,nanotube_armchair_cell_00_02,nanotube_armchair_cell_00_03,2,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0015--nanotube_armchair_n0016,nanotube_armchair_n0015,nanotube_armchair_n0016,nanotube_armchair_n0015,nanotube_armchair_n0016,tube_hex_hex_proxy,0,0,nanotube_armchair_cell_00_03,nanotube_armchair_cell_01_03,2,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0011--nanotube_armchair_n0016,nanotube_armchair_n0011,nanotube_armchair_n0016,nanotube_armchair_n0011,nanotube_armchair_n0016,tube_hex_hex_proxy,0,0,nanotube_armchair_cell_00_03,nanotube_armchair_cell_01_02,2,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0014--nanotube_armchair_n0017,nanotube_armchair_n0014,nanotube_armchair_n0017,nanotube_armchair_n0014,nanotube_armchair_n0017,tube_end_boundary_edge,1,0,nanotube_armchair_cell_00_03,,1,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0017--nanotube_armchair_n0018,nanotube_armchair_n0017,nanotube_armchair_n0018,nanotube_armchair_n0017,nanotube_armchair_n0018,tube_end_boundary_edge,1,0,nanotube_armchair_cell_00_03,,1,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0015--nanotube_armchair_n0018,nanotube_armchair_n0015,nanotube_armchair_n0018,nanotube_armchair_n0015,nanotube_armchair_n0018,tube_hex_hex_proxy,0,0,nanotube_armchair_cell_00_03,nanotube_armchair_cell_00_04,2,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0019--nanotube_armchair_n0020,nanotube_armchair_n0019,nanotube_armchair_n0020,nanotube_armchair_n0019,nanotube_armchair_n0020,tube_hex_hex_proxy,0,0,nanotube_armchair_cell_00_04,nanotube_armchair_cell_01_04,2,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0015--nanotube_armchair_n0020,nanotube_armchair_n0015,nanotube_armchair_n0020,nanotube_armchair_n0015,nanotube_armchair_n0020,tube_hex_hex_proxy,0,0,nanotube_armchair_cell_00_04,nanotube_armchair_cell_01_03,2,tube_hex_hex_proxy
nanotube_armchair,nanotube_armchair_n0018--nanotube_armchair_n0021,nanotube_armchair_n0018,nanotube_armchair_n0021,nanotube_armchair_n0018,nanotube_armchair_n0021,tube_end_boundary_edge,1,0,nanotube_armchair_cell_00_04,,1,tube_hex_hex_proxy
