run_id,t,p_family,theta,packet_model,source_feature,p0,sigma_p,alpha_pref_source_model,branch_pref_source_model,source_score_model,alpha_pref_readout,branch_pref_readout,readout_score,delta_alpha,branch_match_flag,alpha_match_flag,loss_total
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,3.0,1.3,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,3.0,1.7,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,3.0,2.2,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,3.0,3.0,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,3.5,0.3,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,3.5,0.5,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,3.5,0.8,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,3.5,1.0,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,3.5,1.3,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,3.5,1.7,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,3.5,2.2,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,3.5,3.0,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,4.0,0.3,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,4.0,0.5,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,4.0,0.8,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,4.0,1.0,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,4.0,1.3,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,4.0,1.7,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,4.0,2.2,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,gaussian,abs,4.0,3.0,1.8,S3,0.0,1.51,,-0.0121055208573956,0.29000000000000004,0,0,1.2960527604286978
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-4.0,0.3,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-4.0,0.5,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-4.0,0.8,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-4.0,1.0,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-4.0,1.3,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-4.0,1.7,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-4.0,2.2,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-4.0,3.0,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-3.5,0.3,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-3.5,0.5,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-3.5,0.8,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-3.5,1.0,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-3.5,1.3,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-3.5,1.7,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-3.5,2.2,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-3.5,3.0,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-3.0,0.3,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-3.0,0.5,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-3.0,0.8,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-3.0,1.0,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-3.0,1.3,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-3.0,1.7,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-3.0,2.2,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-3.0,3.0,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-2.5,0.3,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-2.5,0.5,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-2.5,0.8,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-2.5,1.0,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-2.5,1.3,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-2.5,1.7,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-2.5,2.2,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-2.5,3.0,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-2.0,0.3,1.73,S3,0.13354182640619505,1.41,S1,-0.0726740394380842,0.32000000000000006,0,0,1.2895661065159445
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-2.0,0.5,1.78,S3,0.04077901765182157,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.3859475108931314
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-2.0,0.8,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-2.0,1.0,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-2.0,1.3,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-2.0,1.7,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-2.0,2.2,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-2.0,3.0,1.78,S3,0.011513617834958634,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.4005802108015628
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-1.5,0.3,1.66,S2,0.10556060341923557,1.41,S1,-0.0726740394380842,0.25,0,0,1.2335567180094242
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-1.5,0.5,1.66,S2,0.07837935288960107,1.41,S1,-0.0726740394380842,0.25,0,0,1.2471473432742415
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-1.5,0.8,1.73,S3,0.08914213354300682,1.41,S1,-0.0726740394380842,0.32000000000000006,0,0,1.3117659529475387
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-1.5,1.0,1.78,S3,0.015927529648529615,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.3983732548947774
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-1.5,1.3,1.78,S3,0.020044630866963842,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.3963147042855601
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-1.5,1.7,1.78,S3,0.015324413760647748,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.3986748128387183
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-1.5,2.2,1.78,S3,0.011497469578550912,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.4005882849297666
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-1.5,3.0,1.78,S3,0.009180294616877527,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.4017468724106035
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-1.0,0.3,1.57,S2,0.019019438476119754,1.41,S1,-0.0726740394380842,0.16000000000000014,0,0,1.1868273004809824
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-1.0,0.5,1.57,S2,0.03207287208451548,1.41,S1,-0.0726740394380842,0.16000000000000014,0,0,1.1803005836767844
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-1.0,0.8,1.63,S2,0.01490641859243591,1.41,S1,-0.0726740394380842,0.21999999999999997,0,0,1.2488838104228241
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-1.0,1.0,1.66,S2,0.06507693935583425,1.41,S1,-0.0726740394380842,0.25,0,0,1.2537985500411248
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-1.0,1.3,1.66,S2,0.020653690122068857,1.41,S1,-0.0726740394380842,0.25,0,0,1.2760101746580075
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-1.0,1.7,1.73,S3,0.04997991068914498,1.41,S1,-0.0726740394380842,0.32000000000000006,0,0,1.3313470643744696
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-1.0,2.2,1.73,S3,0.04343032295856397,1.41,S1,-0.0726740394380842,0.32000000000000006,0,0,1.33462185823976
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-1.0,3.0,1.78,S3,0.007374737755999283,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.4026496508410424
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-0.5,0.3,1.45,S1,0.033454075232220215,1.41,S1,-0.0726740394380842,0.040000000000000036,1,1,-0.940390017897068
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-0.5,0.5,1.45,S1,0.028260956348655553,1.41,S1,-0.0726740394380842,0.040000000000000036,1,1,-0.9377934584552856
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-0.5,0.8,1.51,,0.012087638473753048,1.41,S1,-0.0726740394380842,0.10000000000000009,0,1,0.13029320048216553
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-0.5,1.0,1.57,S2,0.01479265528940521,1.41,S1,-0.0726740394380842,0.16000000000000014,0,0,1.1889406920743395
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-0.5,1.3,1.63,S2,0.017592048287633166,1.41,S1,-0.0726740394380842,0.21999999999999997,0,0,1.2475409955752255
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-0.5,1.7,1.66,S2,0.019650980230319193,1.41,S1,-0.0726740394380842,0.25,0,0,1.2765115296038825
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-0.5,2.2,1.73,S3,0.040674437630264015,1.41,S1,-0.0726740394380842,0.32000000000000006,0,0,1.33599980090391
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,-0.5,3.0,1.78,S3,0.006233559694933,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.4032202398715756
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,0.0,0.3,1.45,S1,0.03345393575887157,1.41,S1,-0.0726740394380842,0.040000000000000036,1,1,-0.9403899481603937
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,0.0,0.5,1.45,S1,0.028307660350879504,1.41,S1,-0.0726740394380842,0.040000000000000036,1,1,-0.9378168104563976
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,0.0,0.8,1.48,,0.022466528538001462,1.41,S1,-0.0726740394380842,0.07000000000000006,0,1,0.09510375545004135
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,0.0,1.0,1.52,,0.031940508315825844,1.41,S1,-0.0726740394380842,0.1100000000000001,0,1,0.13036676556112914
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,0.0,1.3,1.58,S2,0.013068441920715657,1.41,S1,-0.0726740394380842,0.17000000000000015,0,0,1.1998027987586843
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,0.0,1.7,1.66,S2,0.029055205064720147,1.41,S1,-0.0726740394380842,0.25,0,0,1.2718094171866818
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,0.0,2.2,1.73,S3,0.03954853539263592,1.41,S1,-0.0726740394380842,0.32000000000000006,0,0,1.3365627520227241
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,0.0,3.0,1.78,S3,0.005843327990294744,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.4034153557238946
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,0.5,0.3,1.45,S1,0.033454075232220215,1.41,S1,-0.0726740394380842,0.040000000000000036,1,1,-0.940390017897068
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,0.5,0.5,1.45,S1,0.028260956348655553,1.41,S1,-0.0726740394380842,0.040000000000000036,1,1,-0.9377934584552856
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,0.5,0.8,1.51,,0.012087638473753048,1.41,S1,-0.0726740394380842,0.10000000000000009,0,1,0.13029320048216553
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,0.5,1.0,1.57,S2,0.01479265528940521,1.41,S1,-0.0726740394380842,0.16000000000000014,0,0,1.1889406920743395
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,0.5,1.3,1.63,S2,0.017592048287633166,1.41,S1,-0.0726740394380842,0.21999999999999997,0,0,1.2475409955752255
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,0.5,1.7,1.66,S2,0.019650980230319193,1.41,S1,-0.0726740394380842,0.25,0,0,1.2765115296038825
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,0.5,2.2,1.73,S3,0.040674437630264015,1.41,S1,-0.0726740394380842,0.32000000000000006,0,0,1.33599980090391
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,0.5,3.0,1.78,S3,0.006233559694933,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.4032202398715756
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,1.0,0.3,1.57,S2,0.019019438476119754,1.41,S1,-0.0726740394380842,0.16000000000000014,0,0,1.1868273004809824
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,1.0,0.5,1.57,S2,0.03207287208451548,1.41,S1,-0.0726740394380842,0.16000000000000014,0,0,1.1803005836767844
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,1.0,0.8,1.63,S2,0.01490641859243591,1.41,S1,-0.0726740394380842,0.21999999999999997,0,0,1.2488838104228241
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,1.0,1.0,1.66,S2,0.06507693935583425,1.41,S1,-0.0726740394380842,0.25,0,0,1.2537985500411248
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,1.0,1.3,1.66,S2,0.020653690122068857,1.41,S1,-0.0726740394380842,0.25,0,0,1.2760101746580075
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,1.0,1.7,1.73,S3,0.04997991068914498,1.41,S1,-0.0726740394380842,0.32000000000000006,0,0,1.3313470643744696
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,1.0,2.2,1.73,S3,0.04343032295856397,1.41,S1,-0.0726740394380842,0.32000000000000006,0,0,1.33462185823976
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,1.0,3.0,1.78,S3,0.007374737755999283,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.4026496508410424
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,1.5,0.3,1.66,S2,0.10556060341923557,1.41,S1,-0.0726740394380842,0.25,0,0,1.2335567180094242
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,1.5,0.5,1.66,S2,0.0783793528896013,1.41,S1,-0.0726740394380842,0.25,0,0,1.2471473432742415
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,1.5,0.8,1.73,S3,0.08914213354300682,1.41,S1,-0.0726740394380842,0.32000000000000006,0,0,1.3117659529475387
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,1.5,1.0,1.78,S3,0.015927529648529615,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.3983732548947774
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,1.5,1.3,1.78,S3,0.02004463086696373,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.3963147042855604
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,1.5,1.7,1.78,S3,0.015324413760647748,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.3986748128387183
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,1.5,2.2,1.78,S3,0.011497469578550912,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.4005882849297666
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,1.5,3.0,1.78,S3,0.009180294616877527,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.4017468724106035
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,2.0,0.3,1.73,S3,0.13354182640619505,1.41,S1,-0.0726740394380842,0.32000000000000006,0,0,1.2895661065159445
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,2.0,0.5,1.78,S3,0.04077901765182157,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.3859475108931314
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,2.0,0.8,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,2.0,1.0,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,2.0,1.3,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,2.0,1.7,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,2.0,2.2,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,2.0,3.0,1.78,S3,0.011513617834958634,1.41,S1,-0.0726740394380842,0.3700000000000001,0,0,1.4005802108015628
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,2.5,0.3,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,2.5,0.5,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,2.5,0.8,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,2.5,1.0,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,2.5,1.3,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,2.5,1.7,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,2.5,2.2,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,2.5,3.0,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,3.0,0.3,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,3.0,0.5,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,3.0,0.8,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,3.0,1.0,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,3.0,1.3,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,3.0,1.7,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,3.0,2.2,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,3.0,3.0,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,3.5,0.3,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,3.5,0.5,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,gaussian,neg,3.5,0.8,1.8,S3,0.0,1.41,S1,-0.0726740394380842,0.3900000000000001,0,0,1.4263370197190421
