check_name,command,connection_ok,returncode,stdout,stderr
psql_postgres_select_version,psql -d postgres -c SELECT version();,true,0,"version
------------------------------------------------------------------------------------------------------------------------------------------
 PostgreSQL 16.14 (Ubuntu 16.14-0ubuntu0.24.04.1) on x86_64-pc-linux-gnu, compiled by gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0, 64-bit
(1 row)",
