pair_set_id,dominant_distance_feature,second_distance_feature,top_feature_relative_contribution,top_2_features_relative_contribution_sum,distribution_pattern,mean_pair_distance,n_pairs
FSW_CORE_VS_AO_TRANSFER,distance_to_type_D,spacing_cv,0.43106074061183636,0.7454442811516959,two_feature_cluster_dominates_distance,0.8056627684703693,6
FSW_CORE_VS_AO_PREJUMP,simple_rigidity_surrogate,grid_deviation_score,0.3012331548112305,0.574090470827388,distance_broadly_distributed,1.2885939444463876,4
FSW_CORE_VS_AO_JUMP,simple_rigidity_surrogate,grid_deviation_score,0.39099591520819926,0.693005714605868,distance_broadly_distributed,1.7424064390292306,2
