run_id,metric,observed_count,expected_count,status,definition
QSB-PLANCK-BRIDGE-RESONATOR-SPECTRAL-READOUT-01,parallel_count,70,70,pass,unordered off-diagonal entries with abs(K_candidate - 1.0) <= 1e-12
QSB-PLANCK-BRIDGE-RESONATOR-SPECTRAL-READOUT-01,antiparallel_count,91,91,pass,unordered off-diagonal entries with abs(K_candidate + 1.0) <= 1e-12
