run_id,t,p_family,theta,alpha_star_chi_global,alpha_star_lambda2_global,alpha_star_wclust_global,alpha_coherent_global,coherence_score_global,alpha_star_chi_band,alpha_star_lambda2_band,alpha_star_wclust_band,alpha_coherent_band,coherence_score_band,chi_peak_value_global,lambda2_min_value_global,wclust_peak_value_global,chi_prominence_global,lambda2_prominence_global,wclust_prominence_global,delta_chi_lambda2_global,delta_chi_wclust_global,chi_peak_value_band,lambda2_min_value_band,wclust_peak_value_band,chi_prominence_band,lambda2_prominence_band,wclust_prominence_band,delta_chi_lambda2_band,delta_chi_wclust_band,preferred_scope,preferred_alpha_coherent,preferred_coherence_score,readout_in_band_flag,readout_label
M33_V0_alpha_peak_robustness,20.0,P1,1e-09,2.8,2.9,2.9,2.8499999999999996,0.5736923304766136,1.42,1.4,1.42,1.41,0.2515765883689199,0.6939555640024168,2.0917232785270278e-07,0.2741295472694408,0.6300055609388634,3.566191169726184e-09,0.02474706388623682,0.10000000000000009,0.050000000000000266,0.4933101952917176,1.6893716429587402e-07,0.2711091093571905,0.2594815020085785,6.479387736776227e-08,0.018380086265856133,0.020000000000000018,0.010000000000000009,band,1.41,0.2515765883689199,1,R3
M33_V0_alpha_peak_robustness,20.0,P1,3e-09,2.8,2.9,2.9,2.8499999999999996,0.5736923304766136,1.42,1.4,1.42,1.41,0.2515765883689199,0.6939555640024168,2.0917232785270278e-07,0.2741295472694408,0.6300055609388634,3.566191169726184e-09,0.02474706388623682,0.10000000000000009,0.050000000000000266,0.4933101952917176,1.6893716429587402e-07,0.2711091093571905,0.2594815020085785,6.479387736776227e-08,0.018380086265856133,0.020000000000000018,0.010000000000000009,band,1.41,0.2515765883689199,1,R3
M33_V0_alpha_peak_robustness,20.0,P1,1e-08,2.8,2.9,2.9,2.8499999999999996,0.5825099597852463,1.42,1.4,1.42,1.41,0.27464694893463465,0.6949009237518352,1.8458437815909103e-07,0.31711993160888724,0.6291709616319205,2.7162506772835718e-08,0.06335588396327657,0.10000000000000009,0.050000000000000266,0.5195027402656123,1.6339666465001818e-07,0.26732564629189565,0.28613832701487196,5.510088625559486e-08,0.00403426727550571,0.020000000000000018,0.010000000000000009,band,1.41,0.27464694893463465,1,R3
M33_V0_alpha_peak_robustness,20.0,P2,1e-09,2.2,2.3,2.2,2.25,0.7129742453212293,1.74,1.72,1.74,1.73,0.046254637879273724,0.7921805468327454,1.3473154303839632e-07,0.2618398794249791,0.7518594543960422,3.043441918393906e-08,0.09445904196307081,0.09999999999999964,0.04999999999999982,0.5253543709719591,1.4828473014747678e-07,0.2299497707456741,0.05846001561512815,6.90699832125939e-09,0.0011784614285890727,0.020000000000000018,0.010000000000000009,band,1.73,0.046254637879273724,1,R3
M33_V0_alpha_peak_robustness,20.0,P2,3e-09,2.2,2.3,2.2,2.25,0.7097994446336373,1.74,1.72,1.74,1.73,0.046254637879273724,0.7921805468327454,1.3473154303839632e-07,0.2618398794249791,0.7518501366902544,2.7363713380421526e-08,0.08179712231867736,0.09999999999999964,0.04999999999999982,0.5253543709719591,1.4828473014747678e-07,0.2299497707456741,0.05846001561512815,6.90699832125939e-09,0.0011784614285890727,0.020000000000000018,0.010000000000000009,band,1.73,0.046254637879273724,1,R3
M33_V0_alpha_peak_robustness,20.0,P2,1e-08,2.2,2.3,2.2,2.25,0.7097994479775452,1.42,1.42,1.4,1.42,0.05068343504817848,0.7921805468327454,1.235467039181266e-07,0.2618398794249791,0.7518501366902544,3.0707621368262464e-08,0.08179712231867736,0.09999999999999964,0.04999999999999982,0.5441306667503071,1.348944976110167e-07,0.242130393419644,0.05381453266829356,1.3361970395320078e-08,0.007475556071658118,0.0,0.020000000000000018,band,1.42,0.05068343504817848,1,R3
M33_V0_alpha_peak_robustness,20.0,P3,1e-09,1.66,1.66,1.62,1.66,0.7255356470217422,1.66,1.66,1.62,1.66,0.7255356470217422,0.9380569293190318,1.1402074042585481e-07,0.2600237177365406,0.7318448033974733,2.7228630946403458e-08,0.01476326558255217,0.0,0.039999999999999813,0.9380569293190318,1.1402074042585481e-07,0.2600237177365406,0.7318448033974733,2.7228630946403458e-08,0.01476326558255217,0.0,0.039999999999999813,band,1.66,0.7255356470217422,1,R3
M33_V0_alpha_peak_robustness,20.0,P3,3e-09,1.66,1.66,1.62,1.66,0.7281680775607784,1.66,1.66,1.62,1.66,0.7281680775607784,0.938128387418782,1.1238934181977258e-07,0.27026761061056703,0.7319162614972234,2.6449410319712486e-08,0.02500715845657861,0.0,0.039999999999999813,0.938128387418782,1.1238934181977258e-07,0.27026761061056703,0.7319162614972234,2.6449410319712486e-08,0.02500715845657861,0.0,0.039999999999999813,band,1.66,0.7281680775607784,1,R3
M33_V0_alpha_peak_robustness,20.0,P3,1e-08,1.66,1.66,1.62,1.66,0.738477107762167,1.66,1.66,1.62,1.66,0.738477107762167,0.948034802031402,9.028911480395187e-08,0.2961588896925119,0.7371717223693959,3.428430741721564e-08,0.04522140443385475,0.0,0.039999999999999813,0.948034802031402,9.028911480395187e-08,0.2961588896925119,0.7371717223693959,3.428430741721564e-08,0.04522140443385475,0.0,0.039999999999999813,band,1.66,0.738477107762167,1,R3
M33_V0_alpha_peak_robustness,40.0,P0,1e-09,0.8,0.8,0.9,0.8,0.5289602542401229,1.8,1.8,1.8,1.8,0.380451650828069,0.6856581146588618,2.886477890562847e-07,0.32379904319837666,0.5433014768251694,4.076430505276592e-08,0.04263494660259404,0.0,0.09999999999999998,0.3725007450143907,3.269601627952606e-07,0.33387887722255233,0.36102703462382807,1.4477590672164002e-08,0.07769840690660085,0.0,0.0,band,1.8,0.380451650828069,1,R3
M33_V0_alpha_peak_robustness,40.0,P0,3e-09,0.8,0.8,0.9,0.8,0.5289602542401229,1.8,1.8,1.8,1.8,0.380451650828069,0.6856581146588618,2.886477890562847e-07,0.32379904319837666,0.5433014768251694,4.076430505276592e-08,0.04263494660259404,0.0,0.09999999999999998,0.3725007450143907,3.269601627952606e-07,0.33387887722255233,0.36102703462382807,1.4477590672164002e-08,0.07769840690660085,0.0,0.0,band,1.8,0.380451650828069,1,R3
M33_V0_alpha_peak_robustness,40.0,P0,1e-08,0.8,0.8,0.9,0.8,0.5307485972527834,1.8,1.8,1.8,1.8,0.380451650828069,0.6874464441728095,2.751490762020384e-07,0.32379904319837666,0.5450898063391171,5.4263017907012247e-08,0.04263494660259404,0.0,0.09999999999999998,0.3725007450143907,3.269601627952606e-07,0.33387887722255233,0.36102703462382807,1.4477590672164002e-08,0.07769840690660085,0.0,0.0,band,1.8,0.380451650828069,1,R3
M33_V0_alpha_peak_robustness,40.0,P1,1e-09,1.1,1.0,1.1,1.05,0.5897654283740263,1.8,1.8,1.8,1.8,0.26605598027275484,0.829749391586528,1.1782353100409318e-07,0.34631796682883825,0.6197368686442943,1.931767612830995e-07,0.13011346621188333,0.10000000000000009,0.050000000000000044,0.36008619167389616,1.563486210361482e-07,0.2542894863563611,0.2653229786732711,1.461651182516849e-07,0.0029314217374621365,0.0,0.0,band,1.8,0.26605598027275484,1,R3
M33_V0_alpha_peak_robustness,40.0,P1,3e-09,1.1,1.0,1.1,1.05,0.586197493919157,1.8,1.8,1.8,1.8,0.27054603474955763,0.829749391586528,1.1470985644064308e-07,0.34631796682883825,0.6194030715403228,1.9629043584654962e-07,0.11717690435359368,0.10000000000000009,0.050000000000000044,0.36090844439666925,1.5410738628741113e-07,0.26896068440754084,0.2661452313960442,1.4840635300042198e-07,0.01760261978864186,0.0,0.0,band,1.8,0.27054603474955763,1,R3
M33_V0_alpha_peak_robustness,40.0,P1,1e-08,1.1,1.0,1.1,1.05,0.5861974988222853,1.8,1.8,1.8,1.8,0.2731336774882869,0.829749391586528,1.0980672815101563e-07,0.34631796682883825,0.6194030715403228,2.0119356413617704e-07,0.11717690435359368,0.10000000000000009,0.050000000000000044,0.36065305847385387,1.477257893076234e-07,0.2803327735273314,0.2658898454732288,1.547879499802097e-07,0.0289747089084324,0.0,0.0,band,1.8,0.2731336774882869,1,R3
M33_V0_alpha_peak_robustness,40.0,P2,1e-09,0.5,0.5,0.4,0.5,0.48699955668804995,1.42,1.42,1.38,1.42,0.15013087639097908,0.6849397544476256,1.2246924981742267e-07,0.2586333498561274,0.4920131289770043,3.547073373921608e-09,0.07994569665588955,0.0,0.09999999999999998,0.8542884658404125,1.0950309325808433e-07,0.2143442981411733,0.15396416549551672,3.795350296203174e-09,0.024666828400448315,0.0,0.040000000000000036,band,1.42,0.15013087639097908,1,R3
M33_V0_alpha_peak_robustness,40.0,P2,3e-09,0.5,0.5,0.4,0.5,0.48699955466030176,1.64,1.62,1.64,1.63,0.1429416597342505,0.6849397544476256,1.2246924981742267e-07,0.2586333498561274,0.4920131289770043,1.5193251535201586e-09,0.07994569665588955,0.0,0.09999999999999998,0.365884026973298,9.448948769908553e-08,0.2435785652170814,0.14551917504411538,1.795723714364618e-08,0.03968986693159149,0.019999999999999796,0.010000000000000009,band,1.63,0.1429416597342505,1,R3
M33_V0_alpha_peak_robustness,40.0,P2,1e-08,0.5,0.5,0.4,0.5,0.4874997380469265,1.64,1.62,1.64,1.63,0.14581358699566138,0.6890799420506346,1.1452322070910304e-07,0.2586333498561274,0.4961533165800133,7.940486653710336e-09,0.06538565410570624,0.0,0.09999999999999998,0.3694685247700046,8.152486107548535e-08,0.25985028630722784,0.14896454412138907,2.6572734452302687e-08,0.037396065206150964,0.019999999999999796,0.010000000000000009,band,1.63,0.14581358699566138,1,R3
M33_V0_alpha_peak_robustness,40.0,P3,1e-09,1.58,1.56,1.58,1.57,0.5405088019253488,1.58,1.56,1.58,1.57,0.5405088019253488,0.6980053374511758,1.023504451727366e-07,0.2562901315113006,0.5354866993649043,9.248507190812784e-09,0.07008837324774908,0.020000000000000018,0.010000000000000009,0.6980053374511758,1.023504451727366e-07,0.2562901315113006,0.5354866993649043,9.248507190812784e-09,0.07008837324774908,0.020000000000000018,0.010000000000000009,band,1.57,0.5405088019253488,1,R3
M33_V0_alpha_peak_robustness,40.0,P3,3e-09,1.58,1.56,1.58,1.57,0.5385988408098141,1.58,1.56,1.58,1.57,0.5385988408098141,0.6982857985002721,9.987071910743531e-08,0.26756124002736814,0.5355465769764787,9.62290591228444e-09,0.06220901684171862,0.020000000000000018,0.010000000000000009,0.6982857985002721,9.987071910743531e-08,0.26756124002736814,0.5355465769764787,9.62290591228444e-09,0.06220901684171862,0.020000000000000018,0.010000000000000009,band,1.57,0.5385988408098141,1,R3
M33_V0_alpha_peak_robustness,40.0,P3,1e-08,1.58,1.56,1.58,1.57,0.5481818955706022,1.58,1.56,1.58,1.57,0.5481818955706022,0.7025342356657794,8.893009837237169e-08,0.3290157863244739,0.53842273419272,2.076185141215951e-09,0.08903663720678778,0.020000000000000018,0.010000000000000009,0.7025342356657794,8.893009837237169e-08,0.3290157863244739,0.53842273419272,2.076185141215951e-09,0.08903663720678778,0.020000000000000018,0.010000000000000009,band,1.57,0.5481818955706022,1,R3
