run_id,t,p_family,theta,scope,rank_in_scope,alpha_chi,alpha_lambda2,alpha_wclust,alpha_coherent,chi_value,lambda2_value,wclust_value,chi_prominence,lambda2_prominence,wclust_prominence,delta_chi_lambda2,delta_chi_wclust,coherence_score,is_band_candidate
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,band,2,1.52,1.44,1.48,1.48,0.2869740681122843,1.3352472714210387e-07,0.31654090611411245,0.003939359563855993,1.8159941845601246e-08,0.005820429792551096,0.08000000000000007,0.0,-0.034605514828064426,1
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,global,8,1.0,1.1,1.2,1.05,0.07764000206119184,1.1890993431632101e-07,0.2987482236180122,0.02857590812459005,1.668653278215244e-08,0.030352960026726383,0.10000000000000009,0.1499999999999999,-0.051335835182195595,0
M33_V0_alpha_peak_robustness,2.0,P3,1e-08,band,3,1.52,1.6,1.64,1.56,0.2869740681122843,1.3831346142679505e-07,0.3447933493349634,0.003939359563855993,1.60445223038363e-08,0.010151492181462218,0.08000000000000007,0.07999999999999985,-0.05352275134625615,1
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,global,1,2.9,2.9,2.8,2.9,0.2179690078663529,1.4867799370641966e-07,0.3456055443696986,0.1602907543260805,1.3714557719260897e-07,0.11234322226701879,0.0,0.10000000000000009,0.16337669703841237,0
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,global,2,0.4,0.4,,0.4,0.2486519346223431,2.481399131686762e-07,,0.1603862514863822,9.52580678835083e-08,,0.0,,0.16038634674445007,0
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,global,3,1.88,1.88,1.84,1.88,0.616630410786803,5.3610657291703743e-08,0.3636104173876152,0.104296960379059,1.0452520808856103e-07,0.06890213741148948,0.0,0.039999999999999813,0.1115225992571395,0
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,global,4,2.1,2.1,2.0,2.1,0.2401507392971195,3.3073205260855344e-07,0.2579047288235321,0.12820298019464027,4.3936176774000556e-08,0.009635820683702917,0.0,0.10000000000000009,0.10561197930174276,0
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,global,5,2.5,2.6,2.5,2.55,-0.40947251964522885,2.829909517157848e-07,0.3792943609368897,0.11302447290387202,1.2632990794498873e-08,0.1460736915863741,0.10000000000000009,0.04999999999999982,0.08704290843345633,0
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,global,6,0.6,0.6,0.6,0.6,0.31798158960926015,2.790790620060483e-07,0.3110274295988235,0.04453151875353456,4.850727654717388e-08,0.0546548773320199,0.0,0.0,0.058195286593816085,0
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,global,7,1.88,1.74,1.84,1.81,0.616630410786803,2.880662229302735e-07,0.3636104173876152,0.104296960379059,6.537751076564789e-08,0.06890213741148948,0.1399999999999999,0.030000000000000027,0.04402256010944218,0
M33_V0_alpha_peak_robustness,5.0,P0,1e-09,global,8,1.34,1.34,1.36,1.34,0.8516316700180248,2.691182339408158e-07,0.24238570667224352,0.0036345205382682932,2.6156100226388195e-08,0.022735448987350415,0.0,0.020000000000000018,0.004318408941206119,0
