path_id,variant_id,segment_id,regime_parameter,simple_rigidity_surrogate,grid_deviation_score,distance_to_type_D,spacing_cv,delta_p2_relative_gain_vs_type_A
AO_PATH,AO_A01,AO_EARLY,0.03,0.0031999999999999,0.0666666666666668,0.0698666666666668,0.0514259477226579,0.446
AO_PATH,AO_A02,AO_EARLY,0.05,0.0031999999999999,0.0666666666666663,0.0698666666666663,0.0505076272276103,0.44
AO_PATH,AO_A03,AO_EARLY,0.08,0.0079839999999999,0.1049999999999998,0.1079839999999999,0.0753399929298099,0.42
AO_PATH,AO_A04,AO_TRANSFER,0.1,0.0277039999999999,0.195,0.127704,0.129630207299459,0.318
AO_PATH,AO_A05,AO_TRANSFER,0.12,0.0452799999999999,0.2499999999999998,0.1452799999999999,0.1564639538620044,0.248
AO_PATH,AO_A06,AO_TRANSFER,0.14,0.076536,0.3250000000000002,0.176536,0.1892280473334911,0.214
AO_PATH,AO_A07,AO_TRANSITION,0.17,0.1499600000000001,0.4533333333333335,0.3,0.2405258952793052,0.1389999999999999
AO_PATH,AO_A08,AO_TRANSITION,0.19,0.2170639999999997,0.5449999999999995,0.3,0.2702443602646979,0.135
AO_PATH,AO_A09,AO_JUMP,0.22,0.2866239999999999,0.6266666666666664,0.3,0.2915973678275185,0.1169999999999999
