run_id,t,p_family,theta,packet_model,source_feature,p0,sigma_p,alpha_candidate,candidate_value,candidate_prominence,source_branch_id,source_branch_center,delta_to_branch_center
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,1.0,1.7,1.9,1.0825120493444023e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,1.0,2.2,1.9,9.90560976901872e-08,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,1.0,3.0,1.88,9.437017014989128e-08,5.595306184941428e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,1.5,0.3,1.9,2.5882780387714816e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,1.5,0.5,1.9,2.521787290254199e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,1.5,0.8,1.9,2.0002701202050493e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,1.5,1.0,1.9,1.6752342364501494e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,1.5,1.3,1.9,1.3485100155682183e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,1.5,1.7,1.9,1.1185400881104626e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,1.5,2.2,1.88,9.971682340148422e-08,5.972031626600486e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,1.5,3.0,1.88,9.348807687244075e-08,6.241577818468202e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,2.0,0.3,1.9,2.5883340842084787e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,2.0,0.5,1.9,2.578134615569014e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,2.0,0.8,1.9,2.179509558502583e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,2.0,1.0,1.9,1.7785720877247882e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,2.0,1.3,1.88,1.3989478529178386e-07,9.499464933368514e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,2.0,1.7,1.88,1.1539694399608798e-07,8.667710467151974e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,2.0,2.2,1.88,1.0113120376264389e-07,7.748706723242991e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,2.0,3.0,1.88,9.313345017510364e-08,7.066108187099877e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,2.5,0.3,1.86,1.9546584030385138e-07,2.425575517334364e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,2.5,0.5,1.86,1.9410838745496173e-07,2.4227035501628307e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,2.5,0.8,1.86,1.7812468687888156e-07,2.3096258573546675e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,2.5,1.0,1.86,1.6173534395157318e-07,2.04092567596046e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,2.5,1.3,1.62,7.888046004798225e-08,1.5714960892848105e-09,S2,1.6,0.020000000000000018
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,2.5,1.7,1.52,7.327091970358394e-08,1.315129973568685e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,2.5,2.2,1.64,6.832683170699493e-08,1.0294732622291556e-09,S2,1.6,0.039999999999999813
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,2.5,3.0,1.64,6.413695572801534e-08,8.602025168460849e-10,S2,1.6,0.039999999999999813
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,3.0,0.3,1.84,1.625027195596069e-07,4.65765672056853e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,3.0,0.5,1.84,1.6235356253718612e-07,4.640131704508953e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,3.0,0.8,1.84,1.5725658623122186e-07,4.073124331408535e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,3.0,1.0,1.84,1.5022699303555036e-07,3.4724712624398783e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,3.0,1.3,1.84,1.369345395254023e-07,2.728030867054079e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,3.0,1.7,1.62,7.877749487218436e-08,1.7498550854814823e-09,S2,1.6,0.020000000000000018
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,3.0,2.2,1.62,7.061206592303971e-08,1.352312838425112e-09,S2,1.6,0.020000000000000018
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,3.0,3.0,1.64,6.465738567018499e-08,9.730955263586401e-10,S2,1.6,0.039999999999999813
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,3.5,0.3,1.84,1.6250272302576284e-07,4.657657130436682e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,3.5,0.5,1.84,1.624621747317892e-07,4.65667508298334e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,3.5,0.8,1.84,1.5788675610857846e-07,4.499672968093141e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,3.5,1.0,1.84,1.501807574366249e-07,4.1237615477339324e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,3.5,1.3,1.84,1.3782773334853168e-07,3.3860398261702715e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,3.5,1.7,1.84,1.2261180163242599e-07,2.5517609222007536e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,3.5,2.2,1.62,7.41439318105813e-08,1.6182086718122526e-09,S2,1.6,0.020000000000000018
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,3.5,3.0,1.62,6.544265326383866e-08,1.1612661626442275e-09,S2,1.6,0.020000000000000018
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,4.0,0.3,1.84,1.6250272305291673e-07,4.657657131070978e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,4.0,0.5,1.84,1.624971835823496e-07,4.6575276596840485e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,4.0,0.8,1.84,1.601389360093651e-07,4.5974654500090345e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,4.0,1.0,1.84,1.5361521817589493e-07,4.390350972634249e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,4.0,1.3,1.84,1.4082189527162227e-07,3.822378733492986e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,4.0,1.7,1.84,1.2549388847047293e-07,2.9794529657777962e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,4.0,2.2,1.84,1.1049082658086005e-07,2.1891196985841653e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,3e-09,gaussian,abs,4.0,3.0,1.62,6.71655156835149e-08,1.3044181526707443e-09,S2,1.6,0.020000000000000018
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-4.0,0.3,1.88,3.0999163209690113e-07,1.548666969619303e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-4.0,0.5,1.88,3.0997752424492587e-07,1.548596489129816e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-4.0,0.8,1.88,3.0327919210977323e-07,1.5151487475112924e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-4.0,1.0,1.88,2.809858460470868e-07,1.4041522135255969e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-4.0,1.3,1.88,2.2769703021886326e-07,1.1402259549292394e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-4.0,1.7,1.88,1.637208767079886e-07,8.192639323967722e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-4.0,2.2,1.86,1.1673734163871536e-07,5.746849489053835e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-4.0,3.0,1.74,7.809924919187325e-08,4.251062442345582e-10,S3,1.77,0.030000000000000027
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-3.5,0.3,1.88,3.099916320279271e-07,1.5486669692747724e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-3.5,0.5,1.88,3.0988577238670606e-07,1.5481381124145394e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-3.5,0.8,1.88,2.9422162791265447e-07,1.4699513797474823e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-3.5,1.0,1.88,2.5968289119323126e-07,1.2981656771482664e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-3.5,1.3,1.88,1.9920816613163378e-07,9.977225518705169e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-3.5,1.7,1.86,1.4141794187018956e-07,7.077685353446627e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-3.5,2.2,1.86,1.0388572051773005e-07,4.987959662121712e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-3.5,3.0,1.74,7.365109807345131e-08,3.941840697560509e-10,S3,1.77,0.030000000000000027
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-3.0,0.3,1.88,3.099916141173922e-07,1.5486668797967e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-3.0,0.5,1.88,3.091216607013294e-07,1.544320757586162e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-3.0,0.8,1.88,2.713319014644402e-07,1.3557653397982222e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-3.0,1.0,1.88,2.2365244980356468e-07,1.1184562741093746e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-3.0,1.3,1.88,1.6473831105613406e-07,8.220663925936104e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-3.0,1.7,1.86,1.1956793478638902e-07,5.873001260218864e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-3.0,2.2,1.74,8.528121478665509e-08,4.6267341497359105e-10,S3,1.77,0.030000000000000027
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-3.0,3.0,1.74,6.950878287300711e-08,3.6542816907764395e-10,S3,1.77,0.030000000000000027
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-2.5,0.3,1.88,3.099823665143584e-07,1.5486206802999982e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-2.5,0.5,1.88,2.9903436387609396e-07,1.4939268523787273e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-2.5,0.8,1.88,2.1589609504733095e-07,1.078658453464127e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-2.5,1.0,1.88,1.696502326828075e-07,8.457637854070324e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-2.5,1.3,1.86,1.2770487696378568e-07,6.303700038071668e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-2.5,1.7,1.74,9.111687109687498e-08,4.991764810144993e-10,S3,1.77,0.030000000000000027
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-2.5,2.2,1.74,7.760810583771598e-08,4.0330021955335865e-10,S3,1.77,0.030000000000000027
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-2.5,3.0,1.72,6.573630712212488e-08,3.4839384218406124e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-2.0,0.3,1.88,1.546967903838615e-07,7.728395992020138e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-2.0,0.5,1.88,1.4503816495211955e-07,7.244361239060115e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-2.0,0.8,1.88,1.2105286493837656e-07,5.969028095339819e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-2.0,1.0,1.86,1.0816704112398512e-07,5.238709184931236e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-2.0,1.3,1.74,8.755726371276921e-08,4.729984480678689e-10,S3,1.77,0.030000000000000027
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-2.0,1.7,1.74,7.920427211814746e-08,4.0512728887285097e-10,S3,1.77,0.030000000000000027
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-2.0,2.2,1.72,7.112868305580871e-08,3.693910481348678e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-2.0,3.0,1.72,6.231348002270378e-08,3.1971185335720236e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-1.5,0.3,1.7,6.754160195995906e-12,3.677149872888645e-14,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-1.5,0.5,1.7,7.726004569514474e-09,4.2216399725304046e-11,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-1.5,0.8,1.72,5.1692928390144496e-08,2.674727968293805e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-1.5,1.0,1.72,6.619998480712613e-08,3.4261748181385255e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-1.5,1.3,1.72,7.232374956305228e-08,3.6423794678206367e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-1.5,1.7,1.72,7.068978418102432e-08,3.4188418583580603e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-1.5,2.2,1.72,6.584806221768933e-08,3.1469030035317176e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-1.5,3.0,1.72,5.914625214543299e-08,2.9348839434663565e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-1.0,0.3,1.3,1.1248134375123803e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-1.0,0.5,1.3,1.1013248850574101e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-1.0,0.8,1.3,9.798217553854837e-08,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-1.0,1.0,1.72,6.01664606144044e-08,1.9099394787947824e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-1.0,1.3,1.72,6.559913844086171e-08,2.4046185794662156e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-1.0,1.7,1.72,6.506287802338879e-08,2.6015869367857953e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-1.0,2.2,1.72,6.151853143029341e-08,2.6741868359684745e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-1.0,3.0,1.72,5.62026635549314e-08,2.697665278734473e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-0.5,0.3,1.9,1.0024638858800379e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-0.5,0.5,1.9,9.856644492374648e-08,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-0.5,0.8,1.9,8.570750605745407e-08,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-0.5,1.0,1.9,7.664193985199354e-08,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-0.5,1.3,1.86,6.734932976383976e-08,9.044670821928141e-11,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-0.5,1.7,1.72,6.168640850982589e-08,1.976893712138663e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-0.5,2.2,1.72,5.792730459927518e-08,2.2918892187695249e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,-0.5,3.0,1.68,5.321410516866889e-08,2.620409645416217e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,0.0,0.3,1.9,1.0036917453025286e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,0.0,0.5,1.52,1.0696716125807777e-08,1.213984939856636e-12,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,0.0,0.8,1.4,4.044433387674858e-08,3.7456858176878694e-11,S1,1.42,0.020000000000000018
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,0.0,1.0,1.34,5.602343035603098e-08,6.974967567484289e-11,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,0.0,1.3,1.9,7.010340512447622e-08,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,0.0,1.7,1.74,5.939952403537262e-08,1.5824845501323509e-10,S3,1.77,0.030000000000000027
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,0.0,2.2,1.72,5.472785174658533e-08,1.9956880490484023e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,0.0,3.0,1.82,5.0448171641556e-08,2.4726491856182266e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,0.5,0.3,1.9,1.0024638866432667e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,0.5,0.5,1.9,9.856750594609514e-08,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,0.5,0.8,1.9,8.631459204441674e-08,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,0.5,1.0,1.9,7.781368984216778e-08,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,0.5,1.3,1.88,6.610241631965276e-08,5.0500153710212994e-11,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,0.5,1.7,1.74,5.656294405286535e-08,1.5454707655428348e-10,S3,1.77,0.030000000000000027
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,0.5,2.2,1.82,5.0930943500067076e-08,1.9357610986418884e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,0.5,3.0,1.82,4.7736950072064296e-08,2.5221760676796307e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,1.0,0.3,1.3,1.1248134700561152e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,1.0,0.5,1.3,1.1029472657445084e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,1.0,0.8,1.3,1.0477660696476342e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,1.0,1.0,1.82,5.6066586277986124e-08,7.154714309470881e-11,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,1.0,1.3,1.82,5.639840217195569e-08,1.0679287852723574e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,1.0,1.7,1.64,5.250199346032405e-08,2.5603187342807453e-10,S2,1.6,0.039999999999999813
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,1.0,2.2,1.64,5.00310624155683e-08,3.3504569330622853e-10,S2,1.6,0.039999999999999813
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,1.0,3.0,1.64,4.801272782955968e-08,3.9480305570637707e-10,S2,1.6,0.039999999999999813
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,1.5,0.3,1.7,2.7168610191484593e-12,6.899054859527123e-15,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,1.5,0.5,1.7,3.212892574802636e-09,8.051431789037136e-12,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,1.5,0.8,1.66,2.7474794787951728e-08,8.180886504425784e-11,S2,1.6,0.05999999999999983
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,1.5,1.0,1.64,4.034946493012466e-08,1.768281428391499e-10,S2,1.6,0.039999999999999813
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,1.5,1.3,1.62,4.9473158737389025e-08,3.2681359197674546e-10,S2,1.6,0.020000000000000018
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,1.5,1.7,1.62,5.120998678517045e-08,4.138754570650162e-10,S2,1.6,0.020000000000000018
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,1.5,2.2,1.62,4.952288136472868e-08,4.468887513660035e-10,S2,1.6,0.020000000000000018
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,1.5,3.0,1.62,4.734908640800905e-08,4.5676008236796366e-10,S2,1.6,0.020000000000000018
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,2.0,0.3,1.3,2.251020149466627e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,2.0,0.5,1.3,2.2403036634987075e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,2.0,0.8,1.3,1.8080981442105855e-07,0.0,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,2.0,1.0,1.82,2.0571914791125808e-08,1.5259219482075797e-10,S3,1.77,0.050000000000000044
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,2.0,1.3,1.46,7.400951637698096e-08,4.839417619709512e-10,S1,1.42,0.040000000000000036
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,2.0,1.7,1.6,5.313896012891922e-08,6.94390440578746e-10,S2,1.6,0.0
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,2.0,2.2,1.5,5.8224227045190235e-08,6.269069576670235e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,2.0,3.0,1.62,4.740579897525387e-08,5.234422284135509e-10,S2,1.6,0.020000000000000018
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,2.5,0.3,1.52,9.041716887178575e-08,1.9593224253849237e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,2.5,0.5,1.52,8.993262654687779e-08,1.9557860712811568e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,2.5,0.8,1.52,8.596887336932358e-08,1.8815375246547796e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,2.5,1.0,1.52,8.262736595183254e-08,1.749668437130423e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,2.5,1.3,1.52,7.65563132079335e-08,1.4902465170066378e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,2.5,1.7,1.52,6.827999116661677e-08,1.1666269841626246e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,2.5,2.2,1.5,6.011590090486981e-08,8.218891799795658e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,2.5,3.0,1.6,4.794737062634711e-08,6.153371718700532e-10,S2,1.6,0.0
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,3.0,0.3,1.58,1.6215225654099056e-07,4.6476115147732306e-09,S2,1.6,0.020000000000000018
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,3.0,0.5,1.58,1.61352352277039e-07,4.602000496523121e-09,S2,1.6,0.020000000000000018
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,3.0,0.8,1.56,1.370061433680034e-07,3.2795408539328107e-09,S2,1.6,0.040000000000000036
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,3.0,1.0,1.56,1.1348340313554592e-07,1.9987393813349572e-09,S2,1.6,0.040000000000000036
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,3.0,1.3,1.54,9.103281490905038e-08,2.3326454179388223e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,3.0,1.7,1.54,7.46498275406443e-08,1.6543322988029782e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,3.0,2.2,1.52,6.365148071724875e-08,1.13051831796616e-09,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,3.0,3.0,1.52,5.421360704930726e-08,7.593499565748106e-10,,,
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,3.5,0.3,1.58,1.6215227524227038e-07,4.6476125812268335e-09,S2,1.6,0.020000000000000018
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,3.5,0.5,1.58,1.6209690153406823e-07,4.644594202947674e-09,S2,1.6,0.020000000000000018
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,3.5,0.8,1.56,1.5399203479703017e-07,4.2305531079560165e-09,S2,1.6,0.040000000000000036
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,3.5,1.0,1.56,1.3710026595939238e-07,3.341872683078699e-09,S2,1.6,0.040000000000000036
M33_V0_alpha_peak_robustness,2.0,P1,1e-08,gaussian,neg,3.5,1.3,1.56,1.0854638844666296e-07,1.8521337881762558e-09,S2,1.6,0.040000000000000036
