run_id,branch_label,n_cases,mean_within_pair_overlap_top3,mean_between_pair_overlap_top3,mean_within_class_overlap_top3_delta_p,mean_between_class_overlap_top3_delta_p,mean_within_class_overlap_top3_delta_p2,mean_between_class_overlap_top3_delta_p2,pair_separability_score,delta_p_separability_score,delta_p2_separability_score,consensus_top1_pair,consensus_top1_delta_p,consensus_top1_delta_p2,consensus_top3_classes_delta_p,consensus_top3_classes_delta_p2,signature_label
M33_V0_alpha_peak_robustness,S1,3,0.2186030656333913,0.1251124314953152,0.33394351360940805,0.07378711873460107,0.2186030656394552,1.1786187433546364e-51,0.0934906341380761,0.26015639487480696,0.2186030656394552,"(1,2)",-1.0,3.0,dp=-1;dp=-3;dp=-2,dp2=-27;dp2=3;dp2=-8,class_specific
M33_V0_alpha_peak_robustness,S2,3,0.3333333333333333,0.23553481692670214,0.3333333333333333,0.36284879762409195,0.3333333333333333,0.0,0.09779851640663118,-0.02951546429075863,0.3333333333333333,"(5,6)",-2.0,-12.0,dp=-2;dp=-1;dp=-5,dp2=-12;dp2=-4;dp2=-1,class_specific
M33_V0_alpha_peak_robustness,S3,3,1.0,0.11042238543138694,1.0,0.3776049877771757,1.0,1.1786187433546364e-51,0.8895776145686131,0.6223950122228243,1.0,"(0,1)",-2.0,12.0,dp=-2;dp=-4;dp=-1,dp2=12;dp2=16;dp2=1,pair_specific
