run_id,run_type,execution_status,final_admissibility_status,claim_status,physical_claim_release,input_scout_run_id,input_design_run_id,input_scout_decision,candidate_count_total,candidate_count_admissible_for_testing,candidate_count_lineage_repair,candidate_count_metadata_repair,candidate_count_rejected_alias_lag,candidate_count_rejected_alias_pair_or_index,candidate_count_rejected_not_pair_mappable,candidate_count_rejected_not_independent,candidate_count_red_team_review,candidate_count_unknown_or_blocked,lineage_commit_status,pre_existing_modified_files_detected,next_gate,secondary_next_gate,no_lag_mechanism_tests_executed,no_nullmodels_executed,git_head,created_at_utc
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,independent_lag_variable_admissibility_execution,admissibility_execution_completed_with_repair_required_candidates,admissibility_execution_completed_with_repair_required_candidates,independent_lag_variable_admissibility_execution_only,blocked_no_physics_claim,QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-DESIGN-01,candidate_artifacts_found_but_alias_risk_high,260,0,2,1,0,0,257,0,0,0,committed_or_no_local_delta_detected,false,lineage_repair_required,physical_proxy_source_review_required,true,true,d5ca298,2026-07-08T13:17:01+00:00
