profile_name,edge_rows,strength_min,strength_median,strength_mean,strength_max,theta_edge_min,theta_edge_max,margin_min,margin_median,margin_mean,margin_max,negative_margin_count,zero_or_positive_margin_count
within_confirmed_block,161,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,161
between_confirmed_blocks,700,0.006936140120339703,0.18664400870287967,0.16673021799110121,0.34091958020143315,0.5,0.5,-0.4930638598796603,-0.31335599129712033,-0.3332697820088988,-0.15908041979856685,700,0
candidate_edges,161,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,161
non_candidate_edges,700,0.006936140120339703,0.18664400870287967,0.16673021799110121,0.34091958020143315,0.5,0.5,-0.4930638598796603,-0.31335599129712033,-0.3332697820088988,-0.15908041979856685,700,0
within_confirmed_block__candidate_edges,161,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0,161
between_confirmed_blocks__non_candidate_edges,700,0.006936140120339703,0.18664400870287967,0.16673021799110121,0.34091958020143315,0.5,0.5,-0.4930638598796603,-0.31335599129712033,-0.3332697820088988,-0.15908041979856685,700,0
