source,target,weight
ring_p_1,ring_p_m1,1.0
ring_p_2,ring_p_m2,1.0
ring_p_3,ring_p_m3,1.0
membrane_1_2,membrane_2_2,0.9130673377701541
membrane_2_1,membrane_3_1,0.8677882900130169
membrane_0_2,membrane_1_2,0.8658757097949623
membrane_0_2,membrane_2_2,0.7999298363836547
membrane_1_1,membrane_2_1,0.7900212139075312
membrane_1_1,membrane_3_1,0.7051472114554137
membrane_0_3,membrane_2_2,0.6664190797277195
membrane_0_2,membrane_2_1,0.6651873007441726
membrane_1_2,membrane_3_1,0.6650627915157704
cavity_2_1_2,cavity_2_2_1,0.6633033735754397
cavity_2_2_1,cavity_2_2_2,0.6627060603646499
membrane_0_2,membrane_3_1,0.6623017159859912
membrane_0_3,membrane_1_2,0.661393519185754
cavity_2_1_1,cavity_2_1_2,0.658949930997181
membrane_2_2,membrane_3_1,0.6565949497444067
membrane_1_2,membrane_2_1,0.648341867558072
cavity_1_2_2,cavity_2_1_1,0.6478324326558992
cavity_1_2_1,cavity_1_2_2,0.6428365792938187
cavity_1_1_2,cavity_1_2_1,0.6393591042066332
membrane_0_2,membrane_0_3,0.6388326021171159
membrane_2_1,membrane_2_2,0.6306131554618197
membrane_0_2,membrane_1_1,0.6273289295123722
membrane_0_1,ring_p_2,0.6235835552665312
membrane_0_1,ring_p_m2,0.6235835552665312
membrane_0_1,membrane_1_1,0.6168528542257494
membrane_1_1,membrane_1_2,0.5917171672318793
cavity_1_1_1,cavity_1_1_2,0.5818289574087229
membrane_1_1,membrane_2_2,0.5686018170046742
membrane_0_2,ring_p_3,0.558879637439713
membrane_0_2,ring_p_m3,0.558879637439713
ring_p_2,ring_p_3,0.5449421554824715
ring_p_2,ring_p_m3,0.5449421554824715
ring_p_3,ring_p_m2,0.5449421554824715
ring_p_m2,ring_p_m3,0.5449421554824715
membrane_0_3,ring_p_3,0.5337490540644192
membrane_0_3,ring_p_m3,0.5337490540644192
membrane_0_1,membrane_2_1,0.5299639063203194
membrane_1_2,ring_p_3,0.5223634163417613
membrane_1_2,ring_p_m3,0.5223634163417613
membrane_2_2,ring_p_3,0.5011455560001201
membrane_2_2,ring_p_m3,0.5011455560001201
membrane_0_3,membrane_3_1,0.49644669288013277
cavity_2_1_2,cavity_2_2_2,0.4958984729113312
cavity_2_1_1,cavity_2_2_1,0.49403574611496265
membrane_0_1,membrane_3_1,0.4903701711455399
membrane_1_1,ring_p_3,0.48971410934758447
membrane_1_1,ring_p_m3,0.48971410934758447
membrane_0_3,membrane_2_1,0.48781878342174695
membrane_0_1,ring_p_3,0.4868393676343071
membrane_0_1,ring_p_m3,0.4868393676343071
cavity_1_2_2,cavity_2_1_2,0.48579966944321706
membrane_0_1,membrane_0_2,0.4840147155039132
membrane_1_1,ring_p_2,0.4804282106448269
membrane_1_1,ring_p_m2,0.4804282106448269
cavity_1_2_1,cavity_2_1_1,0.4764409807370077
cavity_1_1_2,cavity_1_2_2,0.47179950856063
membrane_2_1,ring_p_3,0.4662314394958338
membrane_2_1,ring_p_m3,0.4662314394958338
membrane_0_3,membrane_1_1,0.4633133574007329
membrane_0_1,membrane_1_2,0.4535097349513256
membrane_3_1,ring_p_3,0.4492152175814498
membrane_3_1,ring_p_m3,0.4492152175814498
cavity_1_1_1,cavity_1_2_1,0.4411998274250113
membrane_0_2,ring_p_2,0.43880100214343615
membrane_0_2,ring_p_m2,0.43880100214343615
membrane_0_1,membrane_2_2,0.4362541180365672
membrane_2_1,ring_p_2,0.4305088978509625
membrane_2_1,ring_p_m2,0.4305088978509625
membrane_1_2,ring_p_2,0.4108737692378303
membrane_1_2,ring_p_m2,0.4108737692378303
membrane_3_1,ring_p_2,0.4056794323943339
membrane_3_1,ring_p_m2,0.4056794323943339
membrane_2_2,ring_p_2,0.395405857440708
membrane_2_2,ring_p_m2,0.395405857440708
cavity_2_1_1,cavity_2_2_2,0.3947958526829419
cavity_1_2_2,cavity_2_2_1,0.39039277392065574
membrane_0_1,membrane_0_3,0.38971655585736237
cavity_1_2_1,cavity_2_1_2,0.3829167157010547
membrane_0_3,ring_p_2,0.38150117664872907
membrane_0_3,ring_p_m2,0.38150117664872907
cavity_1_1_2,cavity_2_1_1,0.3755982052275592
cavity_1_1_1,cavity_1_2_2,0.35541169404186457
ring_p_1,ring_p_2,0.32604403195547704
ring_p_1,ring_p_m2,0.32604403195547704
