variant_id,i,j,base_distance,abs_K,phi_ij,cos_phi,sin_phi,distance_like_D,magnitude_edge_at_tau
phase_random_high,1,7,6,0.049787068368,-0.568646881304,0.842630390423,-0.538492363118,6.0,False
phase_random_high,1,8,5,0.082084998624,0.416876391183,0.914358167918,0.404906335789,5.0,False
phase_random_high,1,9,4,0.135335283237,1.252388470295,0.313054843553,0.949735049857,4.0,False
phase_random_high,1,10,3,0.223130160148,-2.359450621847,-0.709405461383,-0.704800603973,3.0,False
phase_random_high,1,11,2,0.367879441171,1.053665730561,0.494387972114,0.869241354878,2.0,True
phase_random_high,2,3,1,0.606530659713,-1.53648688098,0.034302715052,-0.999411488697,1.0,True
phase_random_high,2,4,2,0.367879441171,1.740495187709,-0.168885543305,0.985635669638,2.0,True
phase_random_high,2,5,3,0.223130160148,-2.31073968888,-0.674246085227,-0.738506747807,3.0,False
phase_random_high,2,6,4,0.135335283237,-1.388614545804,0.181175677084,-0.983450748148,4.0,False
phase_random_high,2,7,5,0.082084998624,-1.077059362091,0.473919841128,-0.88056798953,5.0,False
phase_random_high,2,8,6,0.049787068368,-0.149702154083,0.988815543615,-0.149143624421,6.0,False
phase_random_high,2,9,5,0.082084998624,1.006316072724,0.534976772226,0.844866766525,5.0,False
phase_random_high,2,10,4,0.135335283237,0.763143652197,0.722666703283,0.691196669528,4.0,False
phase_random_high,2,11,3,0.223130160148,-0.697417030033,0.766503628962,-0.642239976012,3.0,False
phase_random_high,3,4,1,0.606530659713,-1.804886566119,-0.231958133973,-0.972725770237,1.0,True
phase_random_high,3,5,2,0.367879441171,-2.332667502671,-0.690276533917,-0.723545649371,2.0,True
phase_random_high,3,6,3,0.223130160148,-2.178671694405,-0.571124717705,-0.82086329972,3.0,False
phase_random_high,3,7,4,0.135335283237,-1.311146680032,0.256741958264,-0.966479987825,4.0,False
phase_random_high,3,8,5,0.082084998624,1.249959023474,0.315361248223,0.948971697744,5.0,False
phase_random_high,3,9,6,0.049787068368,1.772828378904,-0.200660465605,0.979660848224,6.0,False
phase_random_high,3,10,5,0.082084998624,2.217741898905,-0.60275200591,0.79792858037,5.0,False
phase_random_high,3,11,4,0.135335283237,0.336033738132,0.94406994386,0.329745266986,4.0,False
phase_random_high,4,5,1,0.606530659713,-2.147059635769,-0.544894515602,-0.838504601577,1.0,True
phase_random_high,4,6,2,0.367879441171,1.403326457402,0.166688152028,0.986009665254,2.0,True
phase_random_high,4,7,3,0.223130160148,1.381591031213,0.188078432317,0.982154012005,3.0,False
phase_random_high,4,8,4,0.135335283237,1.895608950224,-0.319131212709,0.947710540764,4.0,False
phase_random_high,4,9,5,0.082084998624,1.55206017215,0.018735058464,0.999824483389,5.0,False
phase_random_high,4,10,6,0.049787068368,-1.106021705659,0.44822134157,-0.893922607926,6.0,False
phase_random_high,4,11,5,0.082084998624,0.495383148832,0.879786637427,0.475368775378,5.0,False
phase_random_high,5,6,1,0.606530659713,-1.367858822594,0.201547419192,-0.979478758226,1.0,True
phase_random_high,5,7,2,0.367879441171,0.173483462527,0.98498944794,0.172614563254,2.0,True
phase_random_high,5,8,3,0.223130160148,2.222503385796,-0.606544485318,0.795049550236,3.0,False
phase_random_high,5,9,4,0.135335283237,1.667001100964,-0.096056441216,0.995375888849,4.0,False
phase_random_high,5,10,5,0.082084998624,1.423755377284,0.146511658963,0.989208943443,5.0,False
phase_random_high,5,11,6,0.049787068368,0.456657493124,0.89753138886,0.440950570939,6.0,False
phase_random_high,6,7,1,0.606530659713,2.328542008124,-0.68728568461,0.726387216112,1.0,True
phase_random_high,6,8,2,0.367879441171,-1.182263541789,0.37883096595,-0.925465882265,2.0,True
phase_random_high,6,9,3,0.223130160148,-1.423992923579,0.146276671913,-0.989243718835,3.0,False
phase_random_high,6,10,4,0.135335283237,-0.950831033793,0.581006912909,-0.813898622159,4.0,False
phase_random_high,6,11,5,0.082084998624,-0.156681165419,0.987750596196,-0.156040891165,5.0,False
phase_random_high,7,8,1,0.606530659713,1.308666765258,0.259137954329,0.965840318389,1.0,True
phase_random_high,7,9,2,0.367879441171,0.187690922711,0.982437706572,0.186590869832,2.0,True
phase_random_high,7,10,3,0.223130160148,-1.253281989361,0.312206112323,-0.950014391169,3.0,False
phase_random_high,7,11,4,0.135335283237,1.021772473642,0.521854790914,0.853034335299,4.0,False
phase_random_high,8,9,1,0.606530659713,1.16074940016,0.398652364939,0.917102116412,1.0,True
phase_random_high,8,10,2,0.367879441171,1.432634197767,0.137722990761,0.990470785948,2.0,True
phase_random_high,8,11,3,0.223130160148,-1.013418981807,0.528962315772,-0.848645313717,3.0,False
phase_random_high,9,10,1,0.606530659713,0.929744148576,0.598039058321,0.801466957973,1.0,True
phase_random_high,9,11,2,0.367879441171,1.511247328462,0.059513810289,0.998227482283,2.0,True
phase_random_high,10,11,1,0.606530659713,-1.047580087535,0.499668677238,-0.866216608584,1.0,True
phase_vortex_like,0,1,1,0.606530659713,-0.948598775598,0.582822295698,-0.812599637975,1.0,True
phase_vortex_like,0,2,2,0.367879441171,-1.783319144413,-0.210926627469,-0.977501896584,2.0,True
phase_vortex_like,0,3,3,0.223130160148,-2.420796326795,-0.75128040514,-0.659983145885,3.0,False
phase_vortex_like,0,4,4,0.135335283237,-2.83051669561,-0.952004788423,-0.306083130569,4.0,False
phase_vortex_like,0,5,5,0.082084998624,-3.042993877991,-0.995143077441,-0.098439094979,5.0,False
phase_vortex_like,0,6,6,0.049787068368,-3.14159265359,-1.0,0.0,6.0,False
phase_vortex_like,0,7,5,0.082084998624,3.042993877991,-0.995143077441,0.098439094979,5.0,False
phase_vortex_like,0,8,4,0.135335283237,2.83051669561,-0.952004788423,0.306083130569,4.0,False
phase_vortex_like,0,9,3,0.223130160148,2.420796326795,-0.75128040514,0.659983145885,3.0,False
phase_vortex_like,0,10,2,0.367879441171,1.783319144413,-0.210926627469,0.977501896584,2.0,True
phase_vortex_like,0,11,1,0.606530659713,0.948598775598,0.582822295698,0.812599637975,1.0,True
phase_vortex_like,1,2,1,0.606530659713,-0.948598775598,0.582822295698,-0.812599637975,1.0,True
phase_vortex_like,1,3,2,0.367879441171,-1.783319144413,-0.210926627469,-0.977501896584,2.0,True
phase_vortex_like,1,4,3,0.223130160148,-2.420796326795,-0.75128040514,-0.659983145885,3.0,False
phase_vortex_like,1,5,4,0.135335283237,-2.83051669561,-0.952004788423,-0.306083130569,4.0,False
phase_vortex_like,1,6,5,0.082084998624,-3.042993877991,-0.995143077441,-0.098439094979,5.0,False
phase_vortex_like,1,7,6,0.049787068368,-3.14159265359,-1.0,0.0,6.0,False
phase_vortex_like,1,8,5,0.082084998624,3.042993877991,-0.995143077441,0.098439094979,5.0,False
phase_vortex_like,1,9,4,0.135335283237,2.83051669561,-0.952004788423,0.306083130569,4.0,False
phase_vortex_like,1,10,3,0.223130160148,2.420796326795,-0.75128040514,0.659983145885,3.0,False
phase_vortex_like,1,11,2,0.367879441171,1.783319144413,-0.210926627469,0.977501896584,2.0,True
phase_vortex_like,2,3,1,0.606530659713,-0.948598775598,0.582822295698,-0.812599637975,1.0,True
phase_vortex_like,2,4,2,0.367879441171,-1.783319144413,-0.210926627469,-0.977501896584,2.0,True
phase_vortex_like,2,5,3,0.223130160148,-2.420796326795,-0.75128040514,-0.659983145885,3.0,False
phase_vortex_like,2,6,4,0.135335283237,-2.83051669561,-0.952004788423,-0.306083130569,4.0,False
phase_vortex_like,2,7,5,0.082084998624,-3.042993877991,-0.995143077441,-0.098439094979,5.0,False
phase_vortex_like,2,8,6,0.049787068368,-3.14159265359,-1.0,0.0,6.0,False
phase_vortex_like,2,9,5,0.082084998624,3.042993877991,-0.995143077441,0.098439094979,5.0,False
phase_vortex_like,2,10,4,0.135335283237,2.83051669561,-0.952004788423,0.306083130569,4.0,False
phase_vortex_like,2,11,3,0.223130160148,2.420796326795,-0.75128040514,0.659983145885,3.0,False
phase_vortex_like,3,4,1,0.606530659713,-0.948598775598,0.582822295698,-0.812599637975,1.0,True
phase_vortex_like,3,5,2,0.367879441171,-1.783319144413,-0.210926627469,-0.977501896584,2.0,True
phase_vortex_like,3,6,3,0.223130160148,-2.420796326795,-0.75128040514,-0.659983145885,3.0,False
phase_vortex_like,3,7,4,0.135335283237,-2.83051669561,-0.952004788423,-0.306083130569,4.0,False
phase_vortex_like,3,8,5,0.082084998624,-3.042993877991,-0.995143077441,-0.098439094979,5.0,False
