variant_id,mean_abs_K,mean_distance,std_distance,distance_matrix_max_abs_diff_vs_phase_zero,distance_rank_order_changed_vs_phase_zero,magnitude_graph_edge_count_at_tau,magnitude_graph_edge_jaccard_vs_phase_zero,mean_node_interference,std_node_interference,mean_abs_closure,max_abs_closure,mean_cos_phase,mean_abs_sin_phase,hermitian_check_passed
phase_zero,0.261791650378,3.272727272727,1.600619714696,0.0,False,24,1.0,2.879708154154,0.0,0.0,0.0,1.0,0.0,True
phase_linear_gradient,0.261791650378,3.272727272727,1.600619714696,0.0,False,24,1.0,1.103476752661,0.350384990764,0.0,0.0,-0.063110018477,0.671297423888,True
phase_random_low,0.261791650378,3.272727272727,1.600619714696,0.0,False,24,1.0,2.827919705346,0.014926580607,0.316292951989,1.000060741911,0.977956114545,0.181826787427,True
phase_random_high,0.261791650378,3.272727272727,1.600619714696,0.0,False,24,1.0,0.999396001369,0.501931356951,1.518731401775,3.126654024293,0.28302493528,0.775858080908,True
phase_vortex_like,0.261791650378,3.272727272727,1.600619714696,0.0,False,24,1.0,0.254297970924,0.0,1.038188679196,2.20836477965,-0.513915018687,0.519019437453,True
