database_path,table_name,column_id,column_name,declared_type,not_null,default_value,primary_key
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_quantity_kind,1,quantity_kind,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_quantity_kind,2,german_label,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_quantity_kind,3,dimension_vector,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_quantity_kind,4,dimension_status,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_record_lineage,0,record_lineage_id,TEXT,0,,1
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_record_lineage,1,lineage_id,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_record_lineage,2,lineage_mode,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_record_lineage,3,source_record_key,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_record_lineage,4,target_record_key,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_record_lineage,5,selection_predicate,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_record_lineage,6,membership_checksum,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_result_record,0,result_record_id,TEXT,0,,1
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_result_record,1,result_table_id,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_result_record,2,mart_id,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_result_record,3,source_result_key,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_result_record,4,result_class,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_result_record,5,comparability_status,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_result_record,6,formal_validation_status,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_result_record,7,physical_validation_status,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_result_record,8,evidence_class,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_result_table,0,result_table_id,TEXT,0,,1
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_result_table,1,mart_id,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_result_table,2,object_id,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_result_table,3,table_role,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_result_table,4,record_lineage_mode,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_result_table,5,status,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_source,0,source_id,TEXT,0,,1
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_source,1,mart_id,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_source,2,source_type,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_source,3,source_reference,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_source,4,source_record_id_status,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_transformation_rule,0,transformation_rule_id,TEXT,0,,1
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_transformation_rule,1,rule_name,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_transformation_rule,2,rule_type,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_transformation_rule,3,input_semantics,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_transformation_rule,4,output_semantics,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_transformation_rule,5,expression,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_transformation_rule,6,source_unit_id,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_transformation_rule,7,calculation_unit_id,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_transformation_rule,8,dimension_vector,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_unit,0,unit_id,TEXT,0,,1
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_unit,1,unit_symbol,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_unit,2,unit_name,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_unit,3,unit_system,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_unit,4,scale_to_coherent_si,REAL,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_unit,5,coherent_si_unit_id,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_unit,6,is_coherent_si,INTEGER,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_unit,7,unit_status,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_result,0,validation_result_id,TEXT,0,,1
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_result,1,validation_rule_id,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_result,2,run_id,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_result,3,object_id,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_result,4,field_id,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_result,5,record_id,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_result,6,status,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_result,7,observed_value,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_result,8,expected_value,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_result,9,severity,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_result,10,message,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_result,11,reviewer_type,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_result,12,human_review_state,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_rule,0,validation_rule_id,TEXT,0,,1
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_rule,1,validation_layer,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_rule,2,rule_name,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_rule,3,expected_condition,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_validation_rule,4,severity,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_vocabulary,0,vocabulary_id,TEXT,0,,1
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_vocabulary,1,vocabulary_name,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_vocabulary,2,namespace_owner,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_vocabulary,3,vocabulary_version,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_vocabulary,4,status,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_vocabulary_entry,0,vocabulary_entry_id,TEXT,0,,1
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_vocabulary_entry,1,vocabulary_id,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_vocabulary_entry,2,canonical_code,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_vocabulary_entry,3,english_label,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_vocabulary_entry,4,german_alias,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_vocabulary_entry,5,definition,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_vocabulary_entry,6,entry_status,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_vocabulary_entry,7,introduced_version,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_vocabulary_entry,8,deprecated_version,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_vocabulary_entry,9,replacement_code,TEXT,0,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_vocabulary_entry,10,human_review_status,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_work_package,0,work_package_id,TEXT,0,,1
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_work_package,1,mart_id,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_work_package,2,work_package_code,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_work_package,3,canonical_namespace,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_work_package,4,work_package_name,TEXT,1,,0
runs/QSB-META02/metadata_catalog_update/qsb_metadata_catalog_meta02.sqlite,meta_work_package,5,status,TEXT,1,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,qsb_view_metadata_registry,0,artifact_id,TEXT,0,,1
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,qsb_view_metadata_registry,1,artifact_kind,TEXT,1,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,qsb_view_metadata_registry,2,artifact_path,TEXT,1,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,qsb_view_metadata_registry,3,view_name,TEXT,1,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,qsb_view_metadata_registry,4,source_path,TEXT,1,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,qsb_view_metadata_registry,5,source_run_id,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,qsb_view_metadata_registry,6,source_block_id,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,qsb_view_metadata_registry,7,claim_boundary,TEXT,1,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,qsb_view_metadata_registry,8,evidence_class,TEXT,1,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,qsb_view_metadata_registry,9,allowed_use,TEXT,1,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,qsb_view_metadata_registry,10,blocked_use,TEXT,1,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,qsb_view_metadata_registry,11,created_by,TEXT,1,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,qsb_view_metadata_registry,12,created_at_utc,TEXT,0,"strftime('%Y-%m-%dT%H:%M:%SZ','now')",0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,qsb_view_metadata_registry,13,notes,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,0,run_id,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,1,case_id,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,2,phase_source_label,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,3,phase_exposure_mode,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,4,phase_construction_rule,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,5,phase_construction_inputs,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,6,phase_is_synthetic_diagnostic,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,7,phase_is_physical,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,8,phi_i,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,9,phi_j,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,10,delta_phi_raw,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,11,delta_phi_wrapped,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,12,wrapped_delta_phi_abs,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,13,normalized_angular_distance,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,14,cos_phi_i,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,15,sin_phi_i,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,16,cos_phi_j,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,17,sin_phi_j,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,18,cos_delta_phi,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,19,sin_delta_phi,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,20,cyclic_distance_cos_sin,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,21,angular_phase_distance,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,22,baseline_cyclic_phase_proxy_distance,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,23,exposed_phase_cyclic_distance,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,24,proxy_vs_exposed_phase_distance_delta,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,25,profile_distance_raw,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,26,control_overlap_rate,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,27,decoy_success_rate,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,28,cyclic_acceptance_distance_proxy,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,29,cyclic_acceptance_distance_exposed,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,30,current_false_accept_warning,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,31,false_accept_warning_proxy,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,32,false_accept_warning_exposed,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,33,exclusion_success_proxy,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,34,exclusion_success_exposed,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,35,stable_candidate_proxy,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,36,stable_candidate_exposed,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,37,fragile_candidate_proxy,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,38,fragile_candidate_exposed,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,39,spectrum_matched_null_intrusion_warning,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,40,adversarial_near_duplicate_intrusion_warning,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,41,local_response_dominant_warning,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,42,kernel_size_8_artifact_warning,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,43,remaining_intrusion_warning,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,44,exposed_phase_overstrictness_warning,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,45,mastermind_status,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,46,decision_status,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,47,warning_flags,TEXT,0,,0
runs/QSB-ST-COMP01D1K/deterministic_synthetic_phase_field_exposure_open/d1k_phase_view_sandbox.sqlite,st_comp01d1k_phase_exposed_case_profile_summary,48,interpretation_note,TEXT,0,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_alias,0,alias_id,TEXT,0,,1
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_alias,1,canonical_object_type,TEXT,1,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_alias,2,canonical_object_id,TEXT,1,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_alias,3,language_code,TEXT,1,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_alias,4,alias_text,TEXT,1,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_alias,5,presentation_scope,TEXT,1,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_claim,0,claim_id,TEXT,0,,1
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_claim,1,mart_id,TEXT,1,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_claim,2,claim_text,TEXT,1,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_claim,3,claim_scope,TEXT,1,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_claim,4,claim_status,TEXT,1,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_claim,5,boundary_statement,TEXT,1,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_claim_result_link,0,claim_result_link_id,TEXT,0,,1
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_claim_result_link,1,claim_id,TEXT,1,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_claim_result_link,2,result_record_id,TEXT,1,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_claim_result_link,3,relation_type,TEXT,1,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_claim_result_link,4,link_status,TEXT,1,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_etl_run,0,run_id,TEXT,0,,1
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_etl_run,1,work_package_id,TEXT,1,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_etl_run,2,runner_path,TEXT,1,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_etl_run,3,run_status,TEXT,1,,0
runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_074312.sqlite,meta_etl_run,4,execution_identity_note,TEXT,1,,0
