term,domain_guess,record_type,record_id,sample,notes
RAR,sparc_rar,artifact,b81e07f4759fba0d8eda1c2837032023427f9d14af50063a00d216de4f557a82,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/04_sparc_rar_dwh_etl_metadata_registration_summary.json summary_json sparc_rar,record_id used; global search view has no relative_path column
RAR,sparc_rar,artifact,6d76bbefde293b6c1972625e0c7cb5bafd09c65596d68f157ac578f766085f41,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/05_input_artifact_inventory.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
RAR,sparc_rar,artifact,4a08b0bc9f8596f058b6774c88850d1552586e641d535d96c2a591cdfbd4d36d,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/06_checksum_revalidation.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
RAR,sparc_rar,artifact,39d0d03a6e7a8c0d1aa5d65578d16a94ecb57e191836e8f72d111502c61edc36,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/07_existing_metadata_schema_discovery.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
RAR,sparc_rar,artifact,327d199f0499654c5aa78bb5219b034c895d5c7da2b4189ae8d44152f2d826b2,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/08_existing_metadata_schema_compatibility.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
RAR,sparc_rar,artifact,3a50daac930372dbfc286732a7a0ae205d2374f56cd244d60b31a8280400b39e,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/09_dwh_schema.sql sql_script sparc_rar,record_id used; global search view has no relative_path column
RAR,sparc_rar,artifact,e67f3b997c98fd1b02bdd3d6822cdff465623e0754c163f4a966c0adbc9cfbdc,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/10_dwh_table_inventory.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
RAR,sparc_rar,artifact,af8694c053f218bd3d37185b0eeb293bfc99b2b90fb55652059a31b2253edeb0,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/11_dwh_row_counts.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
RAR,sparc_rar,artifact,4201da422a80190b27e98f8e02da22629ae4164841b9fe6197b0cdd64b54dad2,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/12_source_file_registry.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
RAR,sparc_rar,artifact,adb6937d21306e083311f6cf532c535c8f6ef45c6533c7ffc3a8747505c0563a,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/13_artifact_registry.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
RAR,sparc_rar,artifact,af31311143fdef9ca460daa3aac42da92f91a7ca4e64cd004cb75c5772cfa0c4,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/14_staging_load_report.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
RAR,sparc_rar,artifact,75a678f6834f872fe0d274b1e2aa1a592ed02675e755182916d899d6bbc4d255,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/15_canonical_load_report.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
RAR,sparc_rar,artifact,e1feec117b31f1ccbd96ab313616e79dc99521cd0df6e97547383302ed20154f,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/16_metadata_field_registry.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
RAR,sparc_rar,artifact,a9537b2336c1f0b07c5b412e46570a85c2feb4be5dab0fd258aca2565abbca23,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/17_metadata_unit_registry.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
RAR,sparc_rar,artifact,36a8532d06b11245cffc309a600adb95025c104f7928bc569acc89df2269b042,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/18_metadata_alias_registry.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,e536e077a6f9726bda6c08d4048cebc8b2ba79fcd664e561413284b43ddb7bd3,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/00_git_status_short_before.txt text_note sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,676ede316aa9cac513e7010a40d864852da1c9d8965c7352d69f9df714963996,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/01_git_log_oneline_before.txt text_note sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,979c2d5c7bc326395527ec09ddb2306d0bba6ca72e9d76f3ce2796606175007b,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/02_dwh_etl_metadata_registration_scope.md markdown_note sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,b98c668c61dbfb466e5ecf64a13e99fcb95c62420ddd1404e70871c0853321b4,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/03_sparc_rar_dwh_etl_metadata_registration.py python_script sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,b81e07f4759fba0d8eda1c2837032023427f9d14af50063a00d216de4f557a82,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/04_sparc_rar_dwh_etl_metadata_registration_summary.json summary_json sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,6d76bbefde293b6c1972625e0c7cb5bafd09c65596d68f157ac578f766085f41,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/05_input_artifact_inventory.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,4a08b0bc9f8596f058b6774c88850d1552586e641d535d96c2a591cdfbd4d36d,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/06_checksum_revalidation.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,39d0d03a6e7a8c0d1aa5d65578d16a94ecb57e191836e8f72d111502c61edc36,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/07_existing_metadata_schema_discovery.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,327d199f0499654c5aa78bb5219b034c895d5c7da2b4189ae8d44152f2d826b2,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/08_existing_metadata_schema_compatibility.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,3a50daac930372dbfc286732a7a0ae205d2374f56cd244d60b31a8280400b39e,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/09_dwh_schema.sql sql_script sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,e67f3b997c98fd1b02bdd3d6822cdff465623e0754c163f4a966c0adbc9cfbdc,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/10_dwh_table_inventory.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,af8694c053f218bd3d37185b0eeb293bfc99b2b90fb55652059a31b2253edeb0,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/11_dwh_row_counts.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,4201da422a80190b27e98f8e02da22629ae4164841b9fe6197b0cdd64b54dad2,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/12_source_file_registry.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,adb6937d21306e083311f6cf532c535c8f6ef45c6533c7ffc3a8747505c0563a,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/13_artifact_registry.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,af31311143fdef9ca460daa3aac42da92f91a7ca4e64cd004cb75c5772cfa0c4,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/14_staging_load_report.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,75a678f6834f872fe0d274b1e2aa1a592ed02675e755182916d899d6bbc4d255,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/15_canonical_load_report.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,e1feec117b31f1ccbd96ab313616e79dc99521cd0df6e97547383302ed20154f,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/16_metadata_field_registry.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,a9537b2336c1f0b07c5b412e46570a85c2feb4be5dab0fd258aca2565abbca23,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/17_metadata_unit_registry.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,36a8532d06b11245cffc309a600adb95025c104f7928bc569acc89df2269b042,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/18_metadata_alias_registry.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,6e726ea43ad85488129e8509cd593d34086055dbaa0656871f85e864f71e6507,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/19_metadata_lineage_registry.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,cf57f80dd84bada2fffcd4a603a1bdd839ea6f5b7138d84bb230622dc8de4723,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/20_metadata_validation_registry.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,971bee3d7ffe42c4bca9c734ab5624ef029ec0ce6d1d7f5c0446443de72a92b3,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/21_metadata_claim_registry.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,90c936a1d43bb694c0d9658906ecd5bf5b2a9c065c09bd4db135a00f38d1fc67,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/22_dwh_view_inventory.csv table_csv sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,f428893d8d77fe097612914e8d291036a1b5864c0e4e2d3523369f96e14ae4b2,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/23_dwh_validation_report.md markdown_note sparc_rar,record_id used; global search view has no relative_path column
SPARC,sparc_rar,artifact,ffee7d4890727afaa73a905f0db01ca7cc5bc0e742e399699d859b90df204f3e,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/24_sample_dwh_queries.sql sql_script sparc_rar,record_id used; global search view has no relative_path column
MOND,unknown,json_key,80ee82a62ce5ad573117788efee819f873a4755e8c6e2d599c5b989b03f8ae68,data/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_manifest.json validation.adamantane.sigma_framework_label_counts.diamondoid_sigma_cage,record_id used; global search view has no relative_path column
MOND,unknown,json_key,9fb6d474a16111ab0dc77a83c32b6871f0d16bc5a31ac48f259e0a1db6d82be2,data/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_manifest.json validation.adamantane.specific_checks.sigma_framework_label_counts.diamondoid_sigma_cage,record_id used; global search view has no relative_path column
MOND,unknown,json_key,79d9b0199e90a3ff4cfd21971c5e69189330241a0a6b3bb51df167bfd1559738,data/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_manifest.json validation.adamantane.topology_class_counts.saturated_sp3_diamondoid_cage,record_id used; global search view has no relative_path column
MOND,unknown,markdown_document,03cd85f04082b380e4f27c7b392ba0c8912a82492cec04782d5e0b0cb1405fc5,QSB-BRIDGE-DATA-02B Carbon Bonding-Organization Plan # QSB-BRIDGE-DATA-02B Carbon Bonding-Organization Plan## 1. PurposeQSB-BRIDGE-DATA-02B extends the DATA-02A benzene/C60 sp2 contrast scaffold into a carbon bonding-organization ladder:```textethyne: linear sp carbon wirebenzene: planar sp2,record_id used; global search view has no relative_path column
MOND,unknown,markdown_document,98ef53921d491f4add730ddf21b9eebba839cb1f6e69d0d55651d6664aa17f52,QSB-BRIDGE-DATA-02B Result Note # QSB-BRIDGE-DATA-02B Result Note## 1. PurposeQSB-BRIDGE-DATA-02B creates a synthetic/reference-style carbon bonding-organization ladder:```textethyne: linear sp carbon wirebenzene: planar sp2 aromatic resonatorC60: curved sp2 fullerene cageadamantane: satur,record_id used; global search view has no relative_path column
MOND,unknown,markdown_document,d03ad156d541e373401a801b9385f7b18a4365e81eb2a961ec0ecfc7d6d062e7,QSB-BRIDGE-DATA-02C Control Ensembles Plan # QSB-BRIDGE-DATA-02C Control Ensembles Plan## 1. PurposeQSB-BRIDGE-DATA-02C instantiates synthetic/reference-style control ensembles for the DATA-02B carbon bonding-organization ladder:```textethyne linear sp carbon wirebenzene planar sp2 aromatic ,record_id used; global search view has no relative_path column
MOND,unknown,markdown_document,3d02a38d1120424becfc3608b1cf8cdd0e36b08abbb6f92abe15ebef4ce1ecee,"debroglie_bridge_structural_information_v1 # debroglie_bridge_structural_information_v1## 1. ProblemstellungDieses Dokument formuliert eine physikalische Arbeitslesart der de-Broglie-Brücke unter dem Gesichtspunkt **strukturierter Information**.Ausgangspunkt ist die Beobachtung, dass eine rein",record_id used; global search view has no relative_path column
MOND,unknown,markdown_document,1e68707fce6865bc7276a975103b16288862c95821a662e9aa73a8300c788171,RELATIONAL_BONDING_ARCHITECTURE_NOTE # RELATIONAL_BONDING_ARCHITECTURE_NOTE## Carbon-modification analogy and the idea of relational bonding architecture## 1. PurposeThis note records a new internal conceptual refinement motivated by the analogy to the many modifications of carbon:- diamond- ,record_id used; global search view has no relative_path column
MOND,unknown,json_key,c06fbddaa2173cc9c1b93cbe4d0b98e18094c4d0e0d1841a1e035e1073cda543,runs/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_open/summary.json validation.adamantane.sigma_framework_label_counts.diamondoid_sigma_cage,record_id used; global search view has no relative_path column
MOND,unknown,json_key,3695e5caede111956e3390257c45b345d0465958d11471ab4d5e8ecd40c101ae,runs/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_open/summary.json validation.adamantane.specific_checks.sigma_framework_label_counts.diamondoid_sigma_cage,record_id used; global search view has no relative_path column
MOND,unknown,json_key,a82affaa135a83ffd8954efa05007c375f77ff9fbad30914f45938a32c70165e,runs/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_open/summary.json validation.adamantane.topology_class_counts.saturated_sp3_diamondoid_cage,record_id used; global search view has no relative_path column
MOND,unknown,markdown_document,1941c7c5663597687a35c4ce620f0bcd3c17c651a0bae2e192bc83bb077cf51c,"Claim Boundary and No-Go # Claim Boundary and No-GoBefund: Dieser Run betrifft PostgreSQL-DWH-Migration, zentrale Backend-Auswahl, SPARC/RAR-DWH-ETL, Metadatenregistrierung und Suchfaehigkeit.Interpretation: Keine physikalische Auswertung wird ausgefuehrt.Hypothese: Keine.Offene Luecke: Post",record_id used; global search view has no relative_path column
MOND,unknown,markdown_document,7a9e556eedcb1453bfcb4c9e15dc585539ee038c171caf5fff222730474186b9,"Claim Boundary and No-Go # Claim Boundary and No-GoBefund: PostgreSQL-DWH-Artefakt-Staging, generische Artefaktregistrierung, CSV/JSON/Markdown/SQLite-Staging, globale Suche und Metadata-Server-Readiness.Interpretation: Keine physikalische Auswertung wurde ausgefuehrt.Hypothese: Keine.Offene",record_id used; global search view has no relative_path column
MOND,metadata,markdown_document,c2718d757320e422cab54be52c204eb37a4241c274cf3751c51edf10551a54d2,"Claim Boundary and No-Go # Claim Boundary and No-GoBefund: Migration, Registrierung, Suchviews und read-only Server-Readiness.Interpretation: Keine Residualanalyse, keine RBCI_v1-Auswertung, kein QSB-Zusatzobservable.Claim Boundary: Keine Claims zu Dunkler Materie, RAR-Erklaerung, MOND, Lambda",record_id used; global search view has no relative_path column
MOND,sparc_rar,markdown_document,b8974560147db6699ef0b417d88703b2d5b8d14b638b472ccef6707249deac69,"Claim Boundary and No-Go # Claim Boundary and No-GoBefund: Dieser Run fuehrt ETL, DWH-Aufbau, Metadatenregistrierung, Checksum-Revalidierung und Such-Views aus.Interpretation: Die Baseline-Artefakte werden registriert und SQL-faehig gemacht.Hypothese: Keine neue physikalische Hypothese wird au",record_id used; global search view has no relative_path column
MOND,sparc_rar,markdown_document,5f312101873fe223ae5ceceb2e6499c33c6a0d9025ef59209fffffbc6bb6fba2,QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION # QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION## PurposeParse the registered SPARC/RAR MRT input files and produce standard baseline-only profiles and readouts. This run does not evaluate RBCI_v1 or any QSB Zusatzobservable.,record_id used; global search view has no relative_path column
MOND,sparc_rar,markdown_document,a1038d2081ca0e4aad20d35bfbec00286fec1dcc430e1c7420e9621cf1db08e4,Claim Boundary and No-Go # Claim Boundary and No-GoAllowed:- `standard_rar_baseline_reproduction_only`- `sparc_data_parser_and_profile`- `checksum_revalidation`- `unit_conversion_review`- `no_qsb_detection_claim`- `no_dark_matter_claim`- `no_mond_claim`- `no_lambdacdm_refutation_claim`- ,record_id used; global search view has no relative_path column
MOND,sparc_rar,markdown_document,842faabf40dd9b9010b4381fb6c3d1a2360d7483ab2cf37c943a03da1a884317,QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION # QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION## PurposeThis run parses the registered SPARC/RAR MRT files and writes baseline-only data products.## Results- Direct RAR rows parsed: `2693`- MassModels rows parsed: `3392`,record_id used; global search view has no relative_path column
MOND,sparc_rar,markdown_document,08375e3ada75ab0d0233ee24da7ee94d0ab79d35dc203324dff8ddc4d7f583ea,"QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT-REVIEW # QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT-REVIEW## PurposeReview the existing SPARC/RAR data contract for checksum consistency, raw data preservation, MRT structure readability, baseline-RAR readiness, RBCI_v1 formula-freeze readiness, a",record_id used; global search view has no relative_path column
MOND,sparc_rar,markdown_document,e0e1ca98c14ed37e8250252a5583a45f2d063255be2a99d88d32451cb4ff006f,Claim Boundary and No-Go # Claim Boundary and No-GoAllowed:- `sparc_rar_data_contract_review`- `checksum_review`- `raw_data_preservation_review`- `mrt_structure_review`- `baseline_rar_reproduction_readiness`- `rbci_v1_definition_readiness`- `methodological_preparation_only`- `no_qsb_detec,record_id used; global search view has no relative_path column
MOND,sparc_rar,markdown_document,07e80bb4e583344d7bda8fe8b92987631c50aa4685e7ed14541fc61e3e51e9b6,"Next Run Recommendation # Next Run RecommendationRecommended next run:`QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION`If approved, the next run may parse `RAR.mrt` / `MassModels_Lelli2016c.mrt`, reproduce the standard RAR baseline, and check baseline tolerances.The next run must n",record_id used; global search view has no relative_path column
MOND,sparc_rar,markdown_document,f10f4b8cae33b29aaef33b754573db140442ddc37427df00cf6bb9b837bc9fc5,QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT-REVIEW # QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT-REVIEW## PurposeThis review checks whether the SPARC/RAR data contract is consistent enough to allow a later baseline-RAR reproduction run.## Raw Data PreservationStatus: `preserved_and_check,record_id used; global search view has no relative_path column
MOND,sparc_rar,markdown_document,60719716b3e3b698c82058b355bd17b1a5b0b600acf715b255709f17ee9e26bd,"QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT # QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT## PurposeCreate a SPARC/RAR data contract: local file inventory, checksums, table/column profiling, source-reference registration, baseline feasibility, and RBCI_v1 formula feasibility. This is not a re",record_id used; global search view has no relative_path column
MOND,sparc_rar,markdown_document,293962369ca18bce58562cc68234403f4121ea8c7b39bcccd7c4bde98f501f6f,Claim Boundary and No-Go # Claim Boundary and No-GoAllowed:- `sparc_rar_data_contract`- `data_source_registration`- `file_inventory`- `checksum_lineage`- `column_profile`- `baseline_feasibility_assessment_only`- `rbci_v1_formula_feasibility_assessment_only`- `methodological_preparation_on,record_id used; global search view has no relative_path column
MOND,sparc_rar,markdown_document,59065801a4ae09e827bad333697fe849ec01e67c1c32fb02fde1c8004afd7652,"QSB-SPARC-RAR-RESIDUAL-SCOUT-01-PRECONTRACT # QSB-SPARC-RAR-RESIDUAL-SCOUT-01-PRECONTRACT## PurposeThis is a precontract run for a later SPARC/RAR residual scout. It defines the audit contract for baseline reproduction, exactly one candidate relational Zusatzobservable, null models, complexity p",record_id used; global search view has no relative_path column
LambdaCDM,sparc_rar,markdown_document,07e80bb4e583344d7bda8fe8b92987631c50aa4685e7ed14541fc61e3e51e9b6,"Next Run Recommendation # Next Run RecommendationRecommended next run:`QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION`If approved, the next run may parse `RAR.mrt` / `MassModels_Lelli2016c.mrt`, reproduce the standard RAR baseline, and check baseline tolerances.The next run must n",record_id used; global search view has no relative_path column
LambdaCDM,sparc_rar,markdown_document,f10f4b8cae33b29aaef33b754573db140442ddc37427df00cf6bb9b837bc9fc5,QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT-REVIEW # QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT-REVIEW## PurposeThis review checks whether the SPARC/RAR data contract is consistent enough to allow a later baseline-RAR reproduction run.## Raw Data PreservationStatus: `preserved_and_check,record_id used; global search view has no relative_path column
LambdaCDM,sparc_rar,markdown_document,60719716b3e3b698c82058b355bd17b1a5b0b600acf715b255709f17ee9e26bd,"QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT # QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT## PurposeCreate a SPARC/RAR data contract: local file inventory, checksums, table/column profiling, source-reference registration, baseline feasibility, and RBCI_v1 formula feasibility. This is not a re",record_id used; global search view has no relative_path column
LambdaCDM,sparc_rar,markdown_document,293962369ca18bce58562cc68234403f4121ea8c7b39bcccd7c4bde98f501f6f,Claim Boundary and No-Go # Claim Boundary and No-GoAllowed:- `sparc_rar_data_contract`- `data_source_registration`- `file_inventory`- `checksum_lineage`- `column_profile`- `baseline_feasibility_assessment_only`- `rbci_v1_formula_feasibility_assessment_only`- `methodological_preparation_on,record_id used; global search view has no relative_path column
LambdaCDM,sparc_rar,markdown_document,59065801a4ae09e827bad333697fe849ec01e67c1c32fb02fde1c8004afd7652,"QSB-SPARC-RAR-RESIDUAL-SCOUT-01-PRECONTRACT # QSB-SPARC-RAR-RESIDUAL-SCOUT-01-PRECONTRACT## PurposeThis is a precontract run for a later SPARC/RAR residual scout. It defines the audit contract for baseline reproduction, exactly one candidate relational Zusatzobservable, null models, complexity p",record_id used; global search view has no relative_path column
LambdaCDM,sparc_rar,markdown_document,80f4ccd1d1f2e5f6ec8539e33215a9814d5f2762c360edfebed26865a4b38fae,RBCI_v1 Definition Note # RBCI_v1 Definition NotePrimary observable candidate:`qsb_relational_baryonic_configuration_index_v1` (`RBCI_v1`)Selected candidate family:`enclosed-to-local baryonic contrast index`Working idea:`RBCI_v1` should measure whether a rotation-curve point sits in a lo,record_id used; global search view has no relative_path column
LambdaCDM,sparc_rar,markdown_document,406ad89f962469ad6cfa948b9bbffc4042076fb10dc6f1a1313b49f146cb531e,Claim Boundary and No-Go # Claim Boundary and No-GoAllowed:- `sparc_rar_residual_scout_precontract`- `observable_candidate_definition`- `methodological_preparation_only`- `no_qsb_detection_claim`- `no_dark_matter_claim`- `no_mond_claim`- `no_lambdacdm_refutation_claim`- `no_gravity_claim`,record_id used; global search view has no relative_path column
LambdaCDM,unknown,markdown_document,1941c7c5663597687a35c4ce620f0bcd3c17c651a0bae2e192bc83bb077cf51c,"Claim Boundary and No-Go # Claim Boundary and No-GoBefund: Dieser Run betrifft PostgreSQL-DWH-Migration, zentrale Backend-Auswahl, SPARC/RAR-DWH-ETL, Metadatenregistrierung und Suchfaehigkeit.Interpretation: Keine physikalische Auswertung wird ausgefuehrt.Hypothese: Keine.Offene Luecke: Post",record_id used; global search view has no relative_path column
