run_id,case_id,reference_mode,class_mode,top_k,branch_label_none,branch_label_quadratic,class_overlap_none_vs_quadratic,weighted_class_shift,identity_preserved_flag
config_m33_v0,P1__k0=-4__sk=0.3__t=5__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.3__t=10__nu=0.02,pruned,delta_p,1,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.3__t=10__nu=0.02,pruned,delta_p,3,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.3__t=10__nu=0.02,pruned,delta_p,5,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.3__t=10__nu=0.02,pruned,delta_p,10,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.3__t=10__nu=0.02,pruned,delta_p2,1,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.3__t=10__nu=0.02,pruned,delta_p2,3,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.3__t=10__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.3__t=10__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.5__t=2__nu=0.02,pruned,delta_p,1,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.5__t=2__nu=0.02,pruned,delta_p,3,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.5__t=2__nu=0.02,pruned,delta_p,5,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.5__t=2__nu=0.02,pruned,delta_p,10,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.5__t=2__nu=0.02,pruned,delta_p2,1,S3,S3,1.0,-5.551115123125783e-16,1
config_m33_v0,P1__k0=-4__sk=0.5__t=2__nu=0.02,pruned,delta_p2,3,S3,S3,1.0,-5.551115123125783e-16,1
config_m33_v0,P1__k0=-4__sk=0.5__t=2__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,-5.551115123125783e-16,1
config_m33_v0,P1__k0=-4__sk=0.5__t=2__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,-5.551115123125783e-16,1
config_m33_v0,P1__k0=-4__sk=0.5__t=5__nu=0.02,pruned,delta_p,1,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.5__t=5__nu=0.02,pruned,delta_p,3,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.5__t=5__nu=0.02,pruned,delta_p,5,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.5__t=5__nu=0.02,pruned,delta_p,10,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.5__t=5__nu=0.02,pruned,delta_p2,1,S3,S3,1.0,7.771561172376096e-16,1
config_m33_v0,P1__k0=-4__sk=0.5__t=5__nu=0.02,pruned,delta_p2,3,S3,S3,1.0,7.771561172376096e-16,1
config_m33_v0,P1__k0=-4__sk=0.5__t=5__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,7.771561172376096e-16,1
config_m33_v0,P1__k0=-4__sk=0.5__t=5__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,7.771561172376096e-16,1
config_m33_v0,P1__k0=-4__sk=0.5__t=10__nu=0.02,pruned,delta_p,1,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.5__t=10__nu=0.02,pruned,delta_p,3,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.5__t=10__nu=0.02,pruned,delta_p,5,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.5__t=10__nu=0.02,pruned,delta_p,10,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-4__sk=0.5__t=10__nu=0.02,pruned,delta_p2,1,S3,S3,1.0,-2.220446049250313e-16,1
config_m33_v0,P1__k0=-4__sk=0.5__t=10__nu=0.02,pruned,delta_p2,3,S3,S3,1.0,-2.220446049250313e-16,1
config_m33_v0,P1__k0=-4__sk=0.5__t=10__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,-2.220446049250313e-16,1
config_m33_v0,P1__k0=-4__sk=0.5__t=10__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,-2.220446049250313e-16,1
config_m33_v0,P1__k0=-4__sk=0.8__t=2__nu=0.02,pruned,delta_p,1,S3,S3,1.0,-8.325673483966511e-12,1
config_m33_v0,P1__k0=-4__sk=0.8__t=2__nu=0.02,pruned,delta_p,3,S3,S3,1.0,-8.325673483966511e-12,1
config_m33_v0,P1__k0=-4__sk=0.8__t=2__nu=0.02,pruned,delta_p,5,S3,S3,1.0,-8.325673483966511e-12,1
config_m33_v0,P1__k0=-4__sk=0.8__t=2__nu=0.02,pruned,delta_p,10,S3,S3,1.0,-8.325673483966511e-12,1
config_m33_v0,P1__k0=-4__sk=0.8__t=2__nu=0.02,pruned,delta_p2,1,S3,S3,1.0,-9.685249408031282e-07,1
config_m33_v0,P1__k0=-4__sk=0.8__t=2__nu=0.02,pruned,delta_p2,3,S3,S3,1.0,-9.685249408031282e-07,1
config_m33_v0,P1__k0=-4__sk=0.8__t=2__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,-9.685249408031282e-07,1
config_m33_v0,P1__k0=-4__sk=0.8__t=2__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,-9.685249408031282e-07,1
config_m33_v0,P1__k0=-4__sk=0.8__t=5__nu=0.02,pruned,delta_p,1,S3,S3,1.0,-6.098199722970321e-11,1
config_m33_v0,P1__k0=-4__sk=0.8__t=5__nu=0.02,pruned,delta_p,3,S3,S3,1.0,-6.098199722970321e-11,1
config_m33_v0,P1__k0=-4__sk=0.8__t=5__nu=0.02,pruned,delta_p,5,S3,S3,1.0,-6.098199722970321e-11,1
config_m33_v0,P1__k0=-4__sk=0.8__t=5__nu=0.02,pruned,delta_p,10,S3,S3,1.0,-6.098199722970321e-11,1
config_m33_v0,P1__k0=-4__sk=0.8__t=5__nu=0.02,pruned,delta_p2,1,S3,S3,1.0,1.8994904372737764e-06,1
config_m33_v0,P1__k0=-4__sk=0.8__t=5__nu=0.02,pruned,delta_p2,3,S3,S3,1.0,1.8994904372737764e-06,1
config_m33_v0,P1__k0=-4__sk=0.8__t=5__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,1.8994904372737764e-06,1
config_m33_v0,P1__k0=-4__sk=0.8__t=5__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,1.8994904372737764e-06,1
config_m33_v0,P1__k0=-4__sk=0.8__t=10__nu=0.02,pruned,delta_p,1,S3,S3,1.0,-8.764100556390986e-13,1
config_m33_v0,P1__k0=-4__sk=0.8__t=10__nu=0.02,pruned,delta_p,3,S3,S3,1.0,-8.764100556390986e-13,1
config_m33_v0,P1__k0=-4__sk=0.8__t=10__nu=0.02,pruned,delta_p,5,S3,S3,1.0,-8.764100556390986e-13,1
config_m33_v0,P1__k0=-4__sk=0.8__t=10__nu=0.02,pruned,delta_p,10,S3,S3,1.0,-8.764100556390986e-13,1
config_m33_v0,P1__k0=-4__sk=0.8__t=10__nu=0.02,pruned,delta_p2,1,S3,S3,1.0,-7.216895218098429e-07,1
config_m33_v0,P1__k0=-4__sk=0.8__t=10__nu=0.02,pruned,delta_p2,3,S3,S3,1.0,-7.216895218098429e-07,1
config_m33_v0,P1__k0=-4__sk=0.8__t=10__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,-7.216895218098429e-07,1
config_m33_v0,P1__k0=-4__sk=0.8__t=10__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,-7.216895218098429e-07,1
config_m33_v0,P1__k0=-4__sk=1__t=2__nu=0.02,pruned,delta_p,1,S3,S3,1.0,-5.223414900612511e-08,1
config_m33_v0,P1__k0=-4__sk=1__t=2__nu=0.02,pruned,delta_p,3,S3,S3,1.0,-5.223414900612511e-08,1
config_m33_v0,P1__k0=-4__sk=1__t=2__nu=0.02,pruned,delta_p,5,S3,S3,1.0,-5.223414900612511e-08,1
config_m33_v0,P1__k0=-4__sk=1__t=2__nu=0.02,pruned,delta_p,10,S3,S3,1.0,-5.223414900612511e-08,1
config_m33_v0,P1__k0=-4__sk=1__t=2__nu=0.02,pruned,delta_p2,1,S3,S3,1.0,-0.00014456814237862048,1
config_m33_v0,P1__k0=-4__sk=1__t=2__nu=0.02,pruned,delta_p2,3,S3,S3,1.0,-0.00014456814237862048,1
config_m33_v0,P1__k0=-4__sk=1__t=2__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,-0.00014456814237862048,1
config_m33_v0,P1__k0=-4__sk=1__t=2__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,-0.00014456814237862048,1
config_m33_v0,P1__k0=-4__sk=1__t=5__nu=0.02,pruned,delta_p,1,S3,S3,1.0,-3.8671860203010056e-07,1
config_m33_v0,P1__k0=-4__sk=1__t=5__nu=0.02,pruned,delta_p,3,S3,S3,1.0,-3.8671860203010056e-07,1
config_m33_v0,P1__k0=-4__sk=1__t=5__nu=0.02,pruned,delta_p,5,S3,S3,1.0,-3.8671860203010056e-07,1
config_m33_v0,P1__k0=-4__sk=1__t=5__nu=0.02,pruned,delta_p,10,S3,S3,1.0,-3.8671860203010056e-07,1
config_m33_v0,P1__k0=-4__sk=1__t=5__nu=0.02,pruned,delta_p2,1,S3,S3,1.0,0.00026970449919239137,1
config_m33_v0,P1__k0=-4__sk=1__t=5__nu=0.02,pruned,delta_p2,3,S3,S3,1.0,0.00026970449919239137,1
config_m33_v0,P1__k0=-4__sk=1__t=5__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,0.00026970449919239137,1
config_m33_v0,P1__k0=-4__sk=1__t=5__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,0.00026970449919239137,1
config_m33_v0,P1__k0=-4__sk=1__t=10__nu=0.02,pruned,delta_p,1,S3,S3,1.0,-4.816440468680128e-09,1
config_m33_v0,P1__k0=-4__sk=1__t=10__nu=0.02,pruned,delta_p,3,S3,S3,1.0,-4.816440468680128e-09,1
config_m33_v0,P1__k0=-4__sk=1__t=10__nu=0.02,pruned,delta_p,5,S3,S3,1.0,-4.816440468680128e-09,1
config_m33_v0,P1__k0=-4__sk=1__t=10__nu=0.02,pruned,delta_p,10,S3,S3,1.0,-4.816440468680128e-09,1
config_m33_v0,P1__k0=-4__sk=1__t=10__nu=0.02,pruned,delta_p2,1,S3,S3,1.0,-0.0001160907609314421,1
config_m33_v0,P1__k0=-4__sk=1__t=10__nu=0.02,pruned,delta_p2,3,S3,S3,1.0,-0.0001160907609314421,1
config_m33_v0,P1__k0=-4__sk=1__t=10__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,-0.0001160907609314421,1
config_m33_v0,P1__k0=-4__sk=1__t=10__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,-0.0001160907609314421,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=2__nu=0.02,pruned,delta_p,1,S3,S3,1.0,2.220446049250313e-16,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=2__nu=0.02,pruned,delta_p,3,S3,S3,1.0,2.220446049250313e-16,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=2__nu=0.02,pruned,delta_p,5,S3,S3,1.0,2.220446049250313e-16,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=2__nu=0.02,pruned,delta_p,10,S3,S3,1.0,2.220446049250313e-16,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=2__nu=0.02,pruned,delta_p2,1,S3,S3,1.0,3.6959224569699245e-10,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=2__nu=0.02,pruned,delta_p2,3,S3,S3,1.0,3.6959224569699245e-10,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=2__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,3.6959224569699245e-10,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=2__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,3.6959224569699245e-10,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=5__nu=0.02,pruned,delta_p,1,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=5__nu=0.02,pruned,delta_p,3,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=5__nu=0.02,pruned,delta_p,5,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=5__nu=0.02,pruned,delta_p,10,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=5__nu=0.02,pruned,delta_p2,1,S3,S3,1.0,-1.7373660701203164e-06,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=5__nu=0.02,pruned,delta_p2,3,S3,S3,1.0,-1.7373660701203164e-06,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=5__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,-1.7373660701203164e-06,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=5__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,-1.7373660701203164e-06,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=10__nu=0.02,pruned,delta_p,1,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=10__nu=0.02,pruned,delta_p,3,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=10__nu=0.02,pruned,delta_p,5,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=10__nu=0.02,pruned,delta_p,10,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=10__nu=0.02,pruned,delta_p2,1,S3,S3,1.0,-4.85115639881073e-08,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=10__nu=0.02,pruned,delta_p2,3,S3,S3,0.6666666666666666,-4.85115639881073e-08,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=10__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,-4.85115639881073e-08,1
config_m33_v0,P1__k0=-1.5__sk=0.3__t=10__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,-4.85115639881073e-08,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=2__nu=0.02,pruned,delta_p,1,S3,S3,1.0,-8.058997913451549e-12,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=2__nu=0.02,pruned,delta_p,3,S3,S3,1.0,-8.058997913451549e-12,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=2__nu=0.02,pruned,delta_p,5,S3,S3,1.0,-8.058997913451549e-12,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=2__nu=0.02,pruned,delta_p,10,S3,S3,1.0,-8.058997913451549e-12,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=2__nu=0.02,pruned,delta_p2,1,S3,S3,1.0,3.980481202359165e-05,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=2__nu=0.02,pruned,delta_p2,3,S3,S3,1.0,3.980481202359165e-05,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=2__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,3.980481202359165e-05,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=2__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,3.980481202359165e-05,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=5__nu=0.02,pruned,delta_p,1,S3,S3,1.0,-1.8916127553225692e-09,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=5__nu=0.02,pruned,delta_p,3,S3,S3,1.0,-1.8916127553225692e-09,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=5__nu=0.02,pruned,delta_p,5,S3,S3,1.0,-1.8916127553225692e-09,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=5__nu=0.02,pruned,delta_p,10,S3,S3,1.0,-1.8916127553225692e-09,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=5__nu=0.02,pruned,delta_p2,1,S3,S3,1.0,-0.04915465957726406,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=5__nu=0.02,pruned,delta_p2,3,S3,S3,1.0,-0.04915465957726406,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=5__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,-0.04915465957726406,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=5__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,-0.04915465957726406,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=10__nu=0.02,pruned,delta_p,1,S3,S3,1.0,1.187383524836605e-12,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=10__nu=0.02,pruned,delta_p,3,S3,S3,1.0,1.187383524836605e-12,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=10__nu=0.02,pruned,delta_p,5,S3,S3,1.0,1.187383524836605e-12,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=10__nu=0.02,pruned,delta_p,10,S3,S3,1.0,1.187383524836605e-12,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=10__nu=0.02,pruned,delta_p2,1,S3,S3,1.0,-0.0020631565050096556,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=10__nu=0.02,pruned,delta_p2,3,S3,S3,0.6666666666666666,-0.0020631565050096556,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=10__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,-0.0020631565050096556,1
config_m33_v0,P1__k0=-1.5__sk=0.5__t=10__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,-0.0020631565050096556,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=2__nu=0.02,pruned,delta_p,1,S2,S2,1.0,-8.383854030791227e-06,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=2__nu=0.02,pruned,delta_p,3,S2,S2,1.0,-8.383854030791227e-06,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=2__nu=0.02,pruned,delta_p,5,S2,S2,1.0,-8.383854030791227e-06,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=2__nu=0.02,pruned,delta_p,10,S2,S2,1.0,-8.383854030791227e-06,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=2__nu=0.02,pruned,delta_p2,1,S2,S2,1.0,0.015816388444803042,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=2__nu=0.02,pruned,delta_p2,3,S2,S2,1.0,0.015816388444803042,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=2__nu=0.02,pruned,delta_p2,5,S2,S2,1.0,0.015816388444803042,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=2__nu=0.02,pruned,delta_p2,10,S2,S2,1.0,0.015816388444803042,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=5__nu=0.02,pruned,delta_p,1,S2,S2,0.0,-0.000264221273164833,0
config_m33_v0,P1__k0=-1.5__sk=0.8__t=5__nu=0.02,pruned,delta_p,3,S2,S2,1.0,-0.000264221273164833,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=5__nu=0.02,pruned,delta_p,5,S2,S2,1.0,-0.000264221273164833,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=5__nu=0.02,pruned,delta_p,10,S2,S2,1.0,-0.000264221273164833,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=5__nu=0.02,pruned,delta_p2,1,S2,S2,0.0,-0.01014017278802748,0
config_m33_v0,P1__k0=-1.5__sk=0.8__t=5__nu=0.02,pruned,delta_p2,3,S2,S2,0.6666666666666666,-0.01014017278802748,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=5__nu=0.02,pruned,delta_p2,5,S2,S2,1.0,-0.01014017278802748,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=5__nu=0.02,pruned,delta_p2,10,S2,S2,1.0,-0.01014017278802748,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=10__nu=0.02,pruned,delta_p,1,S2,S2,1.0,4.94650343041414e-06,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=10__nu=0.02,pruned,delta_p,3,S2,S2,1.0,4.94650343041414e-06,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=10__nu=0.02,pruned,delta_p,5,S2,S2,1.0,4.94650343041414e-06,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=10__nu=0.02,pruned,delta_p,10,S2,S2,1.0,4.94650343041414e-06,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=10__nu=0.02,pruned,delta_p2,1,S2,S2,1.0,-0.060398537176604705,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=10__nu=0.02,pruned,delta_p2,3,S2,S2,0.6666666666666666,-0.060398537176604705,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=10__nu=0.02,pruned,delta_p2,5,S2,S2,1.0,-0.060398537176604705,1
config_m33_v0,P1__k0=-1.5__sk=0.8__t=10__nu=0.02,pruned,delta_p2,10,S2,S2,1.0,-0.060398537176604705,1
config_m33_v0,P1__k0=-1.5__sk=1__t=2__nu=0.02,pruned,delta_p,1,S2,S2,1.0,-0.0001307782245575373,1
config_m33_v0,P1__k0=-1.5__sk=1__t=2__nu=0.02,pruned,delta_p,3,S2,S2,1.0,-0.0001307782245575373,1
config_m33_v0,P1__k0=-1.5__sk=1__t=2__nu=0.02,pruned,delta_p,5,S2,S2,1.0,-0.0001307782245575373,1
config_m33_v0,P1__k0=-1.5__sk=1__t=2__nu=0.02,pruned,delta_p,10,S2,S2,1.0,-0.0001307782245575373,1
config_m33_v0,P1__k0=-1.5__sk=1__t=2__nu=0.02,pruned,delta_p2,1,S2,S2,1.0,0.038452449419777546,1
config_m33_v0,P1__k0=-1.5__sk=1__t=2__nu=0.02,pruned,delta_p2,3,S2,S2,1.0,0.038452449419777546,1
config_m33_v0,P1__k0=-1.5__sk=1__t=2__nu=0.02,pruned,delta_p2,5,S2,S2,1.0,0.038452449419777546,1
config_m33_v0,P1__k0=-1.5__sk=1__t=2__nu=0.02,pruned,delta_p2,10,S2,S2,1.0,0.038452449419777546,1
config_m33_v0,P1__k0=-1.5__sk=1__t=5__nu=0.02,pruned,delta_p,1,S2,S2,0.0,-0.003002532247721179,0
config_m33_v0,P1__k0=-1.5__sk=1__t=5__nu=0.02,pruned,delta_p,3,S2,S2,1.0,-0.003002532247721179,1
config_m33_v0,P1__k0=-1.5__sk=1__t=5__nu=0.02,pruned,delta_p,5,S2,S2,1.0,-0.003002532247721179,1
config_m33_v0,P1__k0=-1.5__sk=1__t=5__nu=0.02,pruned,delta_p,10,S2,S2,1.0,-0.003002532247721179,1
config_m33_v0,P1__k0=-1.5__sk=1__t=5__nu=0.02,pruned,delta_p2,1,S2,S2,0.0,0.07811783153999186,0
config_m33_v0,P1__k0=-1.5__sk=1__t=5__nu=0.02,pruned,delta_p2,3,S2,S2,0.6666666666666666,0.07811783153999186,1
config_m33_v0,P1__k0=-1.5__sk=1__t=5__nu=0.02,pruned,delta_p2,5,S2,S2,1.0,0.07811783153999186,1
config_m33_v0,P1__k0=-1.5__sk=1__t=5__nu=0.02,pruned,delta_p2,10,S2,S2,1.0,0.07811783153999186,1
config_m33_v0,P1__k0=-1.5__sk=1__t=10__nu=0.02,pruned,delta_p,1,S2,S2,1.0,0.00019300290252999286,1
config_m33_v0,P1__k0=-1.5__sk=1__t=10__nu=0.02,pruned,delta_p,3,S2,S2,1.0,0.00019300290252999286,1
config_m33_v0,P1__k0=-1.5__sk=1__t=10__nu=0.02,pruned,delta_p,5,S2,S2,1.0,0.00019300290252999286,1
config_m33_v0,P1__k0=-1.5__sk=1__t=10__nu=0.02,pruned,delta_p,10,S2,S2,1.0,0.00019300290252999286,1
config_m33_v0,P1__k0=-1.5__sk=1__t=10__nu=0.02,pruned,delta_p2,1,S2,S2,1.0,-0.10518046762727984,0
config_m33_v0,P1__k0=-1.5__sk=1__t=10__nu=0.02,pruned,delta_p2,3,S2,S2,0.6666666666666666,-0.10518046762727984,0
config_m33_v0,P1__k0=-1.5__sk=1__t=10__nu=0.02,pruned,delta_p2,5,S2,S2,1.0,-0.10518046762727984,0
config_m33_v0,P1__k0=-1.5__sk=1__t=10__nu=0.02,pruned,delta_p2,10,S2,S2,1.0,-0.10518046762727984,0
config_m33_v0,P1__k0=-1__sk=0.3__t=2__nu=0.02,pruned,delta_p,1,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1__sk=0.3__t=2__nu=0.02,pruned,delta_p,3,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1__sk=0.3__t=2__nu=0.02,pruned,delta_p,5,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1__sk=0.3__t=2__nu=0.02,pruned,delta_p,10,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1__sk=0.3__t=2__nu=0.02,pruned,delta_p2,1,S3,S3,0.0,-8.896439140926304e-12,0
config_m33_v0,P1__k0=-1__sk=0.3__t=2__nu=0.02,pruned,delta_p2,3,S3,S3,1.0,-8.896439140926304e-12,1
config_m33_v0,P1__k0=-1__sk=0.3__t=2__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,-8.896439140926304e-12,1
config_m33_v0,P1__k0=-1__sk=0.3__t=2__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,-8.896439140926304e-12,1
config_m33_v0,P1__k0=-1__sk=0.3__t=5__nu=0.02,pruned,delta_p,1,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1__sk=0.3__t=5__nu=0.02,pruned,delta_p,3,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1__sk=0.3__t=5__nu=0.02,pruned,delta_p,5,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1__sk=0.3__t=5__nu=0.02,pruned,delta_p,10,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1__sk=0.3__t=5__nu=0.02,pruned,delta_p2,1,S3,S3,0.0,-8.543998841759048e-11,0
config_m33_v0,P1__k0=-1__sk=0.3__t=5__nu=0.02,pruned,delta_p2,3,S3,S3,1.0,-8.543998841759048e-11,1
config_m33_v0,P1__k0=-1__sk=0.3__t=5__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,-8.543998841759048e-11,1
config_m33_v0,P1__k0=-1__sk=0.3__t=5__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,-8.543998841759048e-11,1
config_m33_v0,P1__k0=-1__sk=0.3__t=10__nu=0.02,pruned,delta_p,1,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1__sk=0.3__t=10__nu=0.02,pruned,delta_p,3,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1__sk=0.3__t=10__nu=0.02,pruned,delta_p,5,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1__sk=0.3__t=10__nu=0.02,pruned,delta_p,10,S3,S3,1.0,0.0,1
config_m33_v0,P1__k0=-1__sk=0.3__t=10__nu=0.02,pruned,delta_p2,1,S3,S3,1.0,-2.662647879958513e-12,1
config_m33_v0,P1__k0=-1__sk=0.3__t=10__nu=0.02,pruned,delta_p2,3,S3,S3,1.0,-2.662647879958513e-12,1
config_m33_v0,P1__k0=-1__sk=0.3__t=10__nu=0.02,pruned,delta_p2,5,S3,S3,1.0,-2.662647879958513e-12,1
config_m33_v0,P1__k0=-1__sk=0.3__t=10__nu=0.02,pruned,delta_p2,10,S3,S3,1.0,-2.662647879958513e-12,1
config_m33_v0,P1__k0=-1__sk=0.5__t=2__nu=0.02,pruned,delta_p,1,S3,S3,1.0,-5.4297011331527756e-11,1
