run_id,reference_mode,n_cases_S2,hard_preservation_rate,nearest_preservation_rate,soft_preservation_rate,mean_pair_overlap_top3,mean_weighted_pair_overlap_top3,mean_delta_p_shift,mean_delta_p2_shift,mean_x_width_delta,stable_reweighting_rate,major_migration_rate,hard_ambiguity_rate,S2_sensitivity_label
config_m33_v0,pruned,34,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.7352941176470588,0.611436880353991,-0.0027585976419900885,-0.009396520788207892,0.047008481685265655,0.17647058823529413,0.38235294117647056,1.0,major_migration
config_m33_v0,weighted,21,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.6984126984126983,0.5712208875226021,-0.0009287760843069915,-0.005017542013861519,0.048150528730160645,0.09523809523809523,0.42857142857142855,1.0,major_migration
