run_id,case_id,side,reference_mode,dist_to_S1,dist_to_S2,dist_to_S3,score_S1,score_S2,score_S3,best_branch,second_branch,best_score,second_score,score_margin,hard_assignment_flag
config_m33_v0,P0__k0=-4__sk=0.5__t=10__mode=none__nu=0,none,pruned,1.5858635849955671,2.5034171911034697,1.1505566127186768,0.33202468851233385,0.21033084889890305,0.45764446258876307,S3,S1,0.45764446258876307,0.33202468851233385,0.1256197740764292,0
config_m33_v0,P0__k0=-4__sk=0.5__t=10__mode=quadratic__nu=0.02,quadratic,pruned,1.5858635849955665,2.503417191103469,1.1505566127186742,0.3320246885123336,0.21033084889890283,0.45764446258876357,S3,S1,0.45764446258876357,0.3320246885123336,0.12561977407643,0
config_m33_v0,P0__k0=-4__sk=0.8__t=2__mode=none__nu=0,none,pruned,1.5859012903299736,2.503374892700654,1.1505185245325271,0.3320132053533531,0.2103321290124948,0.4576546656341521,S3,S1,0.4576546656341521,0.3320132053533531,0.12564146028079898,0
config_m33_v0,P0__k0=-4__sk=0.8__t=2__mode=quadratic__nu=0.02,quadratic,pruned,1.5859212407927326,2.5033525125460634,1.1504983724606603,0.33200712963441054,0.210332806292627,0.4576600640729625,S3,S1,0.4576600640729625,0.33200712963441054,0.12565293443855197,0
config_m33_v0,P0__k0=-4__sk=0.8__t=5__mode=none__nu=0,none,pruned,1.585907718317914,2.5033676820131316,1.15051203225398,0.3320112478604996,0.21033234728371208,0.45765640485578835,S3,S1,0.45765640485578835,0.3320112478604996,0.12564515699528872,0
config_m33_v0,P0__k0=-4__sk=0.8__t=5__mode=quadratic__nu=0.02,quadratic,pruned,1.5858685959413603,2.5034115704952584,1.1505515541316387,0.33202316287012895,0.21033101925720707,0.45764581787266395,S3,S1,0.45764581787266395,0.33202316287012895,0.125622655002535,0
config_m33_v0,P0__k0=-4__sk=0.8__t=10__mode=none__nu=0,none,pruned,1.5858667731259373,2.503413614706368,1.1505533927280427,0.3320237176325732,0.21033095718251849,0.4576453251849083,S3,S1,0.4576453251849083,0.3320237176325732,0.1256216075523351,0
config_m33_v0,P0__k0=-4__sk=0.8__t=10__mode=quadratic__nu=0.02,quadratic,pruned,1.5858816384483316,2.50339693843885,1.1505383762228438,0.3320191903522733,0.2103314618744394,0.4576493477732873,S3,S1,0.4576493477732873,0.3320191903522733,0.12563015742101402,0
config_m33_v0,P0__k0=-4__sk=1__t=2__mode=none__nu=0,none,pruned,1.5919289775658787,2.496629915089771,1.1444567135220607,0.3301831516588259,0.21053505927027327,0.4592817890709009,S3,S1,0.4592817890709009,0.3301831516588259,0.129098637412075,0
config_m33_v0,P0__k0=-4__sk=1__t=2__mode=quadratic__nu=0.02,quadratic,pruned,1.5949228436590903,2.49329223725692,1.1414654322100521,0.3292783281776283,0.21063456573739037,0.4600871060849813,S3,S1,0.4600871060849813,0.3292783281776283,0.130808777907353,0
config_m33_v0,P0__k0=-4__sk=1__t=5__mode=none__nu=0,none,pruned,1.59298225500761,2.4954558741118107,1.1434075870795617,0.32986516785998354,0.21057048714691518,0.4595643449931013,S3,S1,0.4595643449931013,0.32986516785998354,0.12969917713311774,0
config_m33_v0,P0__k0=-4__sk=1__t=5__mode=quadratic__nu=0.02,quadratic,pruned,1.5874346542808857,2.5016609520766866,1.1489931135065765,0.3315496084601952,0.2103855591491054,0.4580648323906994,S3,S1,0.4580648323906994,0.3315496084601952,0.12651522393050418,0
config_m33_v0,P0__k0=-4__sk=1__t=10__mode=none__nu=0,none,pruned,1.5864656555218495,2.502742963713388,1.1499529111471467,0.3318419681848509,0.21035155960499183,0.45780647221015724,S3,S1,0.45780647221015724,0.3318419681848509,0.12596450402530635,0
config_m33_v0,P0__k0=-4__sk=1__t=10__mode=quadratic__nu=0.02,quadratic,pruned,1.5888596529738426,2.5000612467928636,1.1475406267321526,0.3311141599266877,0.2104324164183616,0.4584534236549507,S3,S1,0.4584534236549507,0.3311141599266877,0.12733926372826299,0
config_m33_v0,P0__k0=-1.5__sk=0.3__t=2__mode=none__nu=0,none,pruned,1.5858659651690048,2.503414520947237,1.1505542083021576,0.33202396361569353,0.2103309297099947,0.4576451066743118,S3,S1,0.4576451066743118,0.33202396361569353,0.12562114305861827,0
config_m33_v0,P0__k0=-1.5__sk=0.3__t=2__mode=quadratic__nu=0.02,quadratic,pruned,1.5858659575562162,2.5034145294875008,1.1505542159924653,0.3320239659342119,0.21033092945152757,0.45764510461426056,S3,S1,0.45764510461426056,0.3320239659342119,0.12562113868004865,0
config_m33_v0,P0__k0=-1.5__sk=0.3__t=5__mode=none__nu=0,none,pruned,1.5858659651686462,2.503414520947638,1.1505542083025153,0.33202396361580205,0.21033092970998224,0.45764510667421565,S3,S1,0.45764510667421565,0.33202396361580205,0.1256211430584136,0
config_m33_v0,P0__k0=-1.5__sk=0.3__t=5__mode=quadratic__nu=0.02,quadratic,pruned,1.5859017514230191,2.5033743753887054,1.1505180584896066,0.3320130648914338,0.21033214464639274,0.4576547904621735,S3,S1,0.4576547904621735,0.3320130648914338,0.12564172557073972,0
config_m33_v0,P0__k0=-1.5__sk=0.3__t=10__mode=none__nu=0,none,pruned,1.5858647425915076,2.503415892473915,1.1505554433311485,0.3320243359590722,0.2103308882014019,0.45764477583952595,S3,S1,0.45764477583952595,0.3320243359590722,0.12562043988045374,0
config_m33_v0,P0__k0=-1.5__sk=0.3__t=10__mode=quadratic__nu=0.02,quadratic,pruned,1.585865741821512,2.5034147715055175,1.1505544339242018,0.3320240316374908,0.2103309221269773,0.45764504623553187,S3,S1,0.45764504623553187,0.3320240316374908,0.1256210145980411,0
config_m33_v0,P0__k0=-1.5__sk=0.5__t=2__mode=none__nu=0,none,pruned,1.68978202704807,2.391407842632967,1.052814543176071,0.3019670599122803,0.21337159709533865,0.484661342992381,S3,S1,0.484661342992381,0.3019670599122803,0.18269428308010072,0
config_m33_v0,P0__k0=-1.5__sk=0.5__t=2__mode=quadratic__nu=0.02,quadratic,pruned,1.6889183367904619,2.3923039086146876,1.0535684087830273,0.30220376930520654,0.2133497695161849,0.4844464611786085,S3,S1,0.4844464611786085,0.30220376930520654,0.18224269187340197,0
config_m33_v0,P0__k0=-1.5__sk=0.5__t=5__mode=none__nu=0,none,pruned,1.689112209553512,2.392102736744368,1.053399081886553,0.3021506132498081,0.2133546700204575,0.48449471672973443,S3,S1,0.48449471672973443,0.3021506132498081,0.18234410347992636,0
config_m33_v0,P0__k0=-1.5__sk=0.5__t=5__mode=quadratic__nu=0.02,quadratic,pruned,2.903455082160351,1.549472502316018,1.0591224481666008,0.17808764622746584,0.3337067812307868,0.48820557254174735,S3,S2,0.48820557254174735,0.3337067812307868,0.15449879131096056,0
config_m33_v0,P0__k0=-1.5__sk=0.5__t=10__mode=none__nu=0,none,pruned,1.635874667268458,2.4484166151695166,1.1017310635437185,0.31716249880072767,0.2119076035044004,0.47092989769487187,S3,S1,0.47092989769487187,0.31716249880072767,0.1537673988941442,0
config_m33_v0,P0__k0=-1.5__sk=0.5__t=10__mode=quadratic__nu=0.02,quadratic,pruned,1.6800066031560212,2.4015823373736134,1.0614025681003274,0.30465892847703413,0.21312157558717407,0.4822194959357918,S3,S1,0.4822194959357918,0.30465892847703413,0.17756056745875765,0
config_m33_v0,P0__k0=-1.5__sk=0.8__t=2__mode=none__nu=0,none,pruned,5.316671092337298,2.5081086359530027,3.321293418704503,0.21183854180968836,0.4490538548053328,0.33910760338497886,S2,S3,0.4490538548053328,0.33910760338497886,0.10994625142035391,0
config_m33_v0,P0__k0=-1.5__sk=0.8__t=2__mode=quadratic__nu=0.02,quadratic,pruned,4.877915130750315,2.15839465108596,2.8882234997536234,0.2020662578259953,0.45666442682898567,0.34126931534501903,S2,S3,0.45666442682898567,0.34126931534501903,0.11539511148396664,0
config_m33_v0,P0__k0=-1.5__sk=0.8__t=5__mode=none__nu=0,none,pruned,4.792097025062185,2.0925999503671955,2.801982261468615,0.19998907807088181,0.45797911141221426,0.3420318105169039,S2,S3,0.45797911141221426,0.3420318105169039,0.11594730089531036,0
config_m33_v0,P0__k0=-1.5__sk=0.8__t=5__mode=quadratic__nu=0.02,quadratic,pruned,5.065552497180031,2.2899762371878323,3.061569216513734,0.20548161499433973,0.454536554051033,0.33998183095462725,S2,S3,0.454536554051033,0.33998183095462725,0.11455472309640574,0
config_m33_v0,P0__k0=-1.5__sk=0.8__t=10__mode=none__nu=0,none,pruned,3.448083890341502,1.4726114193031319,1.509227246020296,0.17774162324816906,0.4161776959578007,0.4060806807940303,S2,S3,0.4161776959578007,0.4060806807940303,0.010097015163770373,0
config_m33_v0,P0__k0=-1.5__sk=0.8__t=10__mode=quadratic__nu=0.02,quadratic,pruned,5.1154405397296845,2.34541518834501,3.116985003217551,0.2073747190250855,0.4522922208581742,0.34033306011674025,S2,S3,0.4522922208581742,0.34033306011674025,0.11195916074143397,0
config_m33_v0,P0__k0=-1.5__sk=1__t=2__mode=none__nu=0,none,pruned,8.566484944658077,5.507719446958839,6.58131379434503,0.25926904795488737,0.4032566322897505,0.33747431975536213,S2,S3,0.4032566322897505,0.33747431975536213,0.06578231253438838,0
config_m33_v0,P0__k0=-1.5__sk=1__t=2__mode=quadratic__nu=0.02,quadratic,pruned,7.490955380835301,4.460613866504494,5.508976471204562,0.2475781970970261,0.41577174870027683,0.336650054202697,S2,S3,0.41577174870027683,0.336650054202697,0.07912169449757983,0
config_m33_v0,P0__k0=-1.5__sk=1__t=5__mode=none__nu=0,none,pruned,7.3136874804317085,4.2672237245113624,5.318855899527892,0.2445603223000272,0.4191572513452576,0.3362824263547151,S2,S3,0.4191572513452576,0.3362824263547151,0.0828748249905425,0
config_m33_v0,P0__k0=-1.5__sk=1__t=5__mode=quadratic__nu=0.02,quadratic,pruned,5.087520494294073,2.0819954729727823,3.0185118696139286,0.19496905794298186,0.47642230284985954,0.32860863920715855,S2,S3,0.47642230284985954,0.32860863920715855,0.147813663642701,0
config_m33_v0,P0__k0=-1.5__sk=1__t=10__mode=none__nu=0,none,pruned,5.3005604629290195,2.4317160790981722,3.2796395666447706,0.2085086815252539,0.4544991426935453,0.3369921757812008,S2,S3,0.4544991426935453,0.3369921757812008,0.11750696691234452,0
config_m33_v0,P0__k0=-1.5__sk=1__t=10__mode=quadratic__nu=0.02,quadratic,pruned,8.273183166482013,5.212434423101673,6.261265771916859,0.25585073228617045,0.4060866381264241,0.33806262958740546,S2,S3,0.4060866381264241,0.33806262958740546,0.06802400853901863,0
config_m33_v0,P0__k0=-1__sk=0.3__t=2__mode=none__nu=0,none,pruned,1.585863585444965,2.503417190599298,1.1505566122647222,0.33202468837546895,0.21033084891416418,0.45764446271036685,S3,S1,0.45764446271036685,0.33202468837546895,0.1256197743348979,0
config_m33_v0,P0__k0=-1__sk=0.3__t=2__mode=quadratic__nu=0.02,quadratic,pruned,1.5858635856282228,2.5034171903937104,1.150556612079606,0.3320246883196577,0.21033084892038703,0.45764446275995535,S3,S1,0.45764446275995535,0.3320246883196577,0.12561977444029765,0
config_m33_v0,P0__k0=-1__sk=0.3__t=5__mode=none__nu=0,none,pruned,1.5858635858416195,2.503417190154314,1.1505566118640314,0.33202468825466575,0.21033084892763196,0.4576444628177023,S3,S1,0.4576444628177023,0.33202468825466575,0.12561977456303658,0
config_m33_v0,P0__k0=-1__sk=0.3__t=5__mode=quadratic__nu=0.02,quadratic,pruned,1.5858635876015328,2.503417188179961,1.1505566100862226,0.33202468771867627,0.2103308489873886,0.45764446329393516,S3,S1,0.45764446329393516,0.33202468771867627,0.12561977557525889,0
config_m33_v0,P0__k0=-1__sk=0.3__t=10__mode=none__nu=0,none,pruned,1.585863585134747,2.503417190947326,1.1505566125780713,0.33202468846994454,0.21033084890362827,0.4576444626264273,S3,S1,0.4576444626264273,0.33202468846994454,0.12561977415648273,0
config_m33_v0,P0__k0=-1__sk=0.3__t=10__mode=quadratic__nu=0.02,quadratic,pruned,1.585863585189607,2.503417190885786,1.1505566125226638,0.3320246884532382,0.21033084890549156,0.45764446264127034,S3,S1,0.45764446264127034,0.3320246884532382,0.12561977418803216,0
config_m33_v0,P0__k0=-1__sk=0.5__t=2__mode=none__nu=0,none,pruned,1.5900227149377013,2.498721015217878,1.1464132257743949,0.3307656112003469,0.21047761316532304,0.45875677563433004,S3,S1,0.45875677563433004,0.3307656112003469,0.12799116443398312,0
config_m33_v0,P0__k0=-1__sk=0.5__t=2__mode=quadratic__nu=0.02,quadratic,pruned,1.5915131387406911,2.497050078156599,1.1449246245631315,0.3303146285191229,0.21052844551452055,0.45915692596635654,S3,S1,0.45915692596635654,0.3303146285191229,0.12884229744723363,0
config_m33_v0,P0__k0=-1__sk=0.5__t=5__mode=none__nu=0,none,pruned,1.5932122207282697,2.4951550408664254,1.1432224229885164,0.32980033628115357,0.21058488056925959,0.45961478314958687,S3,S1,0.45961478314958687,0.32980033628115357,0.1298144468684333,0
config_m33_v0,P0__k0=-1__sk=0.5__t=5__mode=quadratic__nu=0.02,quadratic,pruned,1.6049654952735657,2.4820796478128413,1.1316017018659743,0.3262712625061943,0.21097393832567643,0.4627547991681292,S3,S1,0.4627547991681292,0.3262712625061943,0.1364835366619349,0
config_m33_v0,P0__k0=-1__sk=0.5__t=10__mode=none__nu=0,none,pruned,1.5872261906612557,2.5018862980534102,1.149185173563889,0.3316103839133852,0.21037754072729467,0.4580120753593201,S3,S1,0.4580120753593201,0.3316103839133852,0.12640169144593488,0
config_m33_v0,P0__k0=-1__sk=0.5__t=10__mode=quadratic__nu=0.02,quadratic,pruned,1.5877250001552095,2.501323074741699,1.1486876558803023,0.3314592806426492,0.21039512722090298,0.4581455921364479,S3,S1,0.4581455921364479,0.3314592806426492,0.12668631149379872,0
config_m33_v0,P0__k0=-1__sk=0.8__t=2__mode=none__nu=0,none,pruned,2.9033384278960166,1.5092804972846197,1.1452691715217445,0.1831928583715653,0.35240027696241444,0.4644068646660203,S3,S2,0.4644068646660203,0.35240027696241444,0.11200658770360589,0
config_m33_v0,P0__k0=-1__sk=0.8__t=2__mode=quadratic__nu=0.02,quadratic,pruned,3.1481140990226373,1.4458519859390098,1.3292982846424943,0.18032331870001092,0.3926255158138302,0.42705116548615885,S3,S2,0.42705116548615885,0.3926255158138302,0.03442564967232864,0
config_m33_v0,P0__k0=-1__sk=0.8__t=5__mode=none__nu=0,none,pruned,3.412667567772707,1.429400262838048,1.537617480788913,0.17835060153898524,0.4258088718333685,0.39584052662764624,S2,S3,0.4258088718333685,0.39584052662764624,0.02996834520572228,0
config_m33_v0,P0__k0=-1__sk=0.8__t=5__mode=quadratic__nu=0.02,quadratic,pruned,3.7414018455979936,1.4937398838381466,1.7685535922760145,0.17792846390394762,0.4456611824920949,0.3764103536039574,S2,S3,0.4456611824920949,0.3764103536039574,0.0692508288881375,0
config_m33_v0,P0__k0=-1__sk=0.8__t=10__mode=none__nu=0,none,pruned,2.1060907945152323,2.006151748886655,0.8178715456109042,0.2162207139257079,0.2269920286062079,0.5567872574680841,S3,S2,0.5567872574680841,0.2269920286062079,0.3297952288618762,1
config_m33_v0,P0__k0=-1__sk=0.8__t=10__mode=quadratic__nu=0.02,quadratic,pruned,2.2457960982716285,1.8942621505845068,0.8095607135036522,0.20162629580499286,0.23904376078605277,0.5593299434089544,S3,S2,0.5593299434089544,0.23904376078605277,0.3202861826229016,1
config_m33_v0,P0__k0=-1__sk=1__t=2__mode=none__nu=0,none,pruned,6.353410358168149,3.3549758705290196,4.4445461761655185,0.23130948807906557,0.4380371585401743,0.3306533533807601,S2,S3,0.4380371585401743,0.3306533533807601,0.1073838051594142,0
config_m33_v0,P0__k0=-1__sk=1__t=2__mode=quadratic__nu=0.02,quadratic,pruned,6.811214606092159,3.7798926274304248,4.892689223712534,0.23843127599219122,0.42964357707165685,0.3319251469361519,S2,S3,0.42964357707165685,0.3319251469361519,0.09771843013550496,0
config_m33_v0,P0__k0=-1__sk=1__t=5__mode=none__nu=0,none,pruned,7.338645498762342,4.245656327394942,5.38179669879037,0.24437259790952232,0.42239967797674394,0.3332277241137338,S2,S3,0.42239967797674394,0.3332277241137338,0.08917195386301013,0
config_m33_v0,P0__k0=-1__sk=1__t=5__mode=quadratic__nu=0.02,quadratic,pruned,6.424580941115129,3.250390837146941,4.341927103673036,0.22440555814428367,0.44355025101547424,0.3320441908402421,S2,S3,0.44355025101547424,0.3320441908402421,0.11150606017523212,0
config_m33_v0,P0__k0=-1__sk=1__t=10__mode=none__nu=0,none,pruned,3.926424553968897,1.4242035380173053,1.9185253026034461,0.1723094785654382,0.4750445769570599,0.3526459444775019,S2,S3,0.4750445769570599,0.3526459444775019,0.12239863247955801,0
config_m33_v0,P0__k0=-1__sk=1__t=10__mode=quadratic__nu=0.02,quadratic,pruned,4.369769398897975,1.6693538869414044,2.3805926722907147,0.18337784056879658,0.48001737805580486,0.3366047813753986,S2,S3,0.48001737805580486,0.3366047813753986,0.14341259668040623,0
config_m33_v0,P0__k0=3.5__sk=0.3__t=2__mode=none__nu=0,none,pruned,1.5858635849955618,2.503417191103474,1.1505566127186788,0.332024688512335,0.21033084889890266,0.45764446258876235,S3,S1,0.45764446258876235,0.332024688512335,0.12561977407642733,0
config_m33_v0,P0__k0=3.5__sk=0.3__t=2__mode=quadratic__nu=0.02,quadratic,pruned,1.585863584995548,2.503417191103485,1.1505566127186873,0.33202468851233835,0.21033084889890205,0.45764446258875957,S3,S1,0.45764446258875957,0.33202468851233835,0.12561977407642122,0
config_m33_v0,P0__k0=3.5__sk=0.3__t=5__mode=none__nu=0,none,pruned,1.5858635849955687,2.503417191103469,1.1505566127186746,0.33202468851233335,0.21033084889890297,0.4576444625887637,S3,S1,0.4576444625887637,0.33202468851233335,0.12561977407643032,0
config_m33_v0,P0__k0=3.5__sk=0.3__t=5__mode=quadratic__nu=0.02,quadratic,pruned,1.5858635849955687,2.503417191103469,1.1505566127186746,0.33202468851233335,0.21033084889890297,0.4576444625887637,S3,S1,0.4576444625887637,0.33202468851233335,0.12561977407643032,0
config_m33_v0,P0__k0=3.5__sk=0.3__t=10__mode=none__nu=0,none,pruned,1.5858635849955618,2.503417191103474,1.1505566127186788,0.332024688512335,0.21033084889890266,0.45764446258876235,S3,S1,0.45764446258876235,0.332024688512335,0.12561977407642733,0
config_m33_v0,P0__k0=3.5__sk=0.3__t=10__mode=quadratic__nu=0.02,quadratic,pruned,1.5858635849955618,2.503417191103474,1.1505566127186788,0.332024688512335,0.21033084889890266,0.45764446258876235,S3,S1,0.45764446258876235,0.332024688512335,0.12561977407642733,0
config_m33_v0,P0__k0=3.5__sk=0.5__t=2__mode=none__nu=0,none,pruned,1.5858635850000187,2.503417191098474,1.1505566127141764,0.3320246885109776,0.21033084889905396,0.4576444625899684,S3,S1,0.4576444625899684,0.3320246885109776,0.12561977407899078,0
config_m33_v0,P0__k0=3.5__sk=0.5__t=2__mode=quadratic__nu=0.02,quadratic,pruned,1.5858635849988358,2.5034171910998024,1.1505566127153757,0.3320246885113385,0.2103308488990141,0.4576444625896474,S3,S1,0.4576444625896474,0.3320246885113385,0.12561977407830893,0
config_m33_v0,P0__k0=3.5__sk=0.5__t=5__mode=none__nu=0,none,pruned,1.5858635850007354,2.5034171910976695,1.1505566127134532,0.3320246885107594,0.21033084889907844,0.45764446259016217,S3,S1,0.45764446259016217,0.3320246885107594,0.12561977407940278,0
config_m33_v0,P0__k0=3.5__sk=0.5__t=5__mode=quadratic__nu=0.02,quadratic,pruned,1.5858635849982319,2.5034171911004792,1.1505566127159805,0.3320246885115217,0.21033084889899323,0.4576444625894851,S3,S1,0.4576444625894851,0.3320246885115217,0.12561977407796338,0
config_m33_v0,P0__k0=3.5__sk=0.5__t=10__mode=none__nu=0,none,pruned,1.5858635849959193,2.5034171911030727,1.1505566127183184,0.3320246885122262,0.2103308488989149,0.4576444625888589,S3,S1,0.4576444625888589,0.3320246885122262,0.12561977407663266,0
config_m33_v0,P0__k0=3.5__sk=0.5__t=10__mode=quadratic__nu=0.02,quadratic,pruned,1.5858635853992271,2.503417190650629,1.1505566123109014,0.3320246883893961,0.2103308489126079,0.457644462697996,S3,S1,0.457644462697996,0.3320246883893961,0.12561977430859994,0
config_m33_v0,P0__k0=3.5__sk=0.8__t=2__mode=none__nu=0,none,pruned,1.5862696692556726,2.5029617093543632,1.1501465150028105,0.33190103864000536,0.21034462850271018,0.4577543328572845,S3,S1,0.4577543328572845,0.33190103864000536,0.12585329421727914,0
config_m33_v0,P0__k0=3.5__sk=0.8__t=2__mode=quadratic__nu=0.02,quadratic,pruned,1.5861601440663515,2.503084545849604,1.1502571134115904,0.33193438531963404,0.2103409145463177,0.4577247001340483,S3,S1,0.4577247001340483,0.33193438531963404,0.12579031481441427,0
config_m33_v0,P0__k0=3.5__sk=0.8__t=5__mode=none__nu=0,none,pruned,1.586346868868068,2.5028751424219777,1.1500686035526513,0.33187754095467664,0.21034724790672513,0.45777521113859815,S3,S1,0.45777521113859815,0.33187754095467664,0.1258976701839215,0
config_m33_v0,P0__k0=3.5__sk=0.8__t=5__mode=quadratic__nu=0.02,quadratic,pruned,1.5861078864496885,2.5031431558217694,1.150309877648128,0.33195029566715933,0.21033914131680906,0.4577105630160316,S3,S1,0.4577105630160316,0.33195029566715933,0.12576026734887225,0
config_m33_v0,P0__k0=3.5__sk=0.8__t=10__mode=none__nu=0,none,pruned,1.5859022046124216,2.5033738719922667,1.1505176212157744,0.33201292972249397,0.2103321614159755,0.4576549088615306,S3,S1,0.4576549088615306,0.33201292972249397,0.12564197913903663,0
config_m33_v0,P0__k0=3.5__sk=0.8__t=10__mode=quadratic__nu=0.02,quadratic,pruned,1.5980632281259066,2.4897993132347134,1.1383360619397382,0.32833141155921525,0.21073760956555698,0.4609309788752278,S3,S1,0.4609309788752278,0.32833141155921525,0.13259956731601258,0
config_m33_v0,P0__k0=3.5__sk=1__t=2__mode=none__nu=0,none,pruned,1.6139900339242461,2.4722188280798667,1.122702880283315,0.3235781003124673,0.21124822094264883,0.46517367874488386,S3,S1,0.46517367874488386,0.3235781003124673,0.14159557843241655,0
config_m33_v0,P0__k0=3.5__sk=1__t=2__mode=quadratic__nu=0.02,quadratic,pruned,1.6068140108484097,2.4801173769085167,1.129731616763915,0.32571429840337013,0.21102319720660187,0.46326250439002803,S3,S1,0.46326250439002803,0.32571429840337013,0.1375482059866579,0
config_m33_v0,P0__k0=3.5__sk=1__t=5__mode=none__nu=0,none,pruned,1.6191592261220469,2.4665677030864015,1.1177396994770006,0.3220566715639382,0.21141160267162032,0.4665317257644415,S3,S1,0.4665317257644415,0.3220566715639382,0.14447505420050333,0
config_m33_v0,P0__k0=3.5__sk=1__t=5__mode=quadratic__nu=0.02,quadratic,pruned,1.603448444666506,2.4838333249210325,1.1330318613232075,0.3267186038497207,0.210914489328267,0.4623669068220123,S3,S1,0.4623669068220123,0.3267186038497207,0.13564830297229163,0
config_m33_v0,P0__k0=3.5__sk=1__t=10__mode=none__nu=0,none,pruned,1.589264914233299,2.4996159076191944,1.1471680189208202,0.33099597569593125,0.21044844907694066,0.4585555752271281,S3,S1,0.4585555752271281,0.33099597569593125,0.12755959953119683,0
config_m33_v0,P0__k0=3.5__sk=1__t=10__mode=quadratic__nu=0.02,quadratic,pruned,1.807797823730956,2.2735633260637598,0.9593719896504606,0.271776501544795,0.21609997067475184,0.5121235277804531,S3,S1,0.5121235277804531,0.271776501544795,0.24034702623565812,0
config_m33_v0,P0__k0=4__sk=0.3__t=2__mode=none__nu=0,none,pruned,1.5858635849955618,2.503417191103474,1.1505566127186788,0.332024688512335,0.21033084889890266,0.45764446258876235,S3,S1,0.45764446258876235,0.332024688512335,0.12561977407642733,0
config_m33_v0,P0__k0=4__sk=0.3__t=2__mode=quadratic__nu=0.02,quadratic,pruned,1.5858635849955618,2.503417191103474,1.1505566127186788,0.332024688512335,0.21033084889890266,0.45764446258876235,S3,S1,0.45764446258876235,0.332024688512335,0.12561977407642733,0
config_m33_v0,P0__k0=4__sk=0.3__t=5__mode=none__nu=0,none,pruned,1.5858635849955618,2.503417191103474,1.1505566127186788,0.332024688512335,0.21033084889890266,0.45764446258876235,S3,S1,0.45764446258876235,0.332024688512335,0.12561977407642733,0
config_m33_v0,P0__k0=4__sk=0.3__t=5__mode=quadratic__nu=0.02,quadratic,pruned,1.5858635849955618,2.503417191103474,1.1505566127186788,0.332024688512335,0.21033084889890266,0.45764446258876235,S3,S1,0.45764446258876235,0.332024688512335,0.12561977407642733,0
config_m33_v0,P0__k0=4__sk=0.3__t=10__mode=none__nu=0,none,pruned,1.5858635849955618,2.503417191103474,1.1505566127186788,0.332024688512335,0.21033084889890266,0.45764446258876235,S3,S1,0.45764446258876235,0.332024688512335,0.12561977407642733,0
