run_id,mode,branch_label,n_cases_raw,n_cases_effective,mean_within_pair_overlap_top3,mean_between_pair_overlap_top3,mean_within_class_overlap_top3_delta_p,mean_between_class_overlap_top3_delta_p,mean_within_class_overlap_top3_delta_p2,mean_between_class_overlap_top3_delta_p2,pair_separability_score,delta_p_separability_score,delta_p2_separability_score,signature_label
M33_V0_alpha_peak_robustness,pruned,S1,3,3.0,0.2186030656333913,0.1612869173133854,0.33394351360940805,0.059030928581517296,0.2186030656394552,7.85745828903091e-52,0.057316148320005894,0.27491258502789073,0.2186030656394552,class_specific
M33_V0_alpha_peak_robustness,pruned,S2,2,1.5,0.0,0.2642645710510988,0.0,0.1582060538213251,0.0,0.0,-0.2642645710510988,-0.1582060538213251,0.0,weak_or_none
M33_V0_alpha_peak_robustness,pruned,S3,1,0.3333333333333333,,0.13250686251766433,,0.25312598533261094,,1.4143424920255638e-51,,,,single_case
M33_V0_alpha_peak_robustness,weighted,S1,3,3.0,0.2186030656333913,0.1612869173133854,0.33394351360940805,0.05903092858151729,0.2186030656394552,7.85745828903091e-52,0.057316148320005894,0.27491258502789073,0.2186030656394552,class_specific
M33_V0_alpha_peak_robustness,weighted,S2,3,2.0,0.2,0.26426457105109874,0.2,0.1582060538213251,0.2,0.0,-0.06426457105109873,0.04179394617867491,0.2,class_specific
M33_V0_alpha_peak_robustness,weighted,S3,3,1.0,1.0,0.13250686251766436,1.0,0.25312598533261094,1.0,1.4143424920255638e-51,0.8674931374823356,0.7468740146673891,1.0,pair_specific
