run_id,case_label_a,case_label_b,branch_a,branch_b,top_k,pair_overlap_count,pair_overlap_fraction_a,pair_overlap_fraction_b,weighted_pair_overlap,case_weight_a,case_weight_b,pair_overlap_weighted_by_case,relation_type,mode,sigma_factor
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S1,S2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.0
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S1,S2,5,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.0
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S1,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.0
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S1,S1,3,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.0
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S1,S1,5,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=40.0__pf=P3__th=1e-09,S1,S2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=40.0__pf=P3__th=1e-09,S1,S2,3,1,0.3333333333333333,0.3333333333333333,0.3255703723626317,1.0,1.0,0.3255703723626317,between_branch,pruned,1.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=40.0__pf=P3__th=1e-09,S1,S2,5,2,0.4,0.4,0.3255754511767192,1.0,1.0,0.3255754511767192,between_branch,pruned,1.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=5.0__pf=P0__th=1e-09,S1,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=5.0__pf=P0__th=1e-09,S1,S1,3,3,1.0,1.0,0.655809196900174,1.0,1.0,0.655809196900174,within_branch,pruned,1.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=5.0__pf=P0__th=1e-09,S1,S1,5,4,0.8,0.8,0.655809212540854,1.0,1.0,0.655809212540854,within_branch,pruned,1.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,3,1,0.3333333333333333,0.3333333333333333,0.3255703723626317,1.0,1.0,0.3255703723626317,between_branch,pruned,1.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,5,3,0.6,0.6,0.32557546129497733,1.0,1.0,0.32557546129497733,between_branch,pruned,1.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=2.0__pf=P1__th=1e-09,S3,S2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=2.0__pf=P1__th=1e-09,S3,S2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=2.0__pf=P1__th=1e-09,S3,S2,5,1,0.2,0.2,4.734768441546729e-47,1.0,1.0,4.734768441546729e-47,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=20.0__pf=P2__th=1e-08,S3,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=20.0__pf=P2__th=1e-08,S3,S1,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=20.0__pf=P2__th=1e-08,S3,S1,5,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S3,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S3,S1,3,1,0.3333333333333333,0.3333333333333333,6.1498261377693076e-33,1.0,1.0,6.1498261377693076e-33,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S3,S1,5,2,0.4,0.4,6.149826137769355e-33,1.0,1.0,6.149826137769355e-33,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S3,S2,1,1,1.0,1.0,0.5796382599868405,1.0,1.0,0.5796382599868405,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S3,S2,3,1,0.3333333333333333,0.3333333333333333,0.5796382599868405,1.0,1.0,0.5796382599868405,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S3,S2,5,3,0.6,0.6,0.5796382599868405,1.0,1.0,0.5796382599868405,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S3,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S3,S1,3,1,0.3333333333333333,0.3333333333333333,6.1498261377693076e-33,1.0,1.0,6.1498261377693076e-33,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S3,S1,5,2,0.4,0.4,6.149826137769355e-33,1.0,1.0,6.149826137769355e-33,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=20.0__pf=P2__th=1e-08,S2,S1,1,1,1.0,1.0,0.6017572423575233,1.0,1.0,0.6017572423575233,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=20.0__pf=P2__th=1e-08,S2,S1,3,1,0.3333333333333333,0.3333333333333333,0.6017572423575233,1.0,1.0,0.6017572423575233,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=20.0__pf=P2__th=1e-08,S2,S1,5,2,0.4,0.4,0.6017572423575233,1.0,1.0,0.6017572423575233,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P2__th=1e-09,S2,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P2__th=1e-09,S2,S1,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P2__th=1e-09,S2,S1,5,2,0.4,0.4,3.459272587721823e-27,1.0,1.0,3.459272587721823e-27,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P3__th=1e-09,S2,S2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P3__th=1e-09,S2,S2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P3__th=1e-09,S2,S2,5,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,5,1,0.2,0.2,8.767148291919471e-38,1.0,1.0,8.767148291919471e-38,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S1,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S1,S1,3,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S1,S1,5,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S1,S2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S1,S2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S1,S2,5,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S1,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S1,S1,3,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S1,S1,5,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=40.0__pf=P3__th=1e-09,S1,S2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=40.0__pf=P3__th=1e-09,S1,S2,3,1,0.3333333333333333,0.3333333333333333,0.39100115197078905,1.0,1.0,0.39100115197078905,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=40.0__pf=P3__th=1e-09,S1,S2,5,2,0.4,0.4,0.3911090309091378,1.0,1.0,0.3911090309091378,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=5.0__pf=P0__th=1e-09,S1,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=5.0__pf=P0__th=1e-09,S1,S1,3,3,1.0,1.0,0.7318494777075752,1.0,1.0,0.7318494777075752,within_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=5.0__pf=P0__th=1e-09,S1,S1,5,4,0.8,0.8,0.7318557494848537,1.0,1.0,0.7318557494848537,within_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,3,1,0.3333333333333333,0.3333333333333333,0.39100115197078905,1.0,1.0,0.39100115197078905,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,5,3,0.6,0.6,0.39111308824304436,1.0,1.0,0.39111308824304436,between_branch,pruned,1.25
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=2.0__pf=P1__th=1e-09,S3,S2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=2.0__pf=P1__th=1e-09,S3,S2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=2.0__pf=P1__th=1e-09,S3,S2,5,1,0.2,0.2,6.762104191402948e-33,1.0,1.0,6.762104191402948e-33,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=20.0__pf=P2__th=1e-08,S3,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=20.0__pf=P2__th=1e-08,S3,S1,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=20.0__pf=P2__th=1e-08,S3,S1,5,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S3,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S3,S1,3,1,0.3333333333333333,0.3333333333333333,4.979789873209539e-23,1.0,1.0,4.979789873209539e-23,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S3,S1,5,2,0.4,0.4,4.979789873885749e-23,1.0,1.0,4.979789873885749e-23,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S3,S2,1,1,1.0,1.0,0.5286134624865628,1.0,1.0,0.5286134624865628,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S3,S2,3,1,0.3333333333333333,0.3333333333333333,0.5286134624865628,1.0,1.0,0.5286134624865628,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S3,S2,5,3,0.6,0.6,0.5286134624865757,1.0,1.0,0.5286134624865757,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S3,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S3,S1,3,1,0.3333333333333333,0.3333333333333333,4.979789873209539e-23,1.0,1.0,4.979789873209539e-23,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S3,S1,5,2,0.4,0.4,4.979789873885749e-23,1.0,1.0,4.979789873885749e-23,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=20.0__pf=P2__th=1e-08,S2,S1,1,1,1.0,1.0,0.46038517202108437,1.0,1.0,0.46038517202108437,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=20.0__pf=P2__th=1e-08,S2,S1,3,1,0.3333333333333333,0.3333333333333333,0.46038517202108437,1.0,1.0,0.46038517202108437,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=20.0__pf=P2__th=1e-08,S2,S1,5,2,0.4,0.4,0.46038517202122065,1.0,1.0,0.46038517202122065,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P2__th=1e-09,S2,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P2__th=1e-09,S2,S1,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P2__th=1e-09,S2,S1,5,2,0.4,0.4,1.2251873712686057e-19,1.0,1.0,1.2251873712686057e-19,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P3__th=1e-09,S2,S2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P3__th=1e-09,S2,S2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P3__th=1e-09,S2,S2,5,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,5,1,0.2,0.2,1.8479271388143317e-26,1.0,1.0,1.8479271388143317e-26,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S1,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S1,S1,3,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S1,S1,5,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S1,S2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S1,S2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S1,S2,5,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S1,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S1,S1,3,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S1,S1,5,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=40.0__pf=P3__th=1e-09,S1,S2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=40.0__pf=P3__th=1e-09,S1,S2,3,1,0.3333333333333333,0.3333333333333333,0.4235419843752878,1.0,1.0,0.4235419843752878,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=40.0__pf=P3__th=1e-09,S1,S2,5,2,0.4,0.4,0.4240983830789375,1.0,1.0,0.4240983830789375,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=5.0__pf=P0__th=1e-09,S1,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=5.0__pf=P0__th=1e-09,S1,S1,3,3,1.0,1.0,0.7720438837760262,1.0,1.0,0.7720438837760262,within_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=5.0__pf=P0__th=1e-09,S1,S1,5,4,0.8,0.8,0.7722048842447983,1.0,1.0,0.7722048842447983,within_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,3,1,0.3333333333333333,0.3333333333333333,0.4235419843752878,1.0,1.0,0.4235419843752878,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,5,3,0.6,0.6,0.4242025373930852,1.0,1.0,0.4242025373930852,between_branch,pruned,1.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=2.0__pf=P1__th=1e-09,S3,S2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=2.0__pf=P1__th=1e-09,S3,S2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=2.0__pf=P1__th=1e-09,S3,S2,5,1,0.2,0.2,8.024908062098884e-19,1.0,1.0,8.024908062098884e-19,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=20.0__pf=P2__th=1e-08,S3,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=20.0__pf=P2__th=1e-08,S3,S1,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=20.0__pf=P2__th=1e-08,S3,S1,5,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S3,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S3,S1,3,1,0.3333333333333333,0.3333333333333333,3.5421077010406523e-13,1.0,1.0,3.5421077010406523e-13,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S3,S1,5,2,0.4,0.4,3.5421157259487146e-13,1.0,1.0,3.5421157259487146e-13,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S3,S2,1,1,1.0,1.0,0.468148756802967,1.0,1.0,0.468148756802967,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S3,S2,3,1,0.3333333333333333,0.3333333333333333,0.468148756802967,1.0,1.0,0.468148756802967,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S3,S2,5,2,0.4,0.4,0.468148756802967,1.0,1.0,0.468148756802967,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S3,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S3,S1,3,1,0.3333333333333333,0.3333333333333333,3.5421077010406523e-13,1.0,1.0,3.5421077010406523e-13,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S3,S1,5,2,0.4,0.4,3.5421157259487146e-13,1.0,1.0,3.5421157259487146e-13,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=20.0__pf=P2__th=1e-08,S2,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=20.0__pf=P2__th=1e-08,S2,S1,3,1,0.3333333333333333,0.3333333333333333,0.30333522441116584,1.0,1.0,0.30333522441116584,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=20.0__pf=P2__th=1e-08,S2,S1,5,2,0.4,0.4,0.3033352825034403,1.0,1.0,0.3033352825034403,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P2__th=1e-09,S2,S1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P2__th=1e-09,S2,S1,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P2__th=1e-09,S2,S1,5,2,0.4,0.4,3.93457373054687e-12,1.0,1.0,3.93457373054687e-12,between_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P3__th=1e-09,S2,S2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,2.0
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P3__th=1e-09,S2,S2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,2.0
