run_id,case_label,branch_label,mode,sigma_factor,sigma_p_test,t,p_family,theta,source_feature,best_p0,sigma_p_base,best_alpha_source,diversity_group,group_weight,class_mode,class_label,class_rank,sum_contrib_primary,normalized_class_contrib
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,S2,pruned,0.75,0.375,40.0,P3,1e-09,neg,-2.0,0.5,1.58,S2|40.0|P3|neg,1.0,delta_p2,dp2=-5.85,14,5.327572241340688e-57,4.758915618767954e-50
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,S2,pruned,0.75,0.375,40.0,P3,1e-09,neg,-2.0,0.5,1.58,S2|40.0|P3|neg,1.0,delta_p2,dp2=-15.75,15,0.0,0.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,S2,pruned,0.75,0.375,40.0,P3,1e-09,neg,-2.0,0.5,1.58,S2|40.0|P3|neg,1.0,delta_p2,dp2=-10.36,16,0.0,0.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,S2,pruned,0.75,0.375,40.0,P3,1e-09,neg,-2.0,0.5,1.58,S2|40.0|P3|neg,1.0,delta_p2,dp2=-12.07,17,0.0,0.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,S2,pruned,0.75,0.375,40.0,P3,1e-09,neg,-2.0,0.5,1.58,S2|40.0|P3|neg,1.0,delta_p2,dp2=-18.72,18,0.0,0.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,S2,pruned,0.75,0.375,40.0,P3,1e-09,neg,-2.0,0.5,1.58,S2|40.0|P3|neg,1.0,delta_p2,dp2=-17.92,19,0.0,0.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,S2,pruned,0.75,0.375,40.0,P3,1e-09,neg,-2.0,0.5,1.58,S2|40.0|P3|neg,1.0,delta_p2,dp2=-19.36,20,0.0,0.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,S2,pruned,0.75,0.375,40.0,P3,1e-09,neg,-2.0,0.5,1.58,S2|40.0|P3|neg,1.0,delta_p2,dp2=3.61,21,0.0,0.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p,dp=-2,1,1.631299518183678e-07,1.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p,dp=-4,2,5.251731950566714e-60,3.2193548100928143e-53
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p,dp=-1,3,2.2533326962558378e-97,1.3813114459598101e-90
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p,dp=-5,4,9.884874147596764e-100,6.059509021741625e-93
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p,dp=-7,5,1.6042730080555007e-201,9.834325273642763e-195
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p,dp=-3,6,1.23344484713529e-271,7.561118196789713e-265
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p,dp=-10,7,0.0,0.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p,dp=-6,8,0.0,0.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p,dp=-8,9,0.0,0.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p2,dp2=12,1,1.631299518183678e-07,1.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p2,dp2=16,2,5.251731950566714e-60,3.2193548100928143e-53
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p2,dp2=1,3,2.2533326962558378e-97,1.3813114459598101e-90
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p2,dp2=15,4,9.884874147596764e-100,6.059509021741625e-93
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p2,dp2=0,5,3.409814071583706e-136,2.090244025438236e-129
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p2,dp2=-1,6,5.291439770416469e-166,3.243696029719953e-159
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p2,dp2=7,7,1.6042730080555007e-201,9.834325273642763e-195
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p2,dp2=-5,8,3.847063969239772e-218,2.3582818031621633e-211
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p2,dp2=-8,9,3.5273924424908553e-240,2.1623205322946e-233
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p2,dp2=-9,10,1.23344484713529e-271,7.561118196789713e-265
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p2,dp2=-36,11,0.0,0.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p2,dp2=-32,12,0.0,0.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p2,dp2=-35,13,0.0,0.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p2,dp2=-20,14,0.0,0.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p2,dp2=-27,15,0.0,0.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p2,dp2=3,16,0.0,0.0
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,S3,pruned,0.75,0.22499999999999998,10.0,P2,1e-08,neg,-4.0,0.3,1.78,S3|10.0|P2|neg,0.3333333333333333,delta_p2,dp2=4,17,0.0,0.0
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p,dp=-3,1,4.66324834367781e-08,0.8015131157531399
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p,dp=-2,2,1.063458884720687e-08,0.18278594261947137
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p,dp=-5,3,8.937238524794685e-10,0.015361210401648097
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p,dp=-6,4,1.8217061988058543e-11,0.0003131125138062282
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p,dp=-1,5,8.013263479681666e-13,1.377309400143381e-05
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p,dp=-4,6,6.594263174879246e-13,1.1334134564287815e-05
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p,dp=-7,7,8.774861223756713e-14,1.5082118389190777e-06
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p,dp=-8,8,1.9033925756516944e-16,3.2715266298873077e-09
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p,dp=-10,9,1.878806706213669e-22,3.229268754336914e-15
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p2,dp2=-27,1,4.657013687565544e-08,0.800441511095205
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p2,dp2=-8,2,1.0635173700464083e-08,0.1827959950018859
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p2,dp2=-35,3,8.938095035297233e-10,0.015362682560861969
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p2,dp2=-9,4,6.234654299288949e-11,0.0010716043463225972
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p2,dp2=-36,5,1.8217061988058543e-11,0.0003131125138062282
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p2,dp2=-1,6,8.010575866779422e-13,1.3768474567012872e-05
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p2,dp2=0,7,7.456414743452181e-14,1.2815989569748131e-06
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p2,dp2=-5,8,2.0975611957776215e-15,3.605261151896226e-08
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p2,dp2=1,9,2.6872488236209673e-16,4.618808647290895e-09
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p2,dp2=-32,10,1.9033925756516944e-16,3.2715266298873077e-09
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p2,dp2=3,11,1.8166177855640947e-17,3.122379238957055e-10
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p2,dp2=4,12,8.912839708623362e-18,1.5319274030841943e-10
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p2,dp2=7,13,7.03376047473048e-22,1.2089536859442078e-14
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p2,dp2=-20,14,1.878806706213669e-22,3.229268754336914e-15
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p2,dp2=15,15,8.365660999550942e-23,1.4378790317215564e-15
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p2,dp2=16,16,7.578315298174661e-25,1.3025510672264823e-17
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,S1,pruned,1.0,1.0,20.0,P2,1e-08,abs,4.0,1.0,1.42,S1|20.0|P2|abs,1.0,delta_p2,dp2=12,17,2.532299624842988e-28,4.352483961271617e-21
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p,dp=-1,1,2.420464628853771e-07,0.9168860411015903
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p,dp=-2,2,2.1619070213097987e-08,0.0818942919623316
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p,dp=-3,3,3.038030417271846e-10,0.0011508235438902913
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p,dp=-4,4,1.6978768170469276e-11,6.431655866822321e-05
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p,dp=-5,5,1.1950275087103998e-12,4.526833519512548e-06
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p,dp=-7,6,4.118486895953444e-28,1.5601067251074726e-21
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p,dp=-6,7,1.5318550217470754e-28,5.802755676278547e-22
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p,dp=-10,8,0.0,0.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p,dp=-8,9,0.0,0.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p2,dp2=3,1,1.9777579210816708e-07,0.749186172316273
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p2,dp2=1,2,4.416770282033859e-08,0.16730982019212295
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p2,dp2=4,3,2.0525359173121827e-08,0.07775125110315685
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p2,dp2=0,4,1.0291215926033484e-09,0.0038983722860725747
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p2,dp2=-1,5,4.067704801597386e-10,0.001540870173208335
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p2,dp2=12,6,6.458935708551869e-11,0.0002446682310886848
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p2,dp2=16,7,1.6978768170469276e-11,6.431655866822323e-05
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p2,dp2=15,8,1.1950275087103998e-12,4.526833519512549e-06
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p2,dp2=-9,9,5.184388526095748e-16,1.9638764452738533e-09
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p2,dp2=-8,10,9.02872936970642e-17,3.4201350555938657e-10
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p2,dp2=-35,11,4.248081979203573e-28,1.6091980943474818e-21
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p2,dp2=-36,12,1.5318550217470754e-28,5.802755676278548e-22
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p2,dp2=-32,13,0.0,0.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p2,dp2=-5,14,0.0,0.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p2,dp2=-20,15,0.0,0.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p2,dp2=-27,16,0.0,0.0
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,S1,pruned,1.0,0.8,40.0,P2,1e-09,neg,-1.5,0.8,1.42,S1|40.0|P2|neg,1.0,delta_p2,dp2=7,17,0.0,0.0
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p,dp=-1,1,3.0046844394387894e-07,0.9990503078897941
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p,dp=-2,2,2.856237565075546e-10,0.0009496920812516661
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p,dp=-3,3,8.708137636916474e-18,2.895434699602949e-11
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p,dp=-4,4,0.0,0.0
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p,dp=-5,5,0.0,0.0
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p,dp=-6,6,0.0,0.0
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p2,dp2=1,1,1.5383588527100637e-07,0.5115005972913547
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p2,dp2=3,2,1.4663255861437274e-07,0.48754971040392914
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p2,dp2=4,3,2.8561600940216814e-10,0.0009496663223136561
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p2,dp2=0,4,4.703998114271865e-15,1.564067994193124e-08
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p2,dp2=8,5,3.043107272177908e-15,1.0118258068321005e-08
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p2,dp2=-1,6,3.4361266933232626e-17,1.1425038136630852e-10
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p2,dp2=5,7,2.960973292125736e-17,9.845164571438972e-11
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p2,dp2=9,8,3.2369301523466235e-18,1.0762714456376217e-11
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p2,dp2=-3,9,1.2220661046863691e-27,4.06334023674259e-21
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p2,dp2=-4,10,1.424969515257682e-29,4.7379891687316725e-23
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p2,dp2=-9,11,3.6071804472509405e-47,1.1993787730711587e-40
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p2,dp2=-8,12,7.574662987831646e-54,2.5185571206166583e-47
M33_V0_alpha_peak_robustness,t=5.0__pf=P0__th=1e-09,S1,pruned,1.0,0.3,5.0,P0,1e-09,neg,-1.0,0.3,1.3,S1|5.0|P0|neg,1.0,delta_p2,dp2=-5,13,1.6462358550251992e-65,5.473694396105481e-59
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,S2,pruned,1.0,0.3,2.0,P1,1e-09,neg,3.5,0.3,1.58,S2|2.0|P1|neg,0.5,delta_p,dp=-2,1,1.6215227524227038e-07,1.0
