run_id,case_label_a,case_label_b,branch_a,branch_b,class_mode,top_k,class_overlap_count,class_overlap_fraction_a,class_overlap_fraction_b,weighted_class_overlap,case_weight_a,case_weight_b,class_overlap_weighted_by_case,relation_type,mode,sigma_factor
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,delta_p,5,5,1.0,1.0,5.49214903916736e-11,1.0,1.0,5.49214903916736e-11,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S1,S1,delta_p,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S1,S1,delta_p,3,2,0.6666666666666666,0.6666666666666666,0.00012628470423116077,1.0,1.0,0.00012628470423116077,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S1,S1,delta_p,5,4,0.8,0.8,0.00012628470423116606,1.0,1.0,0.00012628470423116606,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S1,S2,delta_p,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S1,S2,delta_p,3,1,0.3333333333333333,0.3333333333333333,5.408098727853618e-16,1.0,1.0,5.408098727853618e-16,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S1,S2,delta_p,5,1,0.2,0.2,5.408098727853618e-16,1.0,1.0,5.408098727853618e-16,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S1,S1,delta_p,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S1,S1,delta_p,3,2,0.6666666666666666,0.6666666666666666,5.49214903916736e-11,1.0,1.0,5.49214903916736e-11,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S1,S1,delta_p,5,4,0.8,0.8,5.492149200108423e-11,1.0,1.0,5.492149200108423e-11,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=40.0__pf=P3__th=1e-09,S1,S2,delta_p,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=40.0__pf=P3__th=1e-09,S1,S2,delta_p,3,1,0.3333333333333333,0.3333333333333333,5.408098727853618e-16,1.0,1.0,5.408098727853618e-16,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=40.0__pf=P3__th=1e-09,S1,S2,delta_p,5,1,0.2,0.2,5.408098727853618e-16,1.0,1.0,5.408098727853618e-16,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=5.0__pf=P0__th=1e-09,S1,S1,delta_p,1,1,1.0,1.0,0.9990456140721191,1.0,1.0,0.9990456140721191,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=5.0__pf=P0__th=1e-09,S1,S1,delta_p,3,3,1.0,1.0,0.9990456141270406,1.0,1.0,0.9990456141270406,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=5.0__pf=P0__th=1e-09,S1,S1,delta_p,5,5,1.0,1.0,0.9990456141270406,1.0,1.0,0.9990456141270406,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,delta_p,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,delta_p,3,1,0.3333333333333333,0.3333333333333333,3.229690875864195e-40,1.0,1.0,3.229690875864195e-40,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,delta_p,5,1,0.2,0.2,3.229690875864195e-40,1.0,1.0,3.229690875864195e-40,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=2.0__pf=P1__th=1e-09,S3,S2,delta_p2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=2.0__pf=P1__th=1e-09,S3,S2,delta_p2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=2.0__pf=P1__th=1e-09,S3,S2,delta_p2,5,1,0.2,0.2,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=20.0__pf=P2__th=1e-08,S3,S1,delta_p2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=20.0__pf=P2__th=1e-08,S3,S1,delta_p2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=20.0__pf=P2__th=1e-08,S3,S1,delta_p2,5,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S3,S1,delta_p2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S3,S1,delta_p2,3,1,0.3333333333333333,0.3333333333333333,3.510960406461655e-203,1.0,1.0,3.510960406461655e-203,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S3,S1,delta_p2,5,2,0.4,0.4,2.547304994193301e-10,1.0,1.0,2.547304994193301e-10,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S3,S2,delta_p2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S3,S2,delta_p2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S3,S2,delta_p2,5,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S3,S1,delta_p2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S3,S1,delta_p2,3,1,0.3333333333333333,0.3333333333333333,3.510960406461655e-203,1.0,1.0,3.510960406461655e-203,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S3,S1,delta_p2,5,1,0.2,0.2,3.510960406461655e-203,1.0,1.0,3.510960406461655e-203,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=20.0__pf=P2__th=1e-08,S2,S1,delta_p2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=20.0__pf=P2__th=1e-08,S2,S1,delta_p2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=20.0__pf=P2__th=1e-08,S2,S1,delta_p2,5,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P2__th=1e-09,S2,S1,delta_p2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P2__th=1e-09,S2,S1,delta_p2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P2__th=1e-09,S2,S1,delta_p2,5,1,0.2,0.2,2.3929325642167204e-232,1.0,1.0,2.3929325642167204e-232,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P3__th=1e-09,S2,S2,delta_p2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P3__th=1e-09,S2,S2,delta_p2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P3__th=1e-09,S2,S2,delta_p2,5,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,delta_p2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,delta_p2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,delta_p2,5,1,0.2,0.2,2.3929325642167204e-232,1.0,1.0,2.3929325642167204e-232,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S1,S1,delta_p2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S1,S1,delta_p2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S1,S1,delta_p2,5,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S1,S2,delta_p2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S1,S2,delta_p2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S1,S2,delta_p2,5,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S1,S1,delta_p2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S1,S1,delta_p2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S1,S1,delta_p2,5,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=40.0__pf=P3__th=1e-09,S1,S2,delta_p2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=40.0__pf=P3__th=1e-09,S1,S2,delta_p2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=40.0__pf=P3__th=1e-09,S1,S2,delta_p2,5,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=5.0__pf=P0__th=1e-09,S1,S1,delta_p2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=5.0__pf=P0__th=1e-09,S1,S1,delta_p2,3,3,1.0,1.0,0.4900668659782823,1.0,1.0,0.4900668659782823,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P2__th=1e-09,t=5.0__pf=P0__th=1e-09,S1,S1,delta_p2,5,4,0.8,0.8,0.4900668659782823,1.0,1.0,0.4900668659782823,within_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,delta_p2,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,delta_p2,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=40.0__pf=P3__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,delta_p2,5,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.5
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=2.0__pf=P1__th=1e-09,S3,S2,delta_p,1,1,1.0,1.0,1.0,1.0,1.0,1.0,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=2.0__pf=P1__th=1e-09,S3,S2,delta_p,3,2,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=2.0__pf=P1__th=1e-09,S3,S2,delta_p,5,4,0.8,0.8,1.0,1.0,1.0,1.0,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=20.0__pf=P2__th=1e-08,S3,S1,delta_p,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=20.0__pf=P2__th=1e-08,S3,S1,delta_p,3,1,0.3333333333333333,0.3333333333333333,0.03160981198560351,1.0,1.0,0.03160981198560351,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=20.0__pf=P2__th=1e-08,S3,S1,delta_p,5,3,0.6,0.6,0.03160981198560351,1.0,1.0,0.03160981198560351,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S3,S1,delta_p,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S3,S1,delta_p,3,2,0.6666666666666666,0.6666666666666666,0.02822746409407665,1.0,1.0,0.02822746409407665,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S3,S1,delta_p,5,4,0.8,0.8,0.02822746409407665,1.0,1.0,0.02822746409407665,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S3,S2,delta_p,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S3,S2,delta_p,3,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=40.0__pf=P3__th=1e-09,S3,S2,delta_p,5,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S3,S1,delta_p,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S3,S1,delta_p,3,2,0.6666666666666666,0.6666666666666666,1.262981826822564e-05,1.0,1.0,1.262981826822564e-05,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=10.0__pf=P2__th=1e-08,t=5.0__pf=P0__th=1e-09,S3,S1,delta_p,5,4,0.8,0.8,1.262981826822564e-05,1.0,1.0,1.262981826822564e-05,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=20.0__pf=P2__th=1e-08,S2,S1,delta_p,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=20.0__pf=P2__th=1e-08,S2,S1,delta_p,3,2,0.6666666666666666,0.6666666666666666,0.03160981198560351,1.0,1.0,0.03160981198560351,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=20.0__pf=P2__th=1e-08,S2,S1,delta_p,5,4,0.8,0.8,0.03160981198560351,1.0,1.0,0.03160981198560351,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P2__th=1e-09,S2,S1,delta_p,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P2__th=1e-09,S2,S1,delta_p,3,2,0.6666666666666666,0.6666666666666666,0.02822746409407665,1.0,1.0,0.02822746409407665,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P2__th=1e-09,S2,S1,delta_p,5,4,0.8,0.8,0.02822746409407665,1.0,1.0,0.02822746409407665,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P3__th=1e-09,S2,S2,delta_p,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P3__th=1e-09,S2,S2,delta_p,3,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=40.0__pf=P3__th=1e-09,S2,S2,delta_p,5,1,0.2,0.2,2.382545569888592e-225,1.0,1.0,2.382545569888592e-225,within_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,delta_p,1,0,0.0,0.0,0.0,1.0,1.0,0.0,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,delta_p,3,2,0.6666666666666666,0.6666666666666666,1.262981826822564e-05,1.0,1.0,1.262981826822564e-05,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=2.0__pf=P1__th=1e-09,t=5.0__pf=P0__th=1e-09,S2,S1,delta_p,5,4,0.8,0.8,1.262981826822564e-05,1.0,1.0,1.262981826822564e-05,between_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S1,S1,delta_p,1,0,0.0,0.0,0.0,1.0,1.0,0.0,within_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S1,S1,delta_p,3,2,0.6666666666666666,0.6666666666666666,0.02826405424266571,1.0,1.0,0.02826405424266571,within_branch,pruned,0.75
M33_V0_alpha_peak_robustness,t=20.0__pf=P2__th=1e-08,t=40.0__pf=P2__th=1e-09,S1,S1,delta_p,5,4,0.8,0.8,0.0282640649716073,1.0,1.0,0.0282640649716073,within_branch,pruned,0.75
