run_id,reference_mode,branch_label,n_cases,hard_preservation_rate,nearest_preservation_rate,soft_preservation_rate,mean_delta_p_shift,mean_delta_p2_shift,mean_pair_shift,mean_x_width_delta,dispersion_sensitivity_rate,signature_label
config_m33_v0,pruned,S2,34,0.9411764705882353,0.9411764705882353,0.9411764705882353,-0.0027585976419900885,-0.009396520788207892,-0.006508921045473933,0.047008481685265655,0.2647058823529412,delta_p2_stable
config_m33_v0,pruned,S3,206,0.9902912621359223,0.9902912621359223,0.9902912621359223,-0.00010259042149769115,-0.0011031949329644622,-0.0011603226937656884,0.02298411373545838,0.014563106796116505,delta_p2_stable
config_m33_v0,weighted,S1,219,0.9863013698630136,0.9863013698630136,0.9863013698630136,-0.00043571529171571033,-0.002015394889034957,-0.0018849724704068456,0.024300706408539204,0.0273972602739726,delta_p2_stable
config_m33_v0,weighted,S2,21,0.9047619047619048,0.9047619047619048,0.9047619047619048,-0.0009287760843069915,-0.005017542013861519,-0.0022628961639403014,0.048150528730160645,0.2857142857142857,delta_p2_stable
