family_id,variant_id,spectral_type,model_class,marker_name,pairing_mode,n_pairs,absolute_strength,strength_mean,strength_ci_low,strength_ci_high,absolute_support_flag,relative_rank,dominance_margin,bootstrap_win_fraction,dominant_level_flag,dominance_stable_flag,extra
ER2_CAVITY,CAVITY_STANDARD,type_C_multiindex_structure,cavity_helmholtz_linear_energy,delta_omega,all_pairs,6,0.4361603081926553,0.4521178759860479,0.21913371327530648,0.5992233229750359,0,4,-0.12467367996333045,0.0,0,0,{}
ER2_CAVITY,CAVITY_STANDARD,type_C_multiindex_structure,cavity_helmholtz_linear_energy,delta_k2,all_pairs,6,0.4247489570197765,0.4392022348754142,0.20751082321237938,0.593808054186656,0,5,-0.13608503113620923,0.007,0,0,{}
ER2_CAVITY,CAVITY_STANDARD,type_C_multiindex_structure,cavity_helmholtz_linear_energy,delta_lambda,all_pairs,6,0.4247489570197765,0.44319457245537147,0.213261059518125,0.5988216465403003,0,6,-0.13608503113620923,0.0,0,0,{}
ER3_MEMBRANE,MEMBRANE_STANDARD,type_C_multiindex_structure,membrane_helmholtz_bessel,delta_k,all_pairs,5,0.5456342884113906,0.5601686075194093,0.5091221342281139,0.6225639340200103,0,1,0.0,0.942,1,1,{}
ER3_MEMBRANE,MEMBRANE_STANDARD,type_C_multiindex_structure,membrane_helmholtz_bessel,abs_delta_k,all_pairs,5,0.5456342884113906,0.5609898562801288,0.5104297699712131,0.6244502215758103,0,2,0.0,0.0,0,0,{}
ER3_MEMBRANE,MEMBRANE_STANDARD,type_C_multiindex_structure,membrane_helmholtz_bessel,delta_k2,all_pairs,5,0.4989411026440329,0.5084682388311873,0.4145183503138885,0.5982439447559809,0,3,-0.0466931857673577,0.058,0,0,{}
ER3_MEMBRANE,MEMBRANE_STANDARD,type_C_multiindex_structure,membrane_helmholtz_bessel,abs_delta_k2,all_pairs,5,0.4989411026440329,0.5072663654611043,0.40898963607742056,0.5926133892415735,0,4,-0.0466931857673577,0.0,0,0,{}
ER3_MEMBRANE,MEMBRANE_STANDARD,type_C_multiindex_structure,membrane_helmholtz_bessel,delta_lambda,all_pairs,5,0.4989411026440329,0.5086080834918686,0.4065478593229273,0.5891338770369404,0,5,-0.0466931857673577,0.0,0,0,{}
TD1_1D_BOX,BOX_STANDARD,type_D_regular_nonring,box_1d_quadratic_nonperiodic,delta_p,all_pairs,5,0.5939138709164987,0.6232416892764304,0.5538487756217113,0.7838462168705906,0,1,0.0,0.863,1,1,{}
TD1_1D_BOX,BOX_STANDARD,type_D_regular_nonring,box_1d_quadratic_nonperiodic,abs_delta_p,all_pairs,5,0.5939138709164987,0.6199158939327944,0.5537264937018235,0.7502827266317753,0,2,0.0,0.0,0,0,{}
TD1_1D_BOX,BOX_STANDARD,type_D_regular_nonring,box_1d_quadratic_nonperiodic,delta_p2,all_pairs,5,0.5430911182778503,0.5615387183842763,0.4166683494443324,0.7093934225894453,0,3,-0.05082275263864844,0.137,0,0,{}
TD1_1D_BOX,BOX_STANDARD,type_D_regular_nonring,box_1d_quadratic_nonperiodic,abs_delta_p2,all_pairs,5,0.5430911182778503,0.5651397261588689,0.42434550389493164,0.7173680040446421,0,4,-0.05082275263864844,0.0,0,0,{}
TD1_1D_BOX,BOX_STANDARD,type_D_regular_nonring,box_1d_quadratic_nonperiodic,delta_E_quad,all_pairs,5,0.5430911182778503,0.5612583297171566,0.41429144299805565,0.7336907865141877,0,5,-0.05082275263864844,0.0,0,0,{}
TB2_FINITE_SQUARE_WELL_1D,FINITE_WELL_STANDARD,type_B_quadratic_nontrivial,finite_square_well_1d,delta_p,all_pairs,5,0.5623523493091288,0.5870298042756132,0.49985736981766493,0.6925626321842553,0,1,0.0,0.726,1,1,{}
TB2_FINITE_SQUARE_WELL_1D,FINITE_WELL_STANDARD,type_B_quadratic_nontrivial,finite_square_well_1d,abs_delta_p,all_pairs,5,0.5623523493091288,0.5907736469431762,0.5049569114051079,0.7022924288135644,0,2,0.0,0.0,0,0,{}
TB2_FINITE_SQUARE_WELL_1D,FINITE_WELL_STANDARD,type_B_quadratic_nontrivial,finite_square_well_1d,delta_p2,all_pairs,5,0.5313112405248995,0.5524696110711266,0.39983095020484716,0.6716092649876092,0,3,-0.031041108784229277,0.274,0,0,{}
TB2_FINITE_SQUARE_WELL_1D,FINITE_WELL_STANDARD,type_B_quadratic_nontrivial,finite_square_well_1d,abs_delta_p2,all_pairs,5,0.5313112405248995,0.5521174963221629,0.40690782477823567,0.6810406830223306,0,4,-0.031041108784229277,0.0,0,0,{}
TB2_FINITE_SQUARE_WELL_1D,FINITE_WELL_STANDARD,type_B_quadratic_nontrivial,finite_square_well_1d,delta_E_quad,all_pairs,5,0.5313112405248995,0.5497866715548501,0.3935621921697882,0.6921468832788005,0,5,-0.031041108784229277,0.0,0,0,{}
TB3_ANHARMONIC_OSCILLATOR_WEAK_1D,ANHARMONIC_STANDARD,type_B_quadratic_nontrivial,anharmonic_oscillator_weak_1d,delta_p,all_pairs,5,0.564654428062252,0.5917751491280259,0.5119219282137569,0.7196491047345172,0,1,0.0,0.738,1,1,{}
TB3_ANHARMONIC_OSCILLATOR_WEAK_1D,ANHARMONIC_STANDARD,type_B_quadratic_nontrivial,anharmonic_oscillator_weak_1d,abs_delta_p,all_pairs,5,0.564654428062252,0.5936326699616756,0.5084648197467295,0.7115574340576851,0,2,0.0,0.0,0,0,{}
TB3_ANHARMONIC_OSCILLATOR_WEAK_1D,ANHARMONIC_STANDARD,type_B_quadratic_nontrivial,anharmonic_oscillator_weak_1d,delta_p2,all_pairs,5,0.5354785413753491,0.5569315074358381,0.4220483757898408,0.6995634052662124,0,3,-0.029175886686902852,0.262,0,0,{}
TB3_ANHARMONIC_OSCILLATOR_WEAK_1D,ANHARMONIC_STANDARD,type_B_quadratic_nontrivial,anharmonic_oscillator_weak_1d,abs_delta_p2,all_pairs,5,0.5354785413753491,0.5557831549562279,0.4243726598688321,0.6925378959191208,0,4,-0.029175886686902852,0.0,0,0,{}
TB3_ANHARMONIC_OSCILLATOR_WEAK_1D,ANHARMONIC_STANDARD,type_B_quadratic_nontrivial,anharmonic_oscillator_weak_1d,delta_E_quad,all_pairs,5,0.5354785413753491,0.5585710185883689,0.4404361254715963,0.6784645047380673,0,5,-0.029175886686902852,0.0,0,0,{}
