run_id,t,p_family,alpha,pair_i,pair_j,p_i,p_j,kbar_ij,kbar_abs_ij,kbar_sign
M33_V0_alpha_peak_robustness,5.0,P0,1.48,3,4,0.0,1.0,-2.6298463827109653e-07,2.6298463827109653e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.48,3,5,0.0,2.0,1.0039247146445553e-07,1.0039247146445553e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.48,3,6,0.0,3.0,-1.596342515119975e-08,1.596342515119975e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.48,4,5,1.0,2.0,3.2322217659308545e-08,3.2322217659308545e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.48,4,6,1.0,3.0,3.9592771675783795e-08,3.9592771675783795e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.48,5,6,2.0,3.0,2.913342826149634e-07,2.913342826149634e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,0,1,-3.0,-2.0,3.0855139021568334e-07,3.0855139021568334e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,0,2,-3.0,-1.0,-2.51655509903026e-08,2.51655509903026e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,0,3,-3.0,0.0,-3.5808555343130883e-08,3.5808555343130883e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,0,4,-3.0,1.0,4.6516916013539245e-09,4.6516916013539245e-09,1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,0,5,-3.0,2.0,-6.623038498469909e-08,6.623038498469909e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,0,6,-3.0,3.0,5.7018121272416414e-08,5.7018121272416414e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,1,2,-2.0,-1.0,7.804564212954279e-08,7.804564212954279e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,1,3,-2.0,0.0,1.2394026062401142e-07,1.2394026062401142e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,1,4,-2.0,1.0,1.3037367782575693e-08,1.3037367782575693e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,1,5,-2.0,2.0,3.0156550399960784e-08,3.0156550399960784e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,1,6,-2.0,3.0,-6.623038497927809e-08,6.623038497927809e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,2,3,-1.0,0.0,-2.544446382271581e-07,2.544446382271581e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,2,4,-1.0,1.0,-1.631462848492157e-07,1.631462848492157e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,2,5,-1.0,2.0,1.3037367779106246e-08,1.3037367779106246e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,2,6,-1.0,3.0,4.651691648191458e-09,4.651691648191458e-09,1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,3,4,0.0,1.0,-2.5444463820634144e-07,2.5444463820634144e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,3,5,0.0,2.0,1.2394026062401142e-07,1.2394026062401142e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,3,6,0.0,3.0,-3.580855532578364e-08,3.580855532578364e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,4,5,1.0,2.0,7.804564217811506e-08,7.804564217811506e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,4,6,1.0,3.0,-2.5165550979894258e-08,2.5165550979894258e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.5,5,6,2.0,3.0,3.0855139014976385e-07,3.0855139014976385e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,0,1,-3.0,-2.0,3.0658426675329864e-07,3.0658426675329864e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,0,2,-3.0,-1.0,-8.595078648462874e-08,8.595078648462874e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,0,3,-3.0,0.0,-4.852399462882545e-08,4.852399462882545e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,0,4,-3.0,1.0,1.5887454754559552e-08,1.5887454754559552e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,0,5,-3.0,2.0,-6.5808143020216e-08,6.5808143020216e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,0,6,-3.0,3.0,5.7018121272416414e-08,5.7018121272416414e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,1,2,-2.0,-1.0,1.220163297413479e-07,1.220163297413479e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,1,3,-2.0,0.0,1.425469426646203e-07,1.425469426646203e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,1,4,-2.0,1.0,2.0382582855901776e-08,2.0382582855901776e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,1,5,-2.0,2.0,3.0156550399960784e-08,3.0156550399960784e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,1,6,-2.0,3.0,-6.580814302910645e-08,6.580814302910645e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,2,3,-1.0,0.0,-2.452686591464248e-07,2.452686591464248e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,2,4,-1.0,1.0,-1.631462848492157e-07,1.631462848492157e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,2,5,-1.0,2.0,2.0382582819472583e-08,2.0382582819472583e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,2,6,-1.0,3.0,1.5887454811805424e-08,1.5887454811805424e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,3,4,0.0,1.0,-2.452686591117304e-07,2.452686591117304e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,3,5,0.0,2.0,1.4254694271666204e-07,1.4254694271666204e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,3,6,0.0,3.0,-4.852399461668239e-08,4.852399461668239e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,4,5,1.0,2.0,1.220163297621646e-07,1.220163297621646e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,4,6,1.0,3.0,-8.595078647075095e-08,8.595078647075095e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.52,5,6,2.0,3.0,3.0658426676197226e-07,3.0658426676197226e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,0,1,-3.0,-2.0,2.8555521854392585e-07,2.8555521854392585e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,0,2,-3.0,-1.0,-1.331662826155322e-07,1.331662826155322e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,0,3,-3.0,0.0,-5.1578025354187547e-08,5.1578025354187547e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,0,4,-3.0,1.0,2.4614938194493508e-08,2.4614938194493508e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,0,5,-3.0,2.0,-6.129426947162203e-08,6.129426947162203e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,0,6,-3.0,3.0,5.7018121272416414e-08,5.7018121272416414e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,1,2,-2.0,-1.0,1.6324679365936626e-07,1.6324679365936626e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,1,3,-2.0,0.0,1.5547072798605124e-07,1.5547072798605124e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,1,4,-2.0,1.0,2.7270049022740106e-08,2.7270049022740106e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,1,5,-2.0,2.0,3.0156550399960784e-08,3.0156550399960784e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,1,6,-2.0,3.0,-6.129426948983664e-08,6.129426948983664e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,2,3,-1.0,0.0,-2.354796361167533e-07,2.354796361167533e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,2,4,-1.0,1.0,-1.631462848492157e-07,1.631462848492157e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,2,5,-1.0,2.0,2.7270049043556788e-08,2.7270049043556788e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,2,6,-1.0,3.0,2.461493822398381e-08,2.461493822398381e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,3,4,0.0,1.0,-2.354796360889977e-07,2.354796360889977e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,3,5,0.0,2.0,1.554707279730408e-07,1.554707279730408e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,3,6,0.0,3.0,-5.1578025357223306e-08,5.1578025357223306e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,4,5,1.0,2.0,1.632467936940607e-07,1.632467936940607e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,4,6,1.0,3.0,-1.3316628254961274e-07,1.3316628254961274e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.54,5,6,2.0,3.0,2.8555521853698695e-07,2.8555521853698695e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,0,1,-3.0,-2.0,2.467717299114991e-07,2.467717299114991e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,0,2,-3.0,-1.0,-1.5935775089532397e-07,1.5935775089532397e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,0,3,-3.0,0.0,-4.43625723465374e-08,4.43625723465374e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,0,4,-3.0,1.0,2.9456264058133622e-08,2.9456264058133622e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,0,5,-3.0,2.0,-5.2969415107601003e-08,5.2969415107601003e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,0,6,-3.0,3.0,5.7018121272416414e-08,5.7018121272416414e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,1,2,-2.0,-1.0,2.008110865092672e-07,2.008110865092672e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,1,3,-2.0,0.0,1.6219638602913217e-07,1.6219638602913217e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,1,4,-2.0,1.0,3.3545088720665646e-08,3.3545088720665646e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,1,5,-2.0,2.0,3.0156550399960784e-08,3.0156550399960784e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,1,6,-2.0,3.0,-5.296941514142811e-08,5.296941514142811e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,2,3,-1.0,0.0,-2.251020366703105e-07,2.251020366703105e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,2,4,-1.0,1.0,-1.631462848492157e-07,1.631462848492157e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,2,5,-1.0,2.0,3.354508868770589e-08,3.354508868770589e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,2,6,-1.0,3.0,2.9456264069843e-08,2.9456264069843e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,3,4,0.0,1.0,-2.251020366425549e-07,2.251020366425549e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,3,5,0.0,2.0,1.6219638603086686e-07,1.6219638603086686e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,3,6,0.0,3.0,-4.4362572350006846e-08,4.4362572350006846e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,4,5,1.0,2.0,2.008110865717172e-07,2.008110865717172e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,4,6,1.0,3.0,-1.5935775089792606e-07,1.5935775089792606e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.56,5,6,2.0,3.0,2.4677172989415186e-07,2.4677172989415186e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,0,1,-3.0,-2.0,1.9264517032296927e-07,1.9264517032296927e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,0,2,-3.0,-1.0,-1.603901342078426e-07,1.603901342078426e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,0,3,-3.0,0.0,-2.8314274088531155e-08,2.8314274088531155e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,0,4,-3.0,1.0,2.9647093563976712e-08,2.9647093563976712e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,0,5,-3.0,2.0,-4.135117907377167e-08,4.135117907377167e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,0,6,-3.0,3.0,5.7018121272416414e-08,5.7018121272416414e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,1,2,-2.0,-1.0,2.3386559531296538e-07,2.3386559531296538e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,1,3,-2.0,0.0,1.6245578598962813e-07,1.6245578598962813e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,1,4,-2.0,1.0,3.906677803131031e-08,3.906677803131031e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,1,5,-2.0,2.0,3.0156550399960784e-08,3.0156550399960784e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,1,6,-2.0,3.0,-4.1351179121476573e-08,4.1351179121476573e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,2,3,-1.0,0.0,-2.1416179932232104e-07,2.1416179932232104e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,2,4,-1.0,1.0,-1.631462848492157e-07,1.631462848492157e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,2,5,-1.0,2.0,3.9066778022636695e-08,3.9066778022636695e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,2,6,-1.0,3.0,2.9647093532751693e-08,2.9647093532751693e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,3,4,0.0,1.0,-2.1416179932232104e-07,2.1416179932232104e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,3,5,0.0,2.0,1.6245578595211477e-07,1.6245578595211477e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,3,6,0.0,3.0,-2.8314274083326985e-08,2.8314274083326985e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,4,5,1.0,2.0,2.3386559531296538e-07,2.3386559531296538e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,4,6,1.0,3.0,-1.6039013421131204e-07,1.6039013421131204e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.58,5,6,2.0,3.0,1.9264517030909145e-07,1.9264517030909145e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,0,1,-3.0,-2.0,1.2654086713886906e-07,1.2654086713886906e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,0,2,-3.0,-1.0,-1.3610044199800777e-07,1.3610044199800777e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,0,3,-3.0,0.0,-6.628439748468384e-09,6.628439748468384e-09,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,0,4,-3.0,1.0,2.5157298833532186e-08,2.5157298833532186e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,0,5,-3.0,2.0,-2.7161927002722352e-08,2.7161927002722352e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,0,6,-3.0,3.0,5.7018121272416414e-08,5.7018121272416414e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,1,2,-2.0,-1.0,2.6166798692411897e-07,2.6166798692411897e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,1,3,-2.0,0.0,1.5623858636189258e-07,1.5623858636189258e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,1,4,-2.0,1.0,4.3711111686814414e-08,4.3711111686814414e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,1,5,-2.0,2.0,3.0156550399960784e-08,3.0156550399960784e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,1,6,-2.0,3.0,-2.7161927053029333e-08,2.7161927053029333e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,2,3,-1.0,0.0,-2.0268626905323162e-07,2.0268626905323162e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,2,4,-1.0,1.0,-1.631462848492157e-07,1.631462848492157e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,2,5,-1.0,2.0,4.371111170936581e-08,4.371111170936581e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,2,6,-1.0,3.0,2.5157298804041883e-08,2.5157298804041883e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,3,4,0.0,1.0,-2.0268626897690378e-07,2.0268626897690378e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,3,5,0.0,2.0,1.5623858636709678e-07,1.5623858636709678e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,3,6,0.0,3.0,-6.628439769285066e-09,6.628439769285066e-09,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,4,5,1.0,2.0,2.616679869102412e-07,2.616679869102412e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,4,6,1.0,3.0,-1.3610044198412996e-07,1.3610044198412996e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.6,5,6,2.0,3.0,1.2654086711805237e-07,1.2654086711805237e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,0,1,-3.0,-2.0,5.2568865697988354e-08,5.2568865697988354e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,0,2,-3.0,-1.0,-9.032348255791357e-08,9.032348255791357e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,0,3,-3.0,0.0,1.637715534366646e-08,1.637715534366646e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,0,4,-3.0,1.0,1.6695719796261388e-08,1.6695719796261388e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,0,5,-3.0,2.0,-1.1283877891093974e-08,1.1283877891093974e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,0,6,-3.0,3.0,5.7018121272416414e-08,5.7018121272416414e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,1,2,-2.0,-1.0,2.8359387974422057e-07,2.8359387974422057e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,1,3,-2.0,0.0,1.437926473567969e-07,1.437926473567969e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,1,4,-2.0,1.0,4.7373788048671324e-08,4.7373788048671324e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,1,5,-2.0,2.0,3.0156550399960784e-08,3.0156550399960784e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,1,6,-2.0,3.0,-1.1283877937931508e-08,1.1283877937931508e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,2,3,-1.0,0.0,-1.907041286136613e-07,1.907041286136613e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,2,4,-1.0,1.0,-1.631462848492157e-07,1.631462848492157e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,2,5,-1.0,2.0,4.7373788073824814e-08,4.7373788073824814e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,2,6,-1.0,3.0,1.669571975809747e-08,1.669571975809747e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,3,4,0.0,1.0,-1.9070412858590569e-07,1.9070412858590569e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,3,5,0.0,2.0,1.437926473741441e-07,1.437926473741441e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,3,6,0.0,3.0,1.6377155326319226e-08,1.6377155326319226e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,4,5,1.0,2.0,2.8359387972687333e-07,2.8359387972687333e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,4,6,1.0,3.0,-9.032348257873025e-08,9.032348257873025e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.62,5,6,2.0,3.0,5.2568865635538315e-08,5.2568865635538315e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,0,1,-3.0,-2.0,-2.4671613217674974e-08,2.4671613217674974e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,0,2,-3.0,-1.0,-3.028643125874142e-08,3.028643125874142e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,0,3,-3.0,0.0,3.612196389571332e-08,3.612196389571332e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,0,4,-3.0,1.0,5.598253711297518e-09,5.598253711297518e-09,1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,0,5,-3.0,2.0,5.295748140357603e-09,5.295748140357603e-09,1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,0,6,-3.0,3.0,5.7018121272416414e-08,5.7018121272416414e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,1,2,-2.0,-1.0,2.991508655340869e-07,2.991508655340869e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,1,3,-2.0,0.0,1.256141492801677e-07,1.256141492801677e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,1,4,-2.0,1.0,4.997255129146617e-08,4.997255129146617e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,1,5,-2.0,2.0,3.0156550399960784e-08,3.0156550399960784e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,1,6,-2.0,3.0,5.295748088315899e-09,5.295748088315899e-09,1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,2,3,-1.0,0.0,-1.7824532717175545e-07,1.7824532717175545e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,2,4,-1.0,1.0,-1.631462848492157e-07,1.631462848492157e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,2,5,-1.0,2.0,4.9972551307946034e-08,4.9972551307946034e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,2,6,-1.0,3.0,5.598253674868325e-09,5.598253674868325e-09,1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,3,4,0.0,1.0,-1.7824532715093877e-07,1.7824532715093877e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,3,5,0.0,2.0,1.2561414928363712e-07,1.2561414928363712e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,3,6,0.0,3.0,3.612196388010081e-08,3.612196388010081e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,4,5,1.0,2.0,2.991508655496994e-07,2.991508655496994e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,4,6,1.0,3.0,-3.028643128996644e-08,3.028643128996644e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.64,5,6,2.0,3.0,-2.4671613245430546e-08,2.4671613245430546e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,0,1,-3.0,-2.0,-1.0037813067548253e-07,1.0037813067548253e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,0,2,-3.0,-1.0,3.453218158644411e-08,3.453218158644411e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,0,3,-3.0,0.0,4.8674680105942336e-08,4.8674680105942336e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,0,4,-3.0,1.0,-6.383053511097025e-09,6.383053511097025e-09,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,0,5,-3.0,2.0,2.1546110179002095e-08,2.1546110179002095e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,0,6,-3.0,3.0,5.7018121272416414e-08,5.7018121272416414e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,1,2,-2.0,-1.0,3.079895676922837e-07,3.079895676922837e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,1,3,-2.0,0.0,1.0242781152414172e-07,1.0242781152414172e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,1,4,-2.0,1.0,5.144903875630921e-08,5.144903875630921e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,1,5,-2.0,2.0,3.0156550399960784e-08,3.0156550399960784e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,1,6,-2.0,3.0,2.1546110126960397e-08,2.1546110126960397e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,2,3,-1.0,0.0,-1.65341005303743e-07,1.65341005303743e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,2,4,-1.0,1.0,-1.631462848492157e-07,1.631462848492157e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,2,5,-1.0,2.0,5.1449038729854686e-08,5.1449038729854686e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,2,6,-1.0,3.0,-6.383053509362302e-09,6.383053509362302e-09,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,3,4,0.0,1.0,-1.653410052621096e-07,1.653410052621096e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,3,5,0.0,2.0,1.024278114790389e-07,1.024278114790389e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,3,6,0.0,3.0,4.867468010420761e-08,4.867468010420761e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,4,5,1.0,2.0,3.079895676679975e-07,3.079895676679975e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,4,6,1.0,3.0,3.4532181579505223e-08,3.4532181579505223e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.66,5,6,2.0,3.0,-1.003781306962992e-07,1.003781306962992e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.68,0,1,-3.0,-2.0,-1.6984362218031013e-07,1.6984362218031013e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.68,0,2,-3.0,-1.0,9.389892225916685e-08,9.389892225916685e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.68,0,3,-3.0,0.0,5.153598540779369e-08,5.153598540779369e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.68,0,4,-3.0,1.0,-1.7356616957911464e-08,1.7356616957911464e-08,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.68,0,5,-3.0,2.0,3.6456839462226116e-08,3.6456839462226116e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.68,0,6,-3.0,3.0,5.7018121272416414e-08,5.7018121272416414e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.68,1,2,-2.0,-1.0,3.099114882505316e-07,3.099114882505316e-07,1
M33_V0_alpha_peak_robustness,5.0,P0,1.68,1,3,-2.0,0.0,7.515800007351636e-08,7.515800007351636e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.68,1,4,-2.0,1.0,5.1770091743889857e-08,5.1770091743889857e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.68,1,5,-2.0,2.0,3.0156550399960784e-08,3.0156550399960784e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.68,1,6,-2.0,3.0,3.645683940498024e-08,3.645683940498024e-08,1
M33_V0_alpha_peak_robustness,5.0,P0,1.68,2,3,-1.0,0.0,-1.520234170077073e-07,1.520234170077073e-07,-1
M33_V0_alpha_peak_robustness,5.0,P0,1.68,2,4,-1.0,1.0,-1.631462848492157e-07,1.631462848492157e-07,-1
