review_run_id,input_run_id,input_path,present,role
QSB-PLANCK-BRIDGE-RESONATOR-RESULT-REVIEW-01,QSB-PLANCK-BRIDGE-RESONATOR-STATE-SPEC-01,runs/QSB-PLANCK-BRIDGE-RESONATOR-STATE-SPEC-01/,true,formal_state_spec
QSB-PLANCK-BRIDGE-RESONATOR-RESULT-REVIEW-01,QSB-PLANCK-BRIDGE-RESONATOR-PSD-TEST-01,runs/QSB-PLANCK-BRIDGE-RESONATOR-PSD-TEST-01/,true,psd_gram_admissibility
QSB-PLANCK-BRIDGE-RESONATOR-RESULT-REVIEW-01,QSB-PLANCK-BRIDGE-RESONATOR-SPECTRAL-READOUT-01,runs/QSB-PLANCK-BRIDGE-RESONATOR-SPECTRAL-READOUT-01/,true,spectral_lag_class_readout
