row_id,log10_gbar_m_per_s2,e_log10_gbar,log10_gobs_m_per_s2,e_log10_gobs,gbar_m_per_s2,gobs_m_per_s2,source_table,claim_boundary
730,-8.35,0.11,-8.15,0.15,4.4668359215096351e-09,7.0794578438413736e-09,RAR.mrt,direct_standard_rar_table_only
731,-8.41,0.11,-8.33,0.15,3.890451449942805e-09,4.6773514128719815e-09,RAR.mrt,direct_standard_rar_table_only
732,-8.49,0.11,-8.45,0.14,3.2359365692962812e-09,3.5481338923357603e-09,RAR.mrt,direct_standard_rar_table_only
733,-8.56,0.11,-8.54,0.14,2.7542287033381634e-09,2.8840315031266117e-09,RAR.mrt,direct_standard_rar_table_only
734,-8.63,0.11,-8.62,0.14,2.344228815319918e-09,2.3988329190194947e-09,RAR.mrt,direct_standard_rar_table_only
735,-8.69,0.11,-8.69,0.14,2.0417379446695317e-09,2.0417379446695317e-09,RAR.mrt,direct_standard_rar_table_only
736,-8.74,0.11,-8.74,0.14,1.8197008586099825e-09,1.8197008586099825e-09,RAR.mrt,direct_standard_rar_table_only
737,-8.79,0.11,-8.79,0.14,1.6218100973589331e-09,1.6218100973589331e-09,RAR.mrt,direct_standard_rar_table_only
738,-8.84,0.1,-8.83,0.14,1.445439770745928e-09,1.4791083881682072e-09,RAR.mrt,direct_standard_rar_table_only
739,-8.88,0.1,-8.87,0.14,1.3182567385564047e-09,1.348962882591656e-09,RAR.mrt,direct_standard_rar_table_only
740,-8.92,0.1,-8.9,0.14,1.2022644346174132e-09,1.2589254117941663e-09,RAR.mrt,direct_standard_rar_table_only
741,-8.96,0.1,-8.94,0.14,1.0964781961431829e-09,1.148153621496884e-09,RAR.mrt,direct_standard_rar_table_only
742,-8.99,0.1,-8.97,0.14,1.0232929922807536e-09,1.0715193052376049e-09,RAR.mrt,direct_standard_rar_table_only
743,-9.03,0.1,-8.99,0.14,9.3325430079699243e-10,1.0232929922807536e-09,RAR.mrt,direct_standard_rar_table_only
744,-9.06,0.1,-9.02,0.14,8.7096358995607963e-10,9.5499258602143681e-10,RAR.mrt,direct_standard_rar_table_only
745,-9.09,0.1,-9.05,0.14,8.1283051616409954e-10,8.912509381337441e-10,RAR.mrt,direct_standard_rar_table_only
746,-9.11,0.1,-9.07,0.14,7.7624711662869273e-10,8.5113803820237593e-10,RAR.mrt,direct_standard_rar_table_only
747,-9.13,0.1,-9.09,0.14,7.4131024130091618e-10,8.1283051616409954e-10,RAR.mrt,direct_standard_rar_table_only
748,-9.15,0.1,-9.11,0.14,7.0794578438413732e-10,7.7624711662869273e-10,RAR.mrt,direct_standard_rar_table_only
749,-9.17,0.1,-9.13,0.14,6.7608297539198189e-10,7.4131024130091618e-10,RAR.mrt,direct_standard_rar_table_only
750,-9.19,0.1,-9.15,0.14,6.456542290346563e-10,7.0794578438413732e-10,RAR.mrt,direct_standard_rar_table_only
751,-9.21,0.1,-9.17,0.14,6.1659500186148092e-10,6.7608297539198189e-10,RAR.mrt,direct_standard_rar_table_only
752,-9.23,0.1,-9.19,0.14,5.8884365535558835e-10,6.456542290346563e-10,RAR.mrt,direct_standard_rar_table_only
753,-9.24,0.09,-9.21,0.14,5.7543993733715669e-10,6.1659500186148092e-10,RAR.mrt,direct_standard_rar_table_only
754,-9.26,0.09,-9.22,0.14,5.4954087385762482e-10,6.0255958607435691e-10,RAR.mrt,direct_standard_rar_table_only
755,-9.28,0.09,-9.24,0.14,5.2480746024977342e-10,5.7543993733715669e-10,RAR.mrt,direct_standard_rar_table_only
756,-9.3,0.09,-9.25,0.14,5.0118723362727143e-10,5.623413251903491e-10,RAR.mrt,direct_standard_rar_table_only
757,-9.31,0.09,-9.27,0.14,4.8977881936844559e-10,5.3703179637025321e-10,RAR.mrt,direct_standard_rar_table_only
758,-9.33,0.09,-9.28,0.14,4.6773514128719813e-10,5.2480746024977342e-10,RAR.mrt,direct_standard_rar_table_only
759,-9.34,0.09,-9.29,0.14,4.5708818961487517e-10,5.1286138399136583e-10,RAR.mrt,direct_standard_rar_table_only
760,-9.36,0.09,-9.31,0.14,4.3651583224016655e-10,4.8977881936844559e-10,RAR.mrt,direct_standard_rar_table_only
761,-9.38,0.09,-9.32,0.14,4.1686938347033463e-10,4.7863009232263798e-10,RAR.mrt,direct_standard_rar_table_only
762,-9.39,0.09,-9.33,0.14,4.0738027780411222e-10,4.6773514128719813e-10,RAR.mrt,direct_standard_rar_table_only
763,-9.41,0.09,-9.35,0.14,3.8904514499428046e-10,4.4668359215096347e-10,RAR.mrt,direct_standard_rar_table_only
764,-9.42,0.09,-9.36,0.14,3.8018939632056128e-10,4.3651583224016655e-10,RAR.mrt,direct_standard_rar_table_only
765,-9.44,0.09,-9.37,0.15,3.6307805477010177e-10,4.2657951880159342e-10,RAR.mrt,direct_standard_rar_table_only
766,-9.46,0.09,-9.38,0.14,3.4673685045253098e-10,4.1686938347033463e-10,RAR.mrt,direct_standard_rar_table_only
767,-9.47,0.09,-9.39,0.14,3.3884415613920202e-10,4.0738027780411222e-10,RAR.mrt,direct_standard_rar_table_only
768,-9.48,0.09,-9.4,0.14,3.3113112148259076e-10,3.9810717055349694e-10,RAR.mrt,direct_standard_rar_table_only
769,-9.49,0.09,-9.41,0.14,3.2359365692962813e-10,3.8904514499428046e-10,RAR.mrt,direct_standard_rar_table_only
770,-9.5,0.09,-9.42,0.14,3.1622776601683795e-10,3.8018939632056128e-10,RAR.mrt,direct_standard_rar_table_only
771,-9.53,0.08,-9.44,0.14,2.9512092266663898e-10,3.6307805477010177e-10,RAR.mrt,direct_standard_rar_table_only
772,-9.55,0.08,-9.45,0.14,2.8183829312644494e-10,3.5481338923357605e-10,RAR.mrt,direct_standard_rar_table_only
773,-9.56,0.08,-9.46,0.14,2.7542287033381632e-10,3.4673685045253098e-10,RAR.mrt,direct_standard_rar_table_only
774,-9.58,0.08,-9.47,0.14,2.6302679918953814e-10,3.3884415613920202e-10,RAR.mrt,direct_standard_rar_table_only
775,-9.65,0.08,-9.51,0.14,2.2387211385683377e-10,3.0902954325135922e-10,RAR.mrt,direct_standard_rar_table_only
776,-9.66,0.08,-9.53,0.14,2.1877616239495518e-10,2.9512092266663898e-10,RAR.mrt,direct_standard_rar_table_only
777,-9.66,0.08,-9.53,0.14,2.1877616239495518e-10,2.9512092266663898e-10,RAR.mrt,direct_standard_rar_table_only
778,-9.67,0.08,-9.53,0.14,2.1379620895022325e-10,2.9512092266663898e-10,RAR.mrt,direct_standard_rar_table_only
779,-9.68,0.08,-9.54,0.14,2.089296130854041e-10,2.8840315031266117e-10,RAR.mrt,direct_standard_rar_table_only
780,-9.69,0.08,-9.55,0.14,2.0417379446695316e-10,2.8183829312644494e-10,RAR.mrt,direct_standard_rar_table_only
781,-9.7,0.08,-9.56,0.14,1.9952623149688828e-10,2.7542287033381632e-10,RAR.mrt,direct_standard_rar_table_only
782,-9.72,0.08,-9.57,0.14,1.9054607179632444e-10,2.6915348039269137e-10,RAR.mrt,direct_standard_rar_table_only
783,-9.8,0.08,-9.63,0.14,1.5848931924611109e-10,2.3442288153199181e-10,RAR.mrt,direct_standard_rar_table_only
784,-9.92,0.08,-9.71,0.14,1.2022644346174132e-10,1.9498445997580414e-10,RAR.mrt,direct_standard_rar_table_only
785,-10.02,0.08,-9.78,0.14,9.5499258602143689e-11,1.6595869074375631e-10,RAR.mrt,direct_standard_rar_table_only
786,-10.13,0.07,-9.83,0.14,7.4131024130091616e-11,1.4791083881682071e-10,RAR.mrt,direct_standard_rar_table_only
787,-10.22,0.07,-9.89,0.14,6.0255958607435689e-11,1.2882495516931322e-10,RAR.mrt,direct_standard_rar_table_only
788,-10.31,0.07,-9.93,0.14,4.897788193684456e-11,1.1748975549395304e-10,RAR.mrt,direct_standard_rar_table_only
789,-10.38,0.07,-9.97,0.14,4.1686938347033464e-11,1.0715193052376048e-10,RAR.mrt,direct_standard_rar_table_only
790,-10.44,0.07,-10.01,0.14,3.6307805477010174e-11,9.772372209558111e-11,RAR.mrt,direct_standard_rar_table_only
791,-10.49,0.07,-10.05,0.14,3.235936569296281e-11,8.912509381337441e-11,RAR.mrt,direct_standard_rar_table_only
792,-10.55,0.07,-10.08,0.14,2.8183829312644493e-11,8.3176377110267092e-11,RAR.mrt,direct_standard_rar_table_only
793,-10.64,0.07,-10.14,0.14,2.2908676527677699e-11,7.2443596007498915e-11,RAR.mrt,direct_standard_rar_table_only
794,-10.73,0.07,-10.21,0.15,1.8620871366628657e-11,6.1659500186148097e-11,RAR.mrt,direct_standard_rar_table_only
795,-10.82,0.07,-10.28,0.15,1.5135612484362072e-11,5.2480746024977339e-11,RAR.mrt,direct_standard_rar_table_only
796,-10.9,0.07,-10.37,0.14,1.2589254117941662e-11,4.2657951880159344e-11,RAR.mrt,direct_standard_rar_table_only
797,-10.97,0.07,-10.45,0.14,1.0715193052376049e-11,3.5481338923357607e-11,RAR.mrt,direct_standard_rar_table_only
798,-11.04,0.07,-10.48,0.14,9.1201083935591156e-12,3.311311214825908e-11,RAR.mrt,direct_standard_rar_table_only
799,-11.09,0.06,-10.51,0.14,8.1283051616409945e-12,3.0902954325135919e-11,RAR.mrt,direct_standard_rar_table_only
800,-11.14,0.06,-10.53,0.14,7.2443596007498911e-12,2.9512092266663903e-11,RAR.mrt,direct_standard_rar_table_only
801,-11.19,0.06,-10.54,0.14,6.4565422903465627e-12,2.8840315031266117e-11,RAR.mrt,direct_standard_rar_table_only
802,-10.93,0.1,-10.44,0.15,1.1748975549395303e-11,3.6307805477010174e-11,RAR.mrt,direct_standard_rar_table_only
803,-10.97,0.08,-10.41,0.14,1.0715193052376049e-11,3.8904514499428045e-11,RAR.mrt,direct_standard_rar_table_only
804,-10.96,0.07,-10.46,0.14,1.0964781961431828e-11,3.4673685045253096e-11,RAR.mrt,direct_standard_rar_table_only
805,-11.02,0.06,-10.5,0.14,9.5499258602143682e-12,3.1622776601683794e-11,RAR.mrt,direct_standard_rar_table_only
806,-11.07,0.05,-10.53,0.14,8.5113803820237597e-12,2.9512092266663903e-11,RAR.mrt,direct_standard_rar_table_only
807,-11.15,0.05,-10.57,0.14,7.0794578438413731e-12,2.6915348039269138e-11,RAR.mrt,direct_standard_rar_table_only
808,-11.16,0.05,-10.62,0.14,6.9183097091893623e-12,2.3988329190194948e-11,RAR.mrt,direct_standard_rar_table_only
809,-11.2,0.05,-10.66,0.14,6.3095734448019426e-12,2.1877616239495519e-11,RAR.mrt,direct_standard_rar_table_only
810,-11.08,0.06,-10.62,0.09,8.3176377110267085e-12,2.3988329190194948e-11,RAR.mrt,direct_standard_rar_table_only
811,-11.11,0.05,-10.61,0.07,7.762471166286927e-12,2.4547089156850335e-11,RAR.mrt,direct_standard_rar_table_only
812,-11.16,0.04,-10.72,0.08,6.9183097091893623e-12,1.9054607179632443e-11,RAR.mrt,direct_standard_rar_table_only
813,-11.22,0.04,-10.72,0.08,6.0255958607435685e-12,1.9054607179632443e-11,RAR.mrt,direct_standard_rar_table_only
814,-11.27,0.04,-10.74,0.09,5.3703179637025329e-12,1.8197008586099825e-11,RAR.mrt,direct_standard_rar_table_only
815,-11.32,0.04,-10.8,0.07,4.7863009232263802e-12,1.5848931924611107e-11,RAR.mrt,direct_standard_rar_table_only
816,-10.98,0.1,-10.1,0.15,1.0471285480508986e-11,7.9432823472428218e-11,RAR.mrt,direct_standard_rar_table_only
817,-10.88,0.1,-9.96,0.15,1.3182567385564048e-11,1.0964781961431829e-10,RAR.mrt,direct_standard_rar_table_only
818,-10.79,0.09,-9.96,0.14,1.6218100973589331e-11,1.0964781961431829e-10,RAR.mrt,direct_standard_rar_table_only
819,-10.76,0.08,-10.04,0.14,1.7378008287493762e-11,9.1201083935591153e-11,RAR.mrt,direct_standard_rar_table_only
820,-10.77,0.08,-10.12,0.14,1.6982436524617461e-11,7.5857757502918511e-11,RAR.mrt,direct_standard_rar_table_only
821,-10.83,0.07,-10.19,0.14,1.4791083881682073e-11,6.4565422903465622e-11,RAR.mrt,direct_standard_rar_table_only
822,-10.89,0.07,-10.24,0.14,1.2882495516931322e-11,5.7543993733715666e-11,RAR.mrt,direct_standard_rar_table_only
823,-10.96,0.06,-10.31,0.14,1.0964781961431828e-11,4.897788193684456e-11,RAR.mrt,direct_standard_rar_table_only
824,-11.16,0.13,-10.53,0.16,6.9183097091893623e-12,2.9512092266663903e-11,RAR.mrt,direct_standard_rar_table_only
825,-11.22,0.13,-10.54,0.15,6.0255958607435685e-12,2.8840315031266117e-11,RAR.mrt,direct_standard_rar_table_only
826,-11.24,0.12,-10.55,0.15,5.7543993733715668e-12,2.8183829312644493e-11,RAR.mrt,direct_standard_rar_table_only
827,-11.25,0.12,-10.59,0.15,5.6234132519034904e-12,2.5703957827688646e-11,RAR.mrt,direct_standard_rar_table_only
828,-11.3,0.12,-10.59,0.15,5.0118723362727147e-12,2.5703957827688646e-11,RAR.mrt,direct_standard_rar_table_only
829,-11.33,0.12,-10.57,0.15,4.6773514128719809e-12,2.6915348039269138e-11,RAR.mrt,direct_standard_rar_table_only
830,-11.41,0.13,-10.47,0.14,3.8904514499428045e-12,3.3884415613920202e-11,RAR.mrt,direct_standard_rar_table_only
831,-11.45,0.13,-10.46,0.14,3.5481338923357604e-12,3.4673685045253096e-11,RAR.mrt,direct_standard_rar_table_only
832,-11.43,0.12,-10.44,0.14,3.7153522909717275e-12,3.6307805477010174e-11,RAR.mrt,direct_standard_rar_table_only
833,-11.39,0.11,-10.42,0.14,4.0738027780411221e-12,3.8018939632056128e-11,RAR.mrt,direct_standard_rar_table_only
834,-11.35,0.09,-10.39,0.14,4.4668359215096347e-12,4.0738027780411218e-11,RAR.mrt,direct_standard_rar_table_only
835,-11.26,0.07,-10.39,0.14,5.4954087385762484e-12,4.0738027780411218e-11,RAR.mrt,direct_standard_rar_table_only
836,-11.0,0.05,-10.38,0.15,9.9999999999999994e-12,4.1686938347033464e-11,RAR.mrt,direct_standard_rar_table_only
837,-10.98,0.04,-10.38,0.14,1.0471285480508986e-11,4.1686938347033464e-11,RAR.mrt,direct_standard_rar_table_only
838,-11.0,0.04,-10.38,0.15,9.9999999999999994e-12,4.1686938347033464e-11,RAR.mrt,direct_standard_rar_table_only
839,-9.46,0.09,-9.73,0.14,3.4673685045253098e-10,1.8620871366628656e-10,RAR.mrt,direct_standard_rar_table_only
840,-9.51,0.09,-9.8,0.12,3.0902954325135922e-10,1.5848931924611109e-10,RAR.mrt,direct_standard_rar_table_only
841,-9.54,0.09,-9.86,0.12,2.8840315031266117e-10,1.3803842646028866e-10,RAR.mrt,direct_standard_rar_table_only
842,-9.57,0.09,-9.9,0.12,2.6915348039269137e-10,1.2589254117941662e-10,RAR.mrt,direct_standard_rar_table_only
843,-9.61,0.08,-9.93,0.12,2.4547089156850336e-10,1.1748975549395304e-10,RAR.mrt,direct_standard_rar_table_only
844,-9.65,0.08,-9.96,0.12,2.2387211385683377e-10,1.0964781961431829e-10,RAR.mrt,direct_standard_rar_table_only
845,-9.69,0.08,-9.98,0.12,2.0417379446695316e-10,1.0471285480508985e-10,RAR.mrt,direct_standard_rar_table_only
846,-9.74,0.08,-9.99,0.12,1.8197008586099825e-10,1.0232929922807537e-10,RAR.mrt,direct_standard_rar_table_only
847,-9.77,0.08,-10.0,0.12,1.6982436524617461e-10,1e-10,RAR.mrt,direct_standard_rar_table_only
848,-9.81,0.08,-10.0,0.13,1.5488166189124796e-10,1e-10,RAR.mrt,direct_standard_rar_table_only
849,-9.87,0.08,-10.01,0.13,1.3489628825916561e-10,9.772372209558111e-11,RAR.mrt,direct_standard_rar_table_only
850,-9.91,0.08,-10.01,0.13,1.2302687708123812e-10,9.772372209558111e-11,RAR.mrt,direct_standard_rar_table_only
851,-9.93,0.08,-10.0,0.12,1.1748975549395304e-10,1e-10,RAR.mrt,direct_standard_rar_table_only
852,-9.95,0.08,-10.0,0.12,1.1220184543019652e-10,1e-10,RAR.mrt,direct_standard_rar_table_only
853,-9.98,0.08,-10.0,0.11,1.0471285480508985e-10,1e-10,RAR.mrt,direct_standard_rar_table_only
854,-10.0,0.08,-10.0,0.12,1e-10,1e-10,RAR.mrt,direct_standard_rar_table_only
855,-10.02,0.08,-10.01,0.11,9.5499258602143689e-11,9.772372209558111e-11,RAR.mrt,direct_standard_rar_table_only
856,-10.05,0.08,-10.01,0.12,8.912509381337441e-11,9.772372209558111e-11,RAR.mrt,direct_standard_rar_table_only
857,-10.07,0.08,-10.02,0.11,8.511380382023759e-11,9.5499258602143689e-11,RAR.mrt,direct_standard_rar_table_only
858,-10.09,0.08,-10.02,0.12,8.1283051616409951e-11,9.5499258602143689e-11,RAR.mrt,direct_standard_rar_table_only
859,-10.11,0.08,-10.03,0.13,7.7624711662869273e-11,9.3325430079699241e-11,RAR.mrt,direct_standard_rar_table_only
860,-10.34,0.08,-10.17,0.12,4.5708818961487517e-11,6.7608297539198192e-11,RAR.mrt,direct_standard_rar_table_only
861,-10.53,0.07,-10.3,0.12,2.9512092266663903e-11,5.0118723362727148e-11,RAR.mrt,direct_standard_rar_table_only
862,-10.67,0.07,-10.32,0.11,2.1379620895022323e-11,4.7863009232263801e-11,RAR.mrt,direct_standard_rar_table_only
863,-10.76,0.07,-10.34,0.13,1.7378008287493762e-11,4.5708818961487517e-11,RAR.mrt,direct_standard_rar_table_only
864,-10.77,0.07,-10.35,0.12,1.6982436524617461e-11,4.4668359215096346e-11,RAR.mrt,direct_standard_rar_table_only
865,-10.77,0.07,-10.35,0.12,1.6982436524617461e-11,4.4668359215096346e-11,RAR.mrt,direct_standard_rar_table_only
866,-10.79,0.07,-10.35,0.11,1.6218100973589331e-11,4.4668359215096346e-11,RAR.mrt,direct_standard_rar_table_only
867,-10.79,0.07,-10.36,0.13,1.6218100973589331e-11,4.3651583224016655e-11,RAR.mrt,direct_standard_rar_table_only
868,-10.88,0.06,-10.41,0.11,1.3182567385564048e-11,3.8904514499428045e-11,RAR.mrt,direct_standard_rar_table_only
869,-10.96,0.06,-10.47,0.11,1.0964781961431828e-11,3.3884415613920202e-11,RAR.mrt,direct_standard_rar_table_only
870,-11.03,0.06,-10.51,0.11,9.3325430079699234e-12,3.0902954325135919e-11,RAR.mrt,direct_standard_rar_table_only
871,-11.09,0.05,-10.52,0.11,8.1283051616409945e-12,3.019951720402019e-11,RAR.mrt,direct_standard_rar_table_only
872,-11.16,0.05,-10.54,0.11,6.9183097091893623e-12,2.8840315031266117e-11,RAR.mrt,direct_standard_rar_table_only
873,-11.21,0.05,-10.55,0.11,6.1659500186148099e-12,2.8183829312644493e-11,RAR.mrt,direct_standard_rar_table_only
874,-11.27,0.05,-10.57,0.11,5.3703179637025329e-12,2.6915348039269138e-11,RAR.mrt,direct_standard_rar_table_only
875,-11.32,0.05,-10.58,0.11,4.7863009232263802e-12,2.6302679918953815e-11,RAR.mrt,direct_standard_rar_table_only
876,-11.44,0.05,-10.66,0.11,3.6307805477010174e-12,2.1877616239495519e-11,RAR.mrt,direct_standard_rar_table_only
877,-11.54,0.05,-10.73,0.11,2.8840315031266117e-12,1.8620871366628657e-11,RAR.mrt,direct_standard_rar_table_only
878,-8.88,0.09,-9.0,0.13,1.3182567385564047e-09,1.0000000000000001e-09,RAR.mrt,direct_standard_rar_table_only
879,-9.0,0.08,-9.08,0.12,1.0000000000000001e-09,8.3176377110267092e-10,RAR.mrt,direct_standard_rar_table_only
880,-9.05,0.08,-9.11,0.13,8.912509381337441e-10,7.7624711662869273e-10,RAR.mrt,direct_standard_rar_table_only
881,-9.09,0.08,-9.14,0.14,8.1283051616409954e-10,7.2443596007498912e-10,RAR.mrt,direct_standard_rar_table_only
882,-9.22,0.08,-9.25,0.13,6.0255958607435691e-10,5.623413251903491e-10,RAR.mrt,direct_standard_rar_table_only
883,-9.23,0.08,-9.26,0.13,5.8884365535558835e-10,5.4954087385762482e-10,RAR.mrt,direct_standard_rar_table_only
884,-9.48,0.08,-9.49,0.13,3.3113112148259076e-10,3.2359365692962813e-10,RAR.mrt,direct_standard_rar_table_only
885,-9.71,0.08,-9.68,0.14,1.9498445997580414e-10,2.089296130854041e-10,RAR.mrt,direct_standard_rar_table_only
886,-9.87,0.08,-9.77,0.13,1.3489628825916561e-10,1.6982436524617461e-10,RAR.mrt,direct_standard_rar_table_only
887,-9.99,0.08,-9.82,0.12,1.0232929922807537e-10,1.5135612484362072e-10,RAR.mrt,direct_standard_rar_table_only
888,-10.08,0.08,-9.86,0.12,8.3176377110267092e-11,1.3803842646028866e-10,RAR.mrt,direct_standard_rar_table_only
889,-10.18,0.08,-9.92,0.12,6.6069344800759643e-11,1.2022644346174132e-10,RAR.mrt,direct_standard_rar_table_only
890,-10.26,0.08,-9.98,0.12,5.4954087385762479e-11,1.0471285480508985e-10,RAR.mrt,direct_standard_rar_table_only
891,-10.33,0.08,-10.02,0.12,4.6773514128719814e-11,9.5499258602143689e-11,RAR.mrt,direct_standard_rar_table_only
892,-10.4,0.08,-10.06,0.12,3.9810717055349695e-11,8.7096358995607968e-11,RAR.mrt,direct_standard_rar_table_only
893,-10.47,0.08,-10.12,0.12,3.3884415613920202e-11,7.5857757502918511e-11,RAR.mrt,direct_standard_rar_table_only
894,-10.54,0.08,-10.17,0.12,2.8840315031266117e-11,6.7608297539198192e-11,RAR.mrt,direct_standard_rar_table_only
895,-10.6,0.08,-10.2,0.12,2.5118864315095823e-11,6.3095734448019425e-11,RAR.mrt,direct_standard_rar_table_only
896,-10.67,0.08,-10.24,0.12,2.1379620895022323e-11,5.7543993733715666e-11,RAR.mrt,direct_standard_rar_table_only
897,-10.76,0.07,-10.29,0.12,1.7378008287493762e-11,5.1286138399136583e-11,RAR.mrt,direct_standard_rar_table_only
898,-10.85,0.07,-10.33,0.14,1.4125375446227554e-11,4.6773514128719814e-11,RAR.mrt,direct_standard_rar_table_only
899,-10.99,0.08,-10.38,0.15,1.0232929922807536e-11,4.1686938347033464e-11,RAR.mrt,direct_standard_rar_table_only
900,-9.13,0.1,-9.15,0.11,7.4131024130091618e-10,7.0794578438413732e-10,RAR.mrt,direct_standard_rar_table_only
901,-9.28,0.1,-9.24,0.11,5.2480746024977342e-10,5.7543993733715669e-10,RAR.mrt,direct_standard_rar_table_only
902,-9.34,0.1,-9.26,0.11,4.5708818961487517e-10,5.4954087385762482e-10,RAR.mrt,direct_standard_rar_table_only
903,-9.6,0.08,-9.34,0.1,2.511886431509582e-10,4.5708818961487517e-10,RAR.mrt,direct_standard_rar_table_only
904,-9.64,0.08,-9.35,0.09,2.2908676527677701e-10,4.4668359215096347e-10,RAR.mrt,direct_standard_rar_table_only
905,-9.68,0.08,-9.37,0.1,2.089296130854041e-10,4.2657951880159342e-10,RAR.mrt,direct_standard_rar_table_only
906,-9.7,0.08,-9.38,0.09,1.9952623149688828e-10,4.1686938347033463e-10,RAR.mrt,direct_standard_rar_table_only
907,-9.72,0.08,-9.4,0.09,1.9054607179632444e-10,3.9810717055349694e-10,RAR.mrt,direct_standard_rar_table_only
908,-9.73,0.08,-9.42,0.09,1.8620871366628656e-10,3.8018939632056128e-10,RAR.mrt,direct_standard_rar_table_only
909,-9.75,0.08,-9.43,0.09,1.7782794100389229e-10,3.7153522909717278e-10,RAR.mrt,direct_standard_rar_table_only
910,-9.76,0.08,-9.45,0.09,1.7378008287493763e-10,3.5481338923357605e-10,RAR.mrt,direct_standard_rar_table_only
911,-9.78,0.08,-9.47,0.09,1.6595869074375631e-10,3.3884415613920202e-10,RAR.mrt,direct_standard_rar_table_only
912,-9.79,0.08,-9.49,0.1,1.6218100973589331e-10,3.2359365692962813e-10,RAR.mrt,direct_standard_rar_table_only
913,-9.8,0.08,-9.5,0.1,1.5848931924611109e-10,3.1622776601683795e-10,RAR.mrt,direct_standard_rar_table_only
914,-9.81,0.08,-9.52,0.09,1.5488166189124796e-10,3.0199517204020193e-10,RAR.mrt,direct_standard_rar_table_only
915,-9.82,0.08,-9.54,0.1,1.5135612484362072e-10,2.8840315031266117e-10,RAR.mrt,direct_standard_rar_table_only
916,-9.83,0.09,-9.57,0.1,1.4791083881682071e-10,2.6915348039269137e-10,RAR.mrt,direct_standard_rar_table_only
917,-9.85,0.09,-9.58,0.09,1.4125375446227556e-10,2.6302679918953814e-10,RAR.mrt,direct_standard_rar_table_only
918,-9.87,0.09,-9.6,0.09,1.3489628825916561e-10,2.511886431509582e-10,RAR.mrt,direct_standard_rar_table_only
919,-9.87,0.09,-9.61,0.1,1.3489628825916561e-10,2.4547089156850336e-10,RAR.mrt,direct_standard_rar_table_only
920,-9.88,0.09,-9.62,0.1,1.3182567385564046e-10,2.3988329190194949e-10,RAR.mrt,direct_standard_rar_table_only
921,-9.92,0.09,-9.67,0.1,1.2022644346174132e-10,2.1379620895022325e-10,RAR.mrt,direct_standard_rar_table_only
922,-9.93,0.09,-9.69,0.09,1.1748975549395304e-10,2.0417379446695316e-10,RAR.mrt,direct_standard_rar_table_only
923,-9.95,0.09,-9.71,0.09,1.1220184543019652e-10,1.9498445997580414e-10,RAR.mrt,direct_standard_rar_table_only
924,-9.97,0.09,-9.73,0.11,1.0715193052376048e-10,1.8620871366628656e-10,RAR.mrt,direct_standard_rar_table_only
925,-9.99,0.09,-9.75,0.1,1.0232929922807537e-10,1.7782794100389229e-10,RAR.mrt,direct_standard_rar_table_only
926,-10.02,0.09,-9.79,0.09,9.5499258602143689e-11,1.6218100973589331e-10,RAR.mrt,direct_standard_rar_table_only
927,-10.19,0.09,-9.9,0.09,6.4565422903465622e-11,1.2589254117941662e-10,RAR.mrt,direct_standard_rar_table_only
928,-10.33,0.09,-9.97,0.09,4.6773514128719814e-11,1.0715193052376048e-10,RAR.mrt,direct_standard_rar_table_only
929,-10.34,0.09,-9.97,0.1,4.5708818961487517e-11,1.0715193052376048e-10,RAR.mrt,direct_standard_rar_table_only
930,-10.36,0.09,-9.98,0.1,4.3651583224016655e-11,1.0471285480508985e-10,RAR.mrt,direct_standard_rar_table_only
931,-10.38,0.09,-9.99,0.11,4.1686938347033464e-11,1.0232929922807537e-10,RAR.mrt,direct_standard_rar_table_only
932,-10.39,0.09,-10.0,0.1,4.0738027780411218e-11,1e-10,RAR.mrt,direct_standard_rar_table_only
933,-10.4,0.08,-10.01,0.09,3.9810717055349695e-11,9.772372209558111e-11,RAR.mrt,direct_standard_rar_table_only
934,-10.41,0.08,-10.01,0.09,3.8904514499428045e-11,9.772372209558111e-11,RAR.mrt,direct_standard_rar_table_only
935,-10.42,0.08,-10.02,0.09,3.8018939632056128e-11,9.5499258602143689e-11,RAR.mrt,direct_standard_rar_table_only
936,-10.44,0.08,-10.03,0.1,3.6307805477010174e-11,9.3325430079699241e-11,RAR.mrt,direct_standard_rar_table_only
937,-10.44,0.08,-10.03,0.09,3.6307805477010174e-11,9.3325430079699241e-11,RAR.mrt,direct_standard_rar_table_only
938,-10.54,0.08,-10.1,0.09,2.8840315031266117e-11,7.9432823472428218e-11,RAR.mrt,direct_standard_rar_table_only
939,-10.62,0.08,-10.16,0.09,2.3988329190194948e-11,6.9183097091893625e-11,RAR.mrt,direct_standard_rar_table_only
940,-10.7,0.07,-10.21,0.09,1.9952623149688828e-11,6.1659500186148097e-11,RAR.mrt,direct_standard_rar_table_only
941,-10.78,0.07,-10.26,0.09,1.6595869074375631e-11,5.4954087385762479e-11,RAR.mrt,direct_standard_rar_table_only
942,-10.86,0.07,-10.32,0.09,1.3803842646028866e-11,4.7863009232263801e-11,RAR.mrt,direct_standard_rar_table_only
943,-10.93,0.07,-10.35,0.09,1.1748975549395303e-11,4.4668359215096346e-11,RAR.mrt,direct_standard_rar_table_only
944,-11.07,0.07,-10.36,0.09,8.5113803820237597e-12,4.3651583224016655e-11,RAR.mrt,direct_standard_rar_table_only
