row_id,log10_gbar_m_per_s2,e_log10_gbar,log10_gobs_m_per_s2,e_log10_gobs,gbar_m_per_s2,gobs_m_per_s2,source_table,claim_boundary
2118,-9.95,0.08,-9.56,0.06,1.1220184543019652e-10,2.7542287033381632e-10,RAR.mrt,direct_standard_rar_table_only
2119,-10.07,0.08,-9.64,0.06,8.511380382023759e-11,2.2908676527677701e-10,RAR.mrt,direct_standard_rar_table_only
2120,-10.19,0.08,-9.73,0.06,6.4565422903465622e-11,1.8620871366628656e-10,RAR.mrt,direct_standard_rar_table_only
2121,-10.29,0.08,-9.8,0.06,5.1286138399136583e-11,1.5848931924611109e-10,RAR.mrt,direct_standard_rar_table_only
2122,-10.37,0.07,-9.85,0.06,4.2657951880159344e-11,1.4125375446227556e-10,RAR.mrt,direct_standard_rar_table_only
2123,-10.43,0.07,-9.89,0.06,3.7153522909717275e-11,1.2882495516931322e-10,RAR.mrt,direct_standard_rar_table_only
2124,-10.49,0.07,-9.94,0.06,3.235936569296281e-11,1.1481536214968841e-10,RAR.mrt,direct_standard_rar_table_only
2125,-10.57,0.07,-9.98,0.06,2.6915348039269138e-11,1.0471285480508985e-10,RAR.mrt,direct_standard_rar_table_only
2126,-10.65,0.07,-10.03,0.06,2.2387211385683377e-11,9.3325430079699241e-11,RAR.mrt,direct_standard_rar_table_only
2127,-10.71,0.07,-10.05,0.06,1.9498445997580414e-11,8.912509381337441e-11,RAR.mrt,direct_standard_rar_table_only
2128,-10.76,0.07,-10.09,0.06,1.7378008287493762e-11,8.1283051616409951e-11,RAR.mrt,direct_standard_rar_table_only
2129,-10.8,0.07,-10.12,0.06,1.5848931924611107e-11,7.5857757502918511e-11,RAR.mrt,direct_standard_rar_table_only
2130,-10.84,0.06,-10.15,0.06,1.445439770745928e-11,7.0794578438413739e-11,RAR.mrt,direct_standard_rar_table_only
2131,-10.87,0.06,-10.2,0.06,1.348962882591656e-11,6.3095734448019425e-11,RAR.mrt,direct_standard_rar_table_only
2132,-10.9,0.06,-10.23,0.06,1.2589254117941662e-11,5.8884365535558838e-11,RAR.mrt,direct_standard_rar_table_only
2133,-10.94,0.06,-10.26,0.06,1.148153621496884e-11,5.4954087385762479e-11,RAR.mrt,direct_standard_rar_table_only
2134,-10.98,0.06,-10.27,0.06,1.0471285480508986e-11,5.3703179637025328e-11,RAR.mrt,direct_standard_rar_table_only
2135,-11.02,0.06,-10.28,0.06,9.5499258602143682e-12,5.2480746024977339e-11,RAR.mrt,direct_standard_rar_table_only
2136,-11.06,0.06,-10.28,0.06,8.7096358995607959e-12,5.2480746024977339e-11,RAR.mrt,direct_standard_rar_table_only
2137,-11.1,0.06,-10.29,0.06,7.9432823472428214e-12,5.1286138399136583e-11,RAR.mrt,direct_standard_rar_table_only
2138,-11.13,0.06,-10.32,0.06,7.4131024130091626e-12,4.7863009232263801e-11,RAR.mrt,direct_standard_rar_table_only
2139,-11.15,0.06,-10.33,0.06,7.0794578438413731e-12,4.6773514128719814e-11,RAR.mrt,direct_standard_rar_table_only
2140,-11.17,0.06,-10.33,0.06,6.7608297539198185e-12,4.6773514128719814e-11,RAR.mrt,direct_standard_rar_table_only
2141,-11.18,0.05,-10.35,0.06,6.6069344800759645e-12,4.4668359215096346e-11,RAR.mrt,direct_standard_rar_table_only
2142,-11.2,0.05,-10.36,0.06,6.3095734448019426e-12,4.3651583224016655e-11,RAR.mrt,direct_standard_rar_table_only
2143,-11.22,0.05,-10.36,0.06,6.0255958607435685e-12,4.3651583224016655e-11,RAR.mrt,direct_standard_rar_table_only
2144,-9.53,0.09,-9.4,0.05,2.9512092266663898e-10,3.9810717055349694e-10,RAR.mrt,direct_standard_rar_table_only
2145,-9.78,0.1,-9.6,0.03,1.6595869074375631e-10,2.511886431509582e-10,RAR.mrt,direct_standard_rar_table_only
2146,-10.09,0.1,-9.8,0.03,8.1283051616409951e-11,1.5848931924611109e-10,RAR.mrt,direct_standard_rar_table_only
2147,-10.27,0.1,-9.95,0.03,5.3703179637025328e-11,1.1220184543019652e-10,RAR.mrt,direct_standard_rar_table_only
2148,-10.49,0.1,-10.18,0.07,3.235936569296281e-11,6.6069344800759643e-11,RAR.mrt,direct_standard_rar_table_only
2149,-10.65,0.09,-10.17,0.05,2.2387211385683377e-11,6.7608297539198192e-11,RAR.mrt,direct_standard_rar_table_only
2150,-10.8,0.09,-10.34,0.06,1.5848931924611107e-11,4.5708818961487517e-11,RAR.mrt,direct_standard_rar_table_only
2151,-10.92,0.09,-10.5,0.06,1.202264434617413e-11,3.1622776601683794e-11,RAR.mrt,direct_standard_rar_table_only
2152,-11.13,0.09,-10.54,0.06,7.4131024130091626e-12,2.8840315031266117e-11,RAR.mrt,direct_standard_rar_table_only
2153,-11.21,0.09,-10.61,0.06,6.1659500186148099e-12,2.4547089156850335e-11,RAR.mrt,direct_standard_rar_table_only
2154,-11.29,0.09,-10.67,0.07,5.128613839913659e-12,2.1379620895022323e-11,RAR.mrt,direct_standard_rar_table_only
2155,-10.11,0.11,-9.81,0.07,7.7624711662869273e-11,1.5488166189124796e-10,RAR.mrt,direct_standard_rar_table_only
2156,-10.0,0.11,-9.77,0.04,1e-10,1.6982436524617461e-10,RAR.mrt,direct_standard_rar_table_only
2157,-9.94,0.11,-9.72,0.04,1.1481536214968841e-10,1.9054607179632444e-10,RAR.mrt,direct_standard_rar_table_only
2158,-9.93,0.11,-9.67,0.05,1.1748975549395304e-10,2.1379620895022325e-10,RAR.mrt,direct_standard_rar_table_only
2159,-9.95,0.11,-9.67,0.04,1.1220184543019652e-10,2.1379620895022325e-10,RAR.mrt,direct_standard_rar_table_only
2160,-9.97,0.11,-9.66,0.04,1.0715193052376048e-10,2.1877616239495518e-10,RAR.mrt,direct_standard_rar_table_only
2161,-10.0,0.11,-9.68,0.04,1e-10,2.089296130854041e-10,RAR.mrt,direct_standard_rar_table_only
2162,-10.02,0.11,-9.73,0.03,9.5499258602143689e-11,1.8620871366628656e-10,RAR.mrt,direct_standard_rar_table_only
2163,-10.04,0.11,-9.75,0.03,9.1201083935591153e-11,1.7782794100389229e-10,RAR.mrt,direct_standard_rar_table_only
2164,-10.05,0.11,-9.76,0.04,8.912509381337441e-11,1.7378008287493763e-10,RAR.mrt,direct_standard_rar_table_only
2165,-10.06,0.11,-9.75,0.04,8.7096358995607968e-11,1.7782794100389229e-10,RAR.mrt,direct_standard_rar_table_only
2166,-10.06,0.11,-9.75,0.04,8.7096358995607968e-11,1.7782794100389229e-10,RAR.mrt,direct_standard_rar_table_only
2167,-10.07,0.11,-9.77,0.03,8.511380382023759e-11,1.6982436524617461e-10,RAR.mrt,direct_standard_rar_table_only
2168,-10.07,0.11,-9.77,0.03,8.511380382023759e-11,1.6982436524617461e-10,RAR.mrt,direct_standard_rar_table_only
2169,-10.06,0.11,-9.77,0.04,8.7096358995607968e-11,1.6982436524617461e-10,RAR.mrt,direct_standard_rar_table_only
2170,-10.06,0.11,-9.8,0.03,8.7096358995607968e-11,1.5848931924611109e-10,RAR.mrt,direct_standard_rar_table_only
2171,-10.07,0.11,-9.8,0.03,8.511380382023759e-11,1.5848931924611109e-10,RAR.mrt,direct_standard_rar_table_only
2172,-10.07,0.11,-9.81,0.03,8.511380382023759e-11,1.5488166189124796e-10,RAR.mrt,direct_standard_rar_table_only
2173,-10.07,0.11,-9.82,0.04,8.511380382023759e-11,1.5135612484362072e-10,RAR.mrt,direct_standard_rar_table_only
2174,-10.07,0.11,-9.84,0.04,8.511380382023759e-11,1.4454397707459281e-10,RAR.mrt,direct_standard_rar_table_only
2175,-10.09,0.11,-9.86,0.03,8.1283051616409951e-11,1.3803842646028866e-10,RAR.mrt,direct_standard_rar_table_only
2176,-10.11,0.11,-9.88,0.03,7.7624711662869273e-11,1.3182567385564046e-10,RAR.mrt,direct_standard_rar_table_only
2177,-10.13,0.11,-9.91,0.03,7.4131024130091616e-11,1.2302687708123812e-10,RAR.mrt,direct_standard_rar_table_only
2178,-10.15,0.11,-9.92,0.03,7.0794578438413739e-11,1.2022644346174132e-10,RAR.mrt,direct_standard_rar_table_only
2179,-10.17,0.11,-9.93,0.03,6.7608297539198192e-11,1.1748975549395304e-10,RAR.mrt,direct_standard_rar_table_only
2180,-10.19,0.11,-9.95,0.03,6.4565422903465622e-11,1.1220184543019652e-10,RAR.mrt,direct_standard_rar_table_only
2181,-10.21,0.11,-9.96,0.04,6.1659500186148097e-11,1.0964781961431829e-10,RAR.mrt,direct_standard_rar_table_only
2182,-10.23,0.11,-9.96,0.04,5.8884365535558838e-11,1.0964781961431829e-10,RAR.mrt,direct_standard_rar_table_only
2183,-10.24,0.11,-9.96,0.04,5.7543993733715666e-11,1.0964781961431829e-10,RAR.mrt,direct_standard_rar_table_only
2184,-10.26,0.1,-9.98,0.04,5.4954087385762479e-11,1.0471285480508985e-10,RAR.mrt,direct_standard_rar_table_only
2185,-10.27,0.1,-10.0,0.04,5.3703179637025328e-11,1e-10,RAR.mrt,direct_standard_rar_table_only
2186,-10.28,0.1,-9.99,0.04,5.2480746024977339e-11,1.0232929922807537e-10,RAR.mrt,direct_standard_rar_table_only
2187,-10.28,0.1,-9.97,0.04,5.2480746024977339e-11,1.0715193052376048e-10,RAR.mrt,direct_standard_rar_table_only
2188,-10.29,0.1,-9.96,0.04,5.1286138399136583e-11,1.0964781961431829e-10,RAR.mrt,direct_standard_rar_table_only
2189,-10.3,0.1,-9.96,0.04,5.0118723362727148e-11,1.0964781961431829e-10,RAR.mrt,direct_standard_rar_table_only
2190,-10.31,0.1,-9.95,0.05,4.897788193684456e-11,1.1220184543019652e-10,RAR.mrt,direct_standard_rar_table_only
2191,-10.32,0.1,-9.94,0.05,4.7863009232263801e-11,1.1481536214968841e-10,RAR.mrt,direct_standard_rar_table_only
2192,-10.34,0.1,-9.95,0.05,4.5708818961487517e-11,1.1220184543019652e-10,RAR.mrt,direct_standard_rar_table_only
2193,-10.39,0.1,-10.0,0.05,4.0738027780411218e-11,1e-10,RAR.mrt,direct_standard_rar_table_only
2194,-10.45,0.09,-10.02,0.04,3.5481338923357607e-11,9.5499258602143689e-11,RAR.mrt,direct_standard_rar_table_only
2195,-10.5,0.09,-10.04,0.03,3.1622776601683794e-11,9.1201083935591153e-11,RAR.mrt,direct_standard_rar_table_only
2196,-10.56,0.09,-10.07,0.03,2.7542287033381634e-11,8.511380382023759e-11,RAR.mrt,direct_standard_rar_table_only
2197,-10.61,0.09,-10.1,0.03,2.4547089156850335e-11,7.9432823472428218e-11,RAR.mrt,direct_standard_rar_table_only
2198,-10.66,0.08,-10.13,0.03,2.1877616239495519e-11,7.4131024130091616e-11,RAR.mrt,direct_standard_rar_table_only
2199,-10.7,0.08,-10.16,0.03,1.9952623149688828e-11,6.9183097091893625e-11,RAR.mrt,direct_standard_rar_table_only
2200,-10.74,0.08,-10.19,0.03,1.8197008586099825e-11,6.4565422903465622e-11,RAR.mrt,direct_standard_rar_table_only
2201,-10.77,0.07,-10.21,0.03,1.6982436524617461e-11,6.1659500186148097e-11,RAR.mrt,direct_standard_rar_table_only
2202,-10.8,0.07,-10.23,0.03,1.5848931924611107e-11,5.8884365535558838e-11,RAR.mrt,direct_standard_rar_table_only
2203,-10.83,0.07,-10.25,0.03,1.4791083881682073e-11,5.6234132519034906e-11,RAR.mrt,direct_standard_rar_table_only
2204,-10.86,0.06,-10.28,0.04,1.3803842646028866e-11,5.2480746024977339e-11,RAR.mrt,direct_standard_rar_table_only
2205,-10.88,0.06,-10.3,0.03,1.3182567385564048e-11,5.0118723362727148e-11,RAR.mrt,direct_standard_rar_table_only
2206,-10.91,0.06,-10.31,0.03,1.2302687708123811e-11,4.897788193684456e-11,RAR.mrt,direct_standard_rar_table_only
2207,-10.93,0.06,-10.32,0.03,1.1748975549395303e-11,4.7863009232263801e-11,RAR.mrt,direct_standard_rar_table_only
2208,-10.95,0.06,-10.34,0.04,1.1220184543019653e-11,4.5708818961487517e-11,RAR.mrt,direct_standard_rar_table_only
2209,-10.98,0.06,-10.34,0.04,1.0471285480508986e-11,4.5708818961487517e-11,RAR.mrt,direct_standard_rar_table_only
2210,-11.0,0.05,-10.35,0.04,9.9999999999999994e-12,4.4668359215096346e-11,RAR.mrt,direct_standard_rar_table_only
2211,-11.03,0.05,-10.37,0.04,9.3325430079699234e-12,4.2657951880159344e-11,RAR.mrt,direct_standard_rar_table_only
2212,-11.06,0.05,-10.38,0.04,8.7096358995607959e-12,4.1686938347033464e-11,RAR.mrt,direct_standard_rar_table_only
2213,-11.08,0.05,-10.4,0.04,8.3176377110267085e-12,3.9810717055349695e-11,RAR.mrt,direct_standard_rar_table_only
2214,-11.11,0.05,-10.41,0.03,7.762471166286927e-12,3.8904514499428045e-11,RAR.mrt,direct_standard_rar_table_only
2215,-11.13,0.05,-10.42,0.03,7.4131024130091626e-12,3.8018939632056128e-11,RAR.mrt,direct_standard_rar_table_only
2216,-11.16,0.05,-10.44,0.03,6.9183097091893623e-12,3.6307805477010174e-11,RAR.mrt,direct_standard_rar_table_only
2217,-11.18,0.05,-10.45,0.04,6.6069344800759645e-12,3.5481338923357607e-11,RAR.mrt,direct_standard_rar_table_only
2218,-11.21,0.05,-10.46,0.04,6.1659500186148099e-12,3.4673685045253096e-11,RAR.mrt,direct_standard_rar_table_only
2219,-11.24,0.05,-10.46,0.04,5.7543993733715668e-12,3.4673685045253096e-11,RAR.mrt,direct_standard_rar_table_only
2220,-11.27,0.05,-10.47,0.05,5.3703179637025329e-12,3.3884415613920202e-11,RAR.mrt,direct_standard_rar_table_only
2221,-11.29,0.05,-10.49,0.06,5.128613839913659e-12,3.235936569296281e-11,RAR.mrt,direct_standard_rar_table_only
2222,-11.32,0.05,-10.52,0.06,4.7863009232263802e-12,3.019951720402019e-11,RAR.mrt,direct_standard_rar_table_only
2223,-11.34,0.05,-10.52,0.05,4.5708818961487516e-12,3.019951720402019e-11,RAR.mrt,direct_standard_rar_table_only
2224,-11.36,0.05,-10.52,0.05,4.3651583224016651e-12,3.019951720402019e-11,RAR.mrt,direct_standard_rar_table_only
2225,-11.37,0.05,-10.54,0.05,4.2657951880159344e-12,2.8840315031266117e-11,RAR.mrt,direct_standard_rar_table_only
2226,-11.39,0.05,-10.55,0.04,4.0738027780411221e-12,2.8183829312644493e-11,RAR.mrt,direct_standard_rar_table_only
2227,-9.88,0.11,-9.87,0.12,1.3182567385564046e-10,1.3489628825916561e-10,RAR.mrt,direct_standard_rar_table_only
2228,-10.04,0.11,-9.87,0.11,9.1201083935591153e-11,1.3489628825916561e-10,RAR.mrt,direct_standard_rar_table_only
2229,-10.12,0.11,-9.81,0.12,7.5857757502918511e-11,1.5488166189124796e-10,RAR.mrt,direct_standard_rar_table_only
2230,-10.17,0.11,-9.87,0.12,6.7608297539198192e-11,1.3489628825916561e-10,RAR.mrt,direct_standard_rar_table_only
2231,-10.23,0.11,-9.97,0.13,5.8884365535558838e-11,1.0715193052376048e-10,RAR.mrt,direct_standard_rar_table_only
2232,-10.29,0.11,-9.97,0.11,5.1286138399136583e-11,1.0715193052376048e-10,RAR.mrt,direct_standard_rar_table_only
2233,-10.35,0.11,-10.08,0.12,4.4668359215096346e-11,8.3176377110267092e-11,RAR.mrt,direct_standard_rar_table_only
2234,-10.38,0.1,-10.05,0.12,4.1686938347033464e-11,8.912509381337441e-11,RAR.mrt,direct_standard_rar_table_only
2235,-10.46,0.1,-10.14,0.11,3.4673685045253096e-11,7.2443596007498915e-11,RAR.mrt,direct_standard_rar_table_only
2236,-10.52,0.1,-10.22,0.11,3.019951720402019e-11,6.0255958607435689e-11,RAR.mrt,direct_standard_rar_table_only
2237,-10.58,0.1,-10.26,0.11,2.6302679918953815e-11,5.4954087385762479e-11,RAR.mrt,direct_standard_rar_table_only
2238,-10.65,0.09,-10.29,0.11,2.2387211385683377e-11,5.1286138399136583e-11,RAR.mrt,direct_standard_rar_table_only
2239,-10.7,0.09,-10.32,0.11,1.9952623149688828e-11,4.7863009232263801e-11,RAR.mrt,direct_standard_rar_table_only
2240,-10.76,0.09,-10.36,0.11,1.7378008287493762e-11,4.3651583224016655e-11,RAR.mrt,direct_standard_rar_table_only
2241,-10.81,0.09,-10.38,0.11,1.5488166189124796e-11,4.1686938347033464e-11,RAR.mrt,direct_standard_rar_table_only
2242,-10.85,0.09,-10.41,0.11,1.4125375446227554e-11,3.8904514499428045e-11,RAR.mrt,direct_standard_rar_table_only
2243,-10.89,0.09,-10.43,0.11,1.2882495516931322e-11,3.7153522909717275e-11,RAR.mrt,direct_standard_rar_table_only
2244,-10.93,0.08,-10.46,0.11,1.1748975549395303e-11,3.4673685045253096e-11,RAR.mrt,direct_standard_rar_table_only
2245,-10.96,0.08,-10.49,0.11,1.0964781961431828e-11,3.235936569296281e-11,RAR.mrt,direct_standard_rar_table_only
2246,-10.99,0.08,-10.51,0.11,1.0232929922807536e-11,3.0902954325135919e-11,RAR.mrt,direct_standard_rar_table_only
2247,-11.02,0.08,-10.53,0.11,9.5499258602143682e-12,2.9512092266663903e-11,RAR.mrt,direct_standard_rar_table_only
2248,-11.04,0.07,-10.56,0.11,9.1201083935591156e-12,2.7542287033381634e-11,RAR.mrt,direct_standard_rar_table_only
2249,-10.48,0.11,-10.26,0.15,3.311311214825908e-11,5.4954087385762479e-11,RAR.mrt,direct_standard_rar_table_only
2250,-10.49,0.1,-10.24,0.14,3.235936569296281e-11,5.7543993733715666e-11,RAR.mrt,direct_standard_rar_table_only
2251,-10.55,0.1,-10.28,0.14,2.8183829312644493e-11,5.2480746024977339e-11,RAR.mrt,direct_standard_rar_table_only
2252,-10.61,0.1,-10.31,0.14,2.4547089156850335e-11,4.897788193684456e-11,RAR.mrt,direct_standard_rar_table_only
2253,-10.67,0.1,-10.32,0.14,2.1379620895022323e-11,4.7863009232263801e-11,RAR.mrt,direct_standard_rar_table_only
2254,-10.78,0.09,-10.34,0.14,1.6595869074375631e-11,4.5708818961487517e-11,RAR.mrt,direct_standard_rar_table_only
2255,-10.86,0.09,-10.35,0.14,1.3803842646028866e-11,4.4668359215096346e-11,RAR.mrt,direct_standard_rar_table_only
2256,-10.92,0.08,-10.36,0.14,1.202264434617413e-11,4.3651583224016655e-11,RAR.mrt,direct_standard_rar_table_only
2257,-10.98,0.08,-10.43,0.14,1.0471285480508986e-11,3.7153522909717275e-11,RAR.mrt,direct_standard_rar_table_only
2258,-11.05,0.07,-10.48,0.14,8.912509381337441e-12,3.311311214825908e-11,RAR.mrt,direct_standard_rar_table_only
2259,-11.11,0.07,-10.52,0.14,7.762471166286927e-12,3.019951720402019e-11,RAR.mrt,direct_standard_rar_table_only
2260,-11.16,0.07,-10.59,0.14,6.9183097091893623e-12,2.5703957827688646e-11,RAR.mrt,direct_standard_rar_table_only
2261,-11.2,0.07,-10.61,0.14,6.3095734448019426e-12,2.4547089156850335e-11,RAR.mrt,direct_standard_rar_table_only
2262,-11.24,0.06,-10.64,0.13,5.7543993733715668e-12,2.2908676527677699e-11,RAR.mrt,direct_standard_rar_table_only
2263,-11.28,0.06,-10.65,0.14,5.2480746024977338e-12,2.2387211385683377e-11,RAR.mrt,direct_standard_rar_table_only
2264,-11.31,0.06,-10.68,0.13,4.8977881936844567e-12,2.0892961308540409e-11,RAR.mrt,direct_standard_rar_table_only
2265,-11.35,0.06,-10.68,0.14,4.4668359215096347e-12,2.0892961308540409e-11,RAR.mrt,direct_standard_rar_table_only
2266,-11.39,0.06,-10.66,0.14,4.0738027780411221e-12,2.1877616239495519e-11,RAR.mrt,direct_standard_rar_table_only
2267,-11.41,0.05,-10.69,0.14,3.8904514499428045e-12,2.0417379446695317e-11,RAR.mrt,direct_standard_rar_table_only
2268,-11.46,0.05,-10.7,0.14,3.4673685045253096e-12,1.9952623149688828e-11,RAR.mrt,direct_standard_rar_table_only
2269,-11.5,0.05,-10.69,0.14,3.1622776601683794e-12,2.0417379446695317e-11,RAR.mrt,direct_standard_rar_table_only
2270,-11.56,0.06,-10.7,0.14,2.7542287033381634e-12,1.9952623149688828e-11,RAR.mrt,direct_standard_rar_table_only
2271,-11.59,0.06,-10.74,0.14,2.5703957827688646e-12,1.8197008586099825e-11,RAR.mrt,direct_standard_rar_table_only
2272,-11.62,0.06,-10.76,0.14,2.3988329190194949e-12,1.7378008287493762e-11,RAR.mrt,direct_standard_rar_table_only
2273,-11.66,0.06,-10.78,0.14,2.1877616239495518e-12,1.6595869074375631e-11,RAR.mrt,direct_standard_rar_table_only
2274,-11.7,0.06,-10.78,0.14,1.9952623149688827e-12,1.6595869074375631e-11,RAR.mrt,direct_standard_rar_table_only
2275,-11.75,0.06,-10.79,0.14,1.7782794100389228e-12,1.6218100973589331e-11,RAR.mrt,direct_standard_rar_table_only
2276,-11.76,0.06,-10.79,0.14,1.7378008287493763e-12,1.6218100973589331e-11,RAR.mrt,direct_standard_rar_table_only
2277,-11.79,0.06,-10.81,0.14,1.6218100973589331e-12,1.5488166189124796e-11,RAR.mrt,direct_standard_rar_table_only
2278,-11.82,0.06,-10.82,0.14,1.5135612484362072e-12,1.5135612484362072e-11,RAR.mrt,direct_standard_rar_table_only
2279,-11.82,0.05,-10.81,0.14,1.5135612484362072e-12,1.5488166189124796e-11,RAR.mrt,direct_standard_rar_table_only
2280,-11.76,0.05,-10.82,0.14,1.7378008287493763e-12,1.5135612484362072e-11,RAR.mrt,direct_standard_rar_table_only
2281,-11.76,0.05,-10.85,0.13,1.7378008287493763e-12,1.4125375446227554e-11,RAR.mrt,direct_standard_rar_table_only
2282,-11.73,0.04,-10.85,0.13,1.8620871366628655e-12,1.4125375446227554e-11,RAR.mrt,direct_standard_rar_table_only
2283,-11.69,0.04,-10.85,0.13,2.0417379446695316e-12,1.4125375446227554e-11,RAR.mrt,direct_standard_rar_table_only
2284,-8.73,0.09,-8.71,0.05,1.8620871366628656e-09,1.9498445997580416e-09,RAR.mrt,direct_standard_rar_table_only
2285,-9.05,0.08,-9.29,0.06,8.912509381337441e-10,5.1286138399136583e-10,RAR.mrt,direct_standard_rar_table_only
2286,-9.15,0.09,-9.35,0.03,7.0794578438413732e-10,4.4668359215096347e-10,RAR.mrt,direct_standard_rar_table_only
2287,-9.32,0.09,-9.41,0.03,4.7863009232263798e-10,3.8904514499428046e-10,RAR.mrt,direct_standard_rar_table_only
2288,-9.46,0.09,-9.5,0.03,3.4673685045253098e-10,3.1622776601683795e-10,RAR.mrt,direct_standard_rar_table_only
2289,-9.58,0.09,-9.57,0.03,2.6302679918953814e-10,2.6915348039269137e-10,RAR.mrt,direct_standard_rar_table_only
2290,-9.68,0.09,-9.63,0.03,2.089296130854041e-10,2.3442288153199181e-10,RAR.mrt,direct_standard_rar_table_only
2291,-9.77,0.09,-9.68,0.03,1.6982436524617461e-10,2.089296130854041e-10,RAR.mrt,direct_standard_rar_table_only
2292,-9.84,0.09,-9.73,0.03,1.4454397707459281e-10,1.8620871366628656e-10,RAR.mrt,direct_standard_rar_table_only
2293,-9.93,0.09,-9.77,0.02,1.1748975549395304e-10,1.6982436524617461e-10,RAR.mrt,direct_standard_rar_table_only
2294,-10.0,0.09,-9.8,0.02,1e-10,1.5848931924611109e-10,RAR.mrt,direct_standard_rar_table_only
2295,-10.06,0.09,-9.85,0.02,8.7096358995607968e-11,1.4125375446227556e-10,RAR.mrt,direct_standard_rar_table_only
2296,-10.12,0.09,-9.9,0.02,7.5857757502918511e-11,1.2589254117941662e-10,RAR.mrt,direct_standard_rar_table_only
2297,-10.17,0.09,-9.94,0.02,6.7608297539198192e-11,1.1481536214968841e-10,RAR.mrt,direct_standard_rar_table_only
2298,-10.22,0.08,-9.97,0.02,6.0255958607435689e-11,1.0715193052376048e-10,RAR.mrt,direct_standard_rar_table_only
2299,-10.28,0.08,-10.01,0.03,5.2480746024977339e-11,9.772372209558111e-11,RAR.mrt,direct_standard_rar_table_only
2300,-10.33,0.08,-10.06,0.03,4.6773514128719814e-11,8.7096358995607968e-11,RAR.mrt,direct_standard_rar_table_only
2301,-10.38,0.08,-10.09,0.03,4.1686938347033464e-11,8.1283051616409951e-11,RAR.mrt,direct_standard_rar_table_only
2302,-9.33,0.11,-9.38,0.06,4.6773514128719813e-10,4.1686938347033463e-10,RAR.mrt,direct_standard_rar_table_only
2303,-9.34,0.11,-9.38,0.06,4.5708818961487517e-10,4.1686938347033463e-10,RAR.mrt,direct_standard_rar_table_only
2304,-9.35,0.11,-9.16,0.05,4.4668359215096347e-10,6.918309709189363e-10,RAR.mrt,direct_standard_rar_table_only
2305,-9.38,0.11,-9.21,0.05,4.1686938347033463e-10,6.1659500186148092e-10,RAR.mrt,direct_standard_rar_table_only
2306,-9.44,0.11,-9.28,0.05,3.6307805477010177e-10,5.2480746024977342e-10,RAR.mrt,direct_standard_rar_table_only
2307,-9.95,0.11,-9.79,0.05,1.1220184543019652e-10,1.6218100973589331e-10,RAR.mrt,direct_standard_rar_table_only
2308,-10.24,0.1,-10.03,0.05,5.7543993733715666e-11,9.3325430079699241e-11,RAR.mrt,direct_standard_rar_table_only
2309,-10.43,0.1,-10.2,0.05,3.7153522909717275e-11,6.3095734448019425e-11,RAR.mrt,direct_standard_rar_table_only
2310,-10.55,0.09,-10.3,0.04,2.8183829312644493e-11,5.0118723362727148e-11,RAR.mrt,direct_standard_rar_table_only
2311,-10.69,0.09,-10.4,0.05,2.0417379446695317e-11,3.9810717055349695e-11,RAR.mrt,direct_standard_rar_table_only
2312,-10.84,0.09,-10.49,0.05,1.445439770745928e-11,3.235936569296281e-11,RAR.mrt,direct_standard_rar_table_only
2313,-10.96,0.09,-10.54,0.04,1.0964781961431828e-11,2.8840315031266117e-11,RAR.mrt,direct_standard_rar_table_only
2314,-11.04,0.08,-10.6,0.06,9.1201083935591156e-12,2.5118864315095823e-11,RAR.mrt,direct_standard_rar_table_only
2315,-10.78,0.11,-10.28,0.18,1.6595869074375631e-11,5.2480746024977339e-11,RAR.mrt,direct_standard_rar_table_only
2316,-10.8,0.11,-10.29,0.19,1.5848931924611107e-11,5.1286138399136583e-11,RAR.mrt,direct_standard_rar_table_only
2317,-10.81,0.11,-10.31,0.17,1.5488166189124796e-11,4.897788193684456e-11,RAR.mrt,direct_standard_rar_table_only
2318,-10.84,0.1,-10.29,0.17,1.445439770745928e-11,5.1286138399136583e-11,RAR.mrt,direct_standard_rar_table_only
2319,-10.87,0.1,-10.29,0.17,1.348962882591656e-11,5.1286138399136583e-11,RAR.mrt,direct_standard_rar_table_only
2320,-10.92,0.1,-10.22,0.18,1.202264434617413e-11,6.0255958607435689e-11,RAR.mrt,direct_standard_rar_table_only
2321,-10.96,0.1,-10.25,0.18,1.0964781961431828e-11,5.6234132519034906e-11,RAR.mrt,direct_standard_rar_table_only
2322,-11.0,0.1,-10.3,0.18,9.9999999999999994e-12,5.0118723362727148e-11,RAR.mrt,direct_standard_rar_table_only
2323,-11.04,0.1,-10.37,0.17,9.1201083935591156e-12,4.2657951880159344e-11,RAR.mrt,direct_standard_rar_table_only
2324,-11.08,0.09,-10.41,0.18,8.3176377110267085e-12,3.8904514499428045e-11,RAR.mrt,direct_standard_rar_table_only
2325,-11.11,0.07,-10.43,0.19,7.762471166286927e-12,3.7153522909717275e-11,RAR.mrt,direct_standard_rar_table_only
2326,-11.18,0.06,-10.5,0.17,6.6069344800759645e-12,3.1622776601683794e-11,RAR.mrt,direct_standard_rar_table_only
2327,-11.27,0.06,-10.5,0.18,5.3703179637025329e-12,3.1622776601683794e-11,RAR.mrt,direct_standard_rar_table_only
2328,-11.3,0.06,-10.49,0.18,5.0118723362727147e-12,3.235936569296281e-11,RAR.mrt,direct_standard_rar_table_only
2329,-11.35,0.06,-10.52,0.17,4.4668359215096347e-12,3.019951720402019e-11,RAR.mrt,direct_standard_rar_table_only
