row_id,galaxy_id,radius_kpc,vobs_km_s,vgas_km_s,vdisk_km_s_ml1,vbul_km_s_ml1,gobs_m_per_s2,log10_gobs,vbar_ml1_km_s_preparatory,gbar_status,mass_to_light_assumption_required,claim_boundary
681,NGC1090,23.89,165.00,45.07,121.68,0.00,3.693186109465167e-11,-10.432598806544204,129.75872725947954,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
682,NGC1090,25.11,163.00,46.68,118.15,0.00,3.4290826340600293e-11,-10.464822049127145,127.03717920357016,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
683,NGC1090,26.33,162.00,48.39,114.89,0.00,3.2301941387078589e-11,-10.490771375242945,124.66476727608327,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
684,NGC1090,27.65,162.00,50.01,111.67,0.00,3.0759859555941383e-11,-10.512015651777594,122.35681019052434,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
685,NGC1090,28.87,162.00,51.42,108.99,0.00,2.9459997115406274e-11,-10.530767300017597,120.51073188724729,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
686,NGC1090,30.09,160.00,52.53,106.10,0.00,2.7571934134189346e-11,-10.559532767650369,118.391768717255,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
687,NGC1705,0.22,50.20,5.62,33.24,0.00,3.7122242911688084e-10,-9.4303657917543067,33.711748693890087,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
688,NGC1705,0.66,62.20,13.36,44.88,0.00,1.8997055372990815e-10,-9.7213137113823702,46.826317386700403,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
689,NGC1705,1.11,72.40,17.38,43.65,0.00,1.5303952475889999e-10,-9.8151963916145011,46.982836227711921,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
690,NGC1705,1.55,73.20,17.38,39.37,0.00,1.1203144012820888e-10,-9.9506600812756467,43.035581789956083,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
691,NGC1705,2.00,72.90,17.17,35.30,0.00,8.6114149318080153e-11,-10.064925484250169,39.254285116404802,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
692,NGC1705,2.45,72.60,16.22,31.81,0.00,6.9719876929109296e-11,-10.156643388186483,35.706645039824167,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
693,NGC1705,2.89,71.50,15.26,28.94,0.00,5.7327591427203989e-11,-10.241636304376526,32.716833587619689,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
694,NGC1705,3.34,71.10,14.31,26.66,0.00,4.905035889758098e-11,-10.30935781057417,30.257754378010276,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
695,NGC1705,3.78,71.40,13.46,24.88,0.00,4.3707310016973011e-11,-10.359445921507016,28.287559102898925,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
696,NGC1705,4.22,71.50,13.36,23.42,0.00,3.9259890811521221e-11,-10.406050912581652,26.962677908546105,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
697,NGC1705,4.66,71.50,13.36,22.20,0.00,3.5552948331463419e-11,-10.449124378309977,25.910028946336592,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
698,NGC1705,5.11,71.30,13.46,21.14,0.00,3.2240933984257189e-11,-10.491592385653121,25.061348726674709,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
699,NGC1705,5.56,71.80,13.46,20.22,0.00,3.0048552201645986e-11,-10.522176448319595,24.290327292978166,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
700,NGC1705,6.00,71.50,14.31,19.44,0.00,2.7612789870769922e-11,-10.558889712003621,24.138966423606458,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
701,NGC2366,0.12,4.20,-0.46,3.95,0.00,4.7639455554832167e-12,-11.322033210473963,3.923123755376575,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
702,NGC2366,0.36,9.41,-0.53,11.20,0.00,7.9712457944346832e-12,-11.098473799134911,11.187452793196492,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
703,NGC2366,0.59,15.30,1.73,15.88,0.00,1.2858203794339517e-11,-10.890819695229085,15.973956929953205,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
704,NGC2366,0.83,18.40,4.19,19.68,0.00,1.3219255858244387e-11,-10.878792991579139,20.121095894607727,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
705,NGC2366,1.07,23.40,6.57,22.21,0.00,1.6584309418020151e-11,-10.780302608087062,23.161368698762171,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
706,NGC2366,1.31,28.10,9.69,23.33,0.00,1.9533982707924925e-11,-10.709209201067743,25.262323725263279,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
707,NGC2366,1.54,33.10,12.94,22.77,0.00,2.3056040242260658e-11,-10.637215278507163,26.190007636501367,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
708,NGC2366,1.79,37.50,15.67,22.48,0.00,2.546003282559295e-11,-10.594141040746594,27.402541852901166,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
709,NGC2366,2.02,40.50,17.89,22.28,0.00,2.631528826490653e-11,-10.579791868239425,28.573597953355474,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
710,NGC2366,2.26,42.30,19.31,22.00,0.00,2.5657937941636757e-11,-10.590778249619454,29.272446088429302,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
711,NGC2366,2.49,45.20,20.12,21.29,0.00,2.6590528994001668e-11,-10.575273022695111,29.292976974012049,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
712,NGC2366,2.74,47.40,21.03,20.52,0.00,2.6573917066978176e-11,-10.575544424694357,29.382499893644177,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
713,NGC2366,2.97,48.10,22.14,19.83,0.00,2.5245452430476014e-11,-10.597816841791687,29.722188681185642,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
714,NGC2366,3.21,48.80,23.15,19.12,0.00,2.4042745891135164e-11,-10.61901593362159,30.024937968295621,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
715,NGC2366,3.44,50.70,23.96,18.46,0.00,2.4216252196871645e-11,-10.615893069126997,30.246540298024172,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
716,NGC2366,3.69,52.10,24.56,17.79,0.00,2.3839576452738968e-11,-10.62270146478215,30.326188352643332,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
717,NGC2366,3.92,53.00,25.07,17.20,0.00,2.3222829142982705e-11,-10.634084873041017,30.403040966324404,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
718,NGC2366,4.16,53.70,25.27,16.63,0.00,2.2464910647062073e-11,-10.648495304449769,30.251112376241636,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
719,NGC2366,4.40,51.20,25.47,16.10,0.00,1.930797377391145e-11,-10.714263299756665,30.131891742803006,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
720,NGC2366,4.64,51.60,25.68,15.61,0.00,1.8596485570911615e-11,-10.730569122522596,30.052196259175467,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
721,NGC2366,4.87,51.50,26.18,15.18,0.00,1.7649603430038636e-11,-10.753265048354391,30.262597376960226,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
722,NGC2366,5.11,50.40,26.59,14.76,0.00,1.6109780665117412e-11,-10.792910372465801,30.411933513014262,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
723,NGC2366,5.35,48.50,26.69,14.37,0.00,1.4248828193636464e-11,-10.84622085003884,30.312588144201744,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
724,NGC2366,5.59,50.00,26.59,14.01,0.00,1.4493646196083923e-11,-10.838822344436524,30.055086092041059,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
725,NGC2366,5.82,49.00,26.28,13.70,0.00,1.3369606656281649e-11,-10.873881369814999,29.636605743573266,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
726,NGC2366,6.06,49.40,26.18,13.37,0.00,1.3050607502951238e-11,-10.88436927154113,29.396416448267974,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
727,NGC2403,0.16,24.50,0.00,23.21,0.00,1.2157986053056125e-10,-9.9151383591489974,23.210000000000001,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
728,NGC2403,0.26,35.30,0.00,35.33,0.00,1.553193332609126e-10,-9.8087744824173111,35.329999999999998,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
729,NGC2403,0.36,43.20,1.92,46.97,0.00,1.680019983647959e-10,-9.7746855523596015,47.009225690283387,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
730,NGC2403,0.46,52.00,2.29,56.68,0.00,1.905014608403818e-10,-9.7201016896341148,56.726241722856976,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
731,NGC2403,0.56,60.90,2.64,63.77,0.00,2.1463276136578847e-10,-9.668303986962588,63.824622991444301,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
732,NGC2403,0.66,65.80,3.00,67.56,0.00,2.1259708549621059e-10,-9.6724426935360963,67.626574658191885,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
733,NGC2403,0.76,71.70,3.34,70.83,0.00,2.1921697159620582e-10,-9.6591258261673296,70.908705389394896,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
734,NGC2403,0.86,74.60,3.68,72.80,0.00,2.097145961679558e-10,-9.6783713415203678,72.892951648290378,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
735,NGC2403,0.96,74.60,4.02,74.87,0.00,1.8786932573379374e-10,-9.7261441233163701,74.977845394489705,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
736,NGC2403,1.06,76.60,4.37,77.12,0.00,1.7939119742992617e-10,-9.7461988712217007,77.243713660077219,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
737,NGC2403,1.16,78.50,4.75,79.47,0.00,1.7215941531360811e-10,-9.764069220958552,79.611829523004928,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
738,NGC2403,1.27,83.40,5.15,82.18,0.00,1.7749161255502087e-10,-9.7508221649026172,82.341210216998888,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
739,NGC2403,1.36,86.40,5.51,85.19,0.00,1.7788446885684269e-10,-9.7498619686345691,85.368004545028455,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
740,NGC2403,1.47,87.40,5.76,87.94,0.00,1.6840500139480301e-10,-9.7736450147015077,88.128435819546908,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
741,NGC2403,1.57,90.30,5.98,90.77,0.00,1.6831596175965223e-10,-9.7738746970043611,90.966770306524566,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
742,NGC2403,1.67,93.30,6.21,93.98,0.00,1.6892591155024766e-10,-9.7723037288767216,94.184948372869002,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
743,NGC2403,1.77,93.30,6.42,96.86,0.00,1.593820747394992e-10,-9.7975605240909456,97.07252958484186,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
744,NGC2403,1.87,95.20,6.61,99.21,0.00,1.5706584134441637e-10,-9.8039182549896893,99.429956250618957,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
745,NGC2403,1.97,97.20,6.81,101.42,0.00,1.5542316853799009e-10,-9.8084842415311826,101.64837677011866,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
746,NGC2403,2.08,99.10,7.01,103.79,0.00,1.5301479641138515e-10,-9.8152665712143499,104.02645913420298,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
747,NGC2403,2.18,98.20,7.27,106.07,0.00,1.4335602052817192e-10,-9.8435840632528446,106.31884969279906,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
748,NGC2403,2.28,98.20,7.54,106.73,0.00,1.3706847576816438e-10,-9.8630624166486935,106.99600226176678,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
749,NGC2403,2.37,98.20,7.81,106.19,0.00,1.3186334377696824e-10,-9.8798759156583422,106.47681531676274,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
750,NGC2403,2.47,97.20,8.25,105.57,0.00,1.2396098867200019e-10,-9.9067149686292542,105.8918665431864,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
751,NGC2403,2.57,98.20,8.77,105.08,0.00,1.2160160496164e-10,-9.9150606929795337,105.44533797186104,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
752,NGC2403,2.68,98.20,9.31,104.39,0.00,1.166104943102294e-10,-9.9332623636770272,104.80433292569541,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
753,NGC2403,2.78,98.20,9.95,103.80,0.00,1.1241587221273914e-10,-9.9491723655663158,104.27580016475538,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
754,NGC2403,2.88,99.10,10.97,103.16,0.00,1.105106862971115e-10,-9.9565957240108194,103.74163339759018,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
755,NGC2403,2.98,100.00,11.96,102.68,0.00,1.0875098286726057e-10,-9.9635668092983938,103.37419407182821,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
756,NGC2403,3.08,102.00,13.06,102.46,0.00,1.0947099911486744e-10,-9.9607009181987483,103.28898876453384,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
757,NGC2403,3.19,101.00,14.06,102.29,0.00,1.0363382298314096e-10,-9.9844984807140342,103.25176850785657,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
758,NGC2403,3.29,101.00,15.05,102.51,0.00,1.0048385875872938e-10,-9.9979036956068281,103.60889247550135,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
759,NGC2403,3.39,103.00,16.15,102.82,0.00,1.0142014006405684e-10,-9.9938757940148761,104.08061731177423,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
760,NGC2403,3.49,107.00,17.15,103.06,0.00,1.0631427531475224e-10,-9.9734084168108996,104.47720373363751,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
761,NGC2403,3.59,110.00,18.14,102.95,0.00,1.0922960836288806e-10,-9.9616596234840067,104.53593688296863,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
762,NGC2403,3.69,112.00,19.24,103.12,0.00,1.1016893064170764e-10,-9.9579408660408362,104.8995328874252,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
763,NGC2403,3.79,114.00,20.24,102.93,0.00,1.1112709141324266e-10,-9.9541800525172661,104.90110819243047,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
764,NGC2403,3.90,118.00,21.03,102.50,0.00,1.1570413032364958e-10,-9.9366511376363871,104.635132245341,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
765,NGC2403,3.99,118.00,21.83,101.99,0.00,1.1309426272236425e-10,-9.9465594262966359,104.30009108337345,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
766,NGC2403,4.47,118.00,25.72,99.49,0.00,1.0094991236291575e-10,-9.9958940537418233,102.76078288919368,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
767,NGC2403,4.97,121.00,27.81,97.06,0.00,9.5469315043772543e-11,-10.020136193322569,100.96553718967677,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
768,NGC2403,5.47,124.00,29.41,94.40,0.00,9.1097298637105214e-11,-10.040494501231098,98.875214791169981,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
769,NGC2403,5.96,125.00,30.70,91.13,0.00,8.4961705365047308e-11,-10.070776778946263,96.162190594848653,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
770,NGC2403,6.46,126.00,31.70,87.90,0.00,7.964491021550888e-11,-10.098841972982097,93.441425502825041,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
771,NGC2403,6.96,126.00,33.29,84.95,0.00,7.3923293102325779e-11,-10.131218694597575,91.239939719401391,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
772,NGC2403,7.45,126.00,34.99,81.98,0.00,6.9061224160025147e-11,-10.160765727735306,89.134844477342313,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
773,NGC2403,7.95,126.00,36.58,79.11,0.00,6.4717750942413506e-11,-10.188976583643482,87.157836710189173,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
774,NGC2403,8.45,127.00,38.38,76.42,0.00,6.1858614389879492e-11,-10.208599812259918,85.516318910486319,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
775,NGC2403,8.94,128.00,39.97,74.09,0.00,5.9392536776573242e-11,-10.226268124722319,84.183899885904552,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
776,NGC2403,9.44,128.00,41.47,71.75,0.00,5.6246745633746269e-11,-10.24990260022447,82.872331932919565,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
777,NGC2403,9.94,127.00,42.57,69.58,0.00,5.2586045432040409e-11,-10.279129487707538,81.569487555090106,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
778,NGC2403,10.43,127.00,43.96,67.61,0.00,5.0115560076172736e-11,-10.300027411736755,80.644861584604385,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
779,NGC2403,10.93,128.00,45.06,65.75,0.00,4.8579073996575004e-11,-10.313550767876105,79.708632531238422,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
780,NGC2403,11.43,130.00,45.76,64.12,0.00,4.7917034113394372e-11,-10.319510071003746,78.774056643034456,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
781,NGC2403,11.92,130.00,46.15,62.55,0.00,4.5947290261417585e-11,-10.337740096012682,77.73239350489601,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
782,NGC2403,12.42,132.00,46.65,61.06,0.00,4.5464845683799209e-11,-10.342324278651001,76.841044370830872,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
783,NGC2403,12.92,133.00,46.95,59.67,0.00,4.4370081154010354e-11,-10.352909776947032,75.926355108091428,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
784,NGC2403,13.42,133.00,46.75,58.37,0.00,4.2716948473160485e-11,-10.36939977912094,74.783817768284607,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
785,NGC2403,13.91,133.00,46.25,57.26,0.00,4.1212181776406449e-11,-10.384974393280013,73.605503190997879,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
786,NGC2403,14.41,133.00,45.95,56.12,0.00,3.978219628798152e-11,-10.400311244101957,72.531764765514978,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
787,NGC2403,14.91,134.00,45.66,55.05,0.00,3.9028459370397729e-11,-10.408618591945517,71.521591844700993,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
788,NGC2403,15.40,134.00,45.26,54.06,0.00,3.7786644754066888e-11,-10.422661669328987,70.50497287425901,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
789,NGC2403,15.90,133.00,44.76,53.11,0.00,3.605417915156061e-11,-10.443044387608419,69.455955108255466,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
790,NGC2403,16.40,134.00,44.16,52.26,0.00,3.5482581049550626e-11,-10.449984796540221,68.419391987944465,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
791,NGC2403,16.89,134.00,43.36,51.43,0.00,3.4453187046336893e-11,-10.462770598063532,67.269119958566421,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
792,NGC2403,17.39,136.00,42.67,50.61,0.00,3.4468921068178826e-11,-10.462572310484417,66.197439527522519,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
793,NGC2403,17.89,136.00,41.87,49.84,0.00,3.3505563855541069e-11,-10.474883069049076,65.093183206845865,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
794,NGC2403,18.38,135.00,41.07,49.16,0.00,3.2134495402678754e-11,-10.493028515282219,64.05818058608908,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
795,NGC2403,18.88,133.00,40.27,48.46,0.00,3.0363424179545218e-11,-10.517649253250017,63.008289137223841,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
796,NGC2403,19.38,134.00,39.87,47.78,0.00,3.0026539175058318e-11,-10.52249472120727,62.22977824161034,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
797,NGC2403,19.87,136.00,39.87,47.15,0.00,3.0166811141199277e-11,-10.520470595591519,61.747383750244829,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
798,NGC2403,20.37,135.00,39.87,46.52,0.00,2.899519025533802e-11,-10.537674037232291,61.267669288132716,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
799,NGC2403,20.87,134.00,39.87,45.97,0.00,2.7882814049479163e-11,-10.554663397557977,60.851111740049582,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
800,NGC2683,2.89,189.00,7.68,203.92,89.57,4.0056704843682405e-10,-9.3973247796321981,222.85675601156899,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
801,NGC2683,5.77,212.00,21.36,229.24,63.44,2.5243255525959712e-10,-9.597854636520367,238.81344350768867,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
802,NGC2683,8.66,206.00,17.89,197.87,51.78,1.5880566966150238e-10,-9.7991339965011779,205.3138022637543,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
803,NGC2683,11.54,200.00,24.41,185.00,44.86,1.1233203776236969e-10,-9.949496362713889,191.91995128177791,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
804,NGC2683,14.43,172.00,25.80,159.52,40.12,6.6441590089343111e-11,-10.177559982500535,166.49890329969145,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
805,NGC2683,17.31,190.00,25.80,143.29,36.63,6.7586442720359087e-11,-10.170140411191873,150.1313458275786,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
806,NGC2683,20.20,169.00,23.72,130.86,33.91,4.582173132961411e-11,-10.338928505441416,137.24746300023182,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
807,NGC2683,23.08,150.00,20.53,121.26,31.72,3.1593385620666475e-11,-10.50040383159447,127.01034170491788,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
808,NGC2683,28.85,160.00,17.48,107.36,28.37,2.8757001667166633e-11,-10.541256397402039,112.4125299955481,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
809,NGC2683,31.74,155.00,16.50,102.03,27.05,2.4530473355041231e-11,-10.610294071300384,106.83666692666895,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
810,NGC2683,34.62,151.00,15.67,97.49,25.90,2.1344023275164926e-11,-10.670723714175175,102.08162910142059,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
811,NGC2841,3.44,285.00,-0.57,163.40,239.50,7.6521016797999581e-10,-9.116219267776648,289.9301383092141,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
812,NGC2841,3.77,297.00,-0.57,171.13,229.25,7.5826498764614851e-10,-9.1201789967935056,286.07816152233642,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
813,NGC2841,4.13,303.00,-0.43,180.88,219.24,7.2041817381258525e-10,-9.1424153398739296,284.22450123098116,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
814,NGC2841,4.47,306.00,-0.10,188.37,210.91,6.7886713545058742e-10,-9.168215215390914,282.78308824963347,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
815,NGC2841,4.80,307.00,-0.19,194.64,203.54,6.3633376510592082e-10,-9.1963150316433531,281.62603768117748,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
816,NGC2841,5.13,304.00,-0.28,200.57,196.88,5.8382038755027374e-10,-9.2337207431164465,281.0515627069168,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
817,NGC2841,5.48,308.00,-0.38,206.64,190.44,5.6100964692308427e-10,-9.2510296707056199,281.01127877720495,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
818,NGC2841,5.83,313.00,-0.48,211.29,184.57,5.4458989057903088e-10,-9.2639304248882546,280.55181090130213,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
819,NGC2841,6.16,314.00,-0.53,215.14,179.57,5.187140825033386e-10,-9.2850719612401331,280.23262408220785,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
820,NGC2841,6.51,315.00,3.83,221.84,174.68,4.9395748847176211e-10,-9.3063104262111285,282.38405921722989,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
821,NGC2841,6.86,317.00,8.02,227.72,170.15,4.7472692422299526e-10,-9.3235561364933872,284.37957257862246,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
822,NGC2841,7.18,320.00,12.15,231.73,166.32,4.6219470646114621e-10,-9.3351750328246261,285.49738667805701,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
823,NGC2841,7.51,316.00,16.24,235.48,162.63,4.3090713279195274e-10,-9.3656163169894988,286.64103840866886,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
824,NGC2841,7.85,318.00,20.27,239.96,159.08,4.1747842658060122e-10,-9.3793659619985252,288.61413842707015,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
825,NGC2841,8.21,321.00,24.66,243.42,155.54,4.0673951128335782e-10,-9.3906836375318345,289.92085747665686,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
826,NGC2841,8.57,323.00,27.10,245.15,152.23,3.9452422694100485e-10,-9.4039263224831302,289.83944762575021,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
827,NGC2841,8.90,321.00,29.42,245.80,149.38,3.7520577389172676e-10,-9.4257304870573062,289.13242779045038,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
828,NGC2841,9.24,323.00,31.74,245.24,146.61,3.6591695074506621e-10,-9.4366174717800391,287.47969893542052,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
