row_id,galaxy_id,radius_kpc,vobs_km_s,vgas_km_s,vdisk_km_s_ml1,vbul_km_s_ml1,gobs_m_per_s2,log10_gobs,vbar_ml1_km_s_preparatory,gbar_status,mass_to_light_assumption_required,claim_boundary
1712,NGC6674,62.48,246.00,51.01,119.50,34.46,3.1389084423818054e-11,-10.503221351884624,134.42381373848906,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1713,NGC6674,67.40,242.00,48.35,114.62,33.18,2.8159198561872369e-11,-10.550379709796596,128.74928854172362,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1714,NGC6674,72.41,242.00,44.77,110.24,32.01,2.6210882240991547e-11,-10.581518360741841,123.21465253775624,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1715,NGC6789,0.10,13.90,2.80,7.62,0.00,6.2615096651354571e-11,-10.203320944713948,8.1181524991835428,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1716,NGC6789,0.30,29.90,7.72,17.26,0.00,9.6576303085205208e-11,-10.015129423292942,18.907829066288919,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1717,NGC6789,0.51,46.70,11.07,20.43,0.00,1.3858398322659455e-10,-9.8582869601878507,23.236389564646224,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1718,NGC6789,0.71,60.40,11.87,21.37,0.00,1.6651945595182188e-10,-9.7785350166989495,24.445322660991817,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1719,NGC6946,0.19,153.00,0.96,24.40,233.17,3.9928106519264811e-09,-8.3987212845397696,234.44515456711829,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1720,NGC6946,0.56,130.00,2.86,62.52,168.53,9.780208927073172e-10,-9.0096518676146644,179.77566826464587,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1721,NGC6946,0.94,128.00,4.50,91.94,137.01,5.6486093487506882e-10,-9.2480584595261011,165.06045468251926,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1722,NGC6946,1.22,134.00,5.34,109.48,120.39,4.7697895837100836e-10,-9.3215007791672715,162.81320001768898,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1723,NGC6946,1.59,129.00,6.46,127.82,105.47,3.3918118336882818e-10,-9.4695682489440927,165.84210834405116,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1724,NGC6946,1.96,131.00,6.51,138.39,94.99,2.8375006829670787e-10,-9.5470640252670851,167.97997588998516,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1725,NGC6946,2.34,138.00,6.51,151.17,86.94,2.6374957601785682e-10,-9.578808229829809,174.5087751375271,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1726,NGC6946,2.71,139.00,6.44,166.55,80.79,2.3105201716367003e-10,-9.6362902355883531,185.22256935913614,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1727,NGC6946,2.99,143.00,6.38,170.50,76.91,2.216411227085211e-10,-9.6543496586164448,187.15261820236447,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1728,NGC6946,3.37,146.00,7.55,177.07,72.44,2.0498650247417233e-10,-9.6882747345246027,191.46368062899032,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1729,NGC6946,3.74,154.00,10.54,180.71,68.77,2.0550353376594265e-10,-9.687180705749693,193.64015234449698,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1730,NGC6946,4.12,161.00,12.86,184.13,65.52,2.0389378631477519e-10,-9.690596009191573,195.86246935030712,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1731,NGC6946,4.40,167.00,13.54,187.91,63.40,2.0541384909844063e-10,-9.6873702794131589,198.77892166927558,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1732,NGC6946,4.77,173.00,14.41,193.15,60.89,2.0334021667459204e-10,-9.691776718004661,203.03241785488345,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1733,NGC6946,5.15,176.00,17.51,197.95,58.60,1.9492500829092941e-10,-9.7101324386350303,207.18292062812512,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1734,NGC6946,5.52,178.00,20.80,204.45,56.60,1.8601603443252767e-10,-9.7304496183335498,213.15722483650418,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1735,NGC6946,5.89,180.00,23.41,204.89,54.80,1.7827037177928257e-10,-9.7489208298026284,213.37989642888104,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1736,NGC6946,6.17,179.00,25.15,201.57,53.54,1.682946664717778e-10,-9.7739296472955939,210.07027157596573,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1737,NGC6946,6.55,180.00,27.66,200.86,51.96,1.603072503480877e-10,-9.7950468350073088,209.30756508067262,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1738,NGC6946,6.92,181.00,31.15,201.34,50.55,1.5342654667844921e-10,-9.8140994899405278,209.91288812266865,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1739,NGC6946,7.30,179.00,34.05,198.33,49.22,1.4224357426450261e-10,-9.8469673433828078,207.16370290183559,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1740,NGC6946,7.58,179.00,34.92,194.96,48.30,1.369891942125157e-10,-9.8633136888944062,203.86686341826129,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1741,NGC6946,7.95,179.00,35.89,189.92,47.17,1.3061359649444893e-10,-9.8840116119188224,198.95403338459866,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1742,NGC6946,8.33,178.00,37.34,184.93,46.08,1.2326632773920198e-10,-9.9091555420111384,194.20799906286044,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1743,NGC6946,8.70,177.00,38.88,182.77,45.09,1.1670157972299141e-10,-9.9329232651171431,192.22287949149029,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1744,NGC6946,9.08,176.00,39.08,181.24,44.13,1.1055768642051613e-10,-9.9564110581149237,190.5849965238607,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1745,NGC6946,9.36,173.00,38.40,179.87,43.47,1.0362530272839787e-10,-9.9845341877026534,188.9905230428235,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1746,NGC6946,9.73,172.00,37.72,177.19,42.63,9.8535677799508832e-11,-10.006406491675392,186.10860109086843,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1747,NGC6946,10.10,172.00,37.43,174.69,41.85,9.4925954949427819e-11,-10.022615025189683,183.4912082362531,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1748,NGC6946,10.48,170.00,37.14,171.99,41.08,8.9368818191738683e-11,-10.048813985113298,180.68620893693023,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1749,NGC6946,10.76,171.00,36.66,170.15,40.54,8.8070285504314767e-11,-10.055170595768201,178.71337303067168,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1750,NGC6946,11.13,174.00,35.89,167.51,39.86,8.8156184876206279e-11,-10.054747212991646,175.88778183830735,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1751,NGC6946,11.51,174.00,36.08,164.95,39.20,8.5245728729120411e-11,-10.069327372286731,173.34044219396694,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1752,NGC6946,11.88,175.00,36.76,162.35,38.58,8.3542816278816231e-11,-10.078090888494724,170.87198863476715,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1753,NGC6946,12.26,174.00,37.82,159.81,37.98,8.0030859516490701e-11,-10.096742518839335,168.55879953298196,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1754,NGC6946,12.54,173.00,38.79,158.00,37.55,7.7347115912105597e-11,-10.111555875459246,166.96905881030773,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1755,NGC6946,12.91,173.00,40.14,155.62,37.01,7.5130351164818276e-11,-10.124184581230967,164.91981112043513,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1756,NGC6946,13.29,173.00,42.08,153.17,36.48,7.2982154517517232e-11,-10.136783319907279,162.98026168834065,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1757,NGC6946,13.66,175.00,44.01,150.89,35.98,7.265656349870693e-11,-10.138725147195064,161.24277534202886,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1758,NGC6946,14.03,174.00,45.46,148.68,35.50,6.9934307745700359e-11,-10.155309719685299,159.47602954676293,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1759,NGC6946,14.31,171.00,46.53,147.06,35.16,6.6221961706948055e-11,-10.178997958197607,158.20211787457208,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1760,NGC6946,14.69,167.00,45.94,144.87,34.70,6.1526272024039419e-11,-10.210939398717228,155.89063634484273,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1761,NGC6946,15.06,165.00,44.59,142.80,34.27,5.8585800899815956e-11,-10.232207628659008,153.47488719657039,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1762,NGC6946,15.44,163.00,44.01,140.80,33.84,5.5767010972310451e-11,-10.25362263241394,151.34948199448851,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1763,NGC6946,15.72,162.00,44.20,139.35,33.54,5.4103696992479585e-11,-10.266773057840265,149.98997999866523,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1764,NGC6946,16.09,161.00,33.85,137.46,33.15,5.2208974494522926e-11,-10.282254837257469,145.39599925720103,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1765,NGC6946,16.47,159.00,33.85,135.59,32.77,4.9745076634148753e-11,-10.303249895750989,143.54213144578841,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1766,NGC6946,16.84,158.00,33.85,133.88,32.41,4.8042051176775015e-11,-10.318378458476923,141.84528543451842,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1767,NGC6946,17.21,157.00,33.85,132.20,32.06,4.641601900378509e-11,-10.333332110731231,140.18026287605539,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1768,NGC6946,17.50,157.00,33.85,130.89,31.79,4.5646839260293799e-11,-10.340589289089966,138.88347165879745,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1769,NGC6946,17.87,157.00,33.85,129.30,31.46,4.4701717238676077e-11,-10.349675792909315,137.31002913115998,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1770,NGC6946,18.24,160.00,33.85,127.80,31.14,4.5484621606236703e-11,-10.342135413902685,135.8247477450262,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1771,NGC6946,18.62,159.00,33.85,126.30,30.82,4.4001149955125124e-11,-10.35653597322656,134.34055567846963,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1772,NGC6946,18.90,160.00,33.85,125.20,30.59,4.389626974062209e-11,-10.357572384083532,133.25393277498418,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1773,NGC6946,19.27,158.00,33.85,123.92,30.30,4.1983816389044697e-11,-10.376918085968747,131.98514651278001,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1774,NGC6946,19.65,155.00,33.85,122.75,30.00,3.9623268411654388e-11,-10.402049703593001,130.81813712173096,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1775,NGC6946,20.02,157.00,33.85,121.08,29.72,3.9901083269487589e-11,-10.39901531354697,129.18772116575167,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1776,NGC6946,20.40,154.00,33.85,119.50,29.44,3.7675647857089493e-11,-10.423939270975112,127.64319840868922,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1777,NGC7331,2.67,221.00,-12.02,317.90,136.84,5.9281985496536419e-10,-9.2270772592164914,345.89176804312643,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1778,NGC7331,3.21,237.00,-12.52,344.05,124.77,5.670758003389425e-10,-9.2463588856068029,365.76113106780497,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1779,NGC7331,3.74,249.00,-12.91,365.51,115.63,5.3725015167069538e-10,-9.2698234532311456,383.14643271208985,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1780,NGC7331,4.27,250.00,-12.71,368.89,108.22,4.7435294049244222e-10,-9.3238984029030867,384.22630883373927,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1781,NGC7331,4.81,253.00,-11.52,367.77,101.96,4.3126619862379287e-10,-9.3652545792443345,381.46809053969372,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1782,NGC7331,5.35,257.00,-9.56,371.23,96.68,4.0009389025889882e-10,-9.3978380805807777,383.49360059849761,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1783,NGC7331,5.88,257.00,-6.26,365.05,92.22,3.6403100559270558e-10,-9.4388616246356882,376.46625785055426,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1784,NGC7331,6.41,257.00,4.80,360.10,88.33,3.3393171807880009e-10,-9.476342328078367,370.80620126961202,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1785,NGC7331,7.48,257.00,12.22,345.54,81.76,2.8616341081351715e-10,-9.5433858964240112,355.29131371312752,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1786,NGC7331,8.55,255.00,16.59,324.23,76.48,2.464697933287951e-10,-9.6082362990824013,333.54086915998766,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1787,NGC7331,9.62,248.00,22.45,311.29,72.10,2.0719427174426842e-10,-9.6836222556075189,320.31839878470925,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1788,NGC7331,10.66,247.00,28.21,299.93,68.49,1.8547533177271226e-10,-9.7317138433933597,308.94123891122075,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1789,NGC7331,11.74,246.00,33.77,288.64,65.26,1.6705195867122247e-10,-9.777148427926976,297.84615172937856,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1790,NGC7331,12.83,244.00,38.94,280.42,62.43,1.5038428353574412e-10,-9.822797548919608,289.91240901348118,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1791,NGC7331,13.91,242.00,43.31,272.13,59.96,1.364435645629186e-10,-9.8650469432533221,282.00300459392275,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1792,NGC7331,15.00,238.00,45.59,263.74,57.74,1.223804680475244e-10,-9.9122878901647962,273.80858879881765,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1793,NGC7331,16.08,236.00,47.38,256.44,55.77,1.1225027568712274e-10,-9.9498125836943583,266.6770160700018,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1794,NGC7331,17.07,233.00,49.66,250.86,54.12,1.0306893195351208e-10,-9.9868722242848342,261.39209934502611,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1795,NGC7331,18.15,234.00,53.93,245.89,52.49,9.7769758001551317e-11,-10.009795459773985,257.14886175132096,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1796,NGC7331,19.24,236.00,57.71,242.00,50.98,9.3814159721878039e-11,-10.027731606983719,253.95551677409964,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1797,NGC7331,20.32,237.00,60.09,237.62,49.61,8.9582348380315222e-11,-10.047777556813813,250.07043927661661,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1798,NGC7331,21.41,238.00,61.78,231.06,48.33,8.5740636184627086e-11,-10.066813298403552,244.01082127643437,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1799,NGC7331,22.49,240.00,63.67,224.49,47.15,8.3000839071585345e-11,-10.080917517234559,238.06039464808086,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1800,NGC7331,23.48,238.00,64.56,219.56,46.15,7.818173001332478e-11,-10.106894723684691,233.46179494726755,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1801,NGC7331,24.57,237.00,62.97,214.35,45.11,7.4086826173707996e-11,-10.130259009682012,227.91677318705615,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1802,NGC7331,25.65,236.00,61.48,209.72,44.15,7.0369763471693318e-11,-10.15261390872976,222.9607393690647,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1803,NGC7331,26.74,238.00,60.79,205.21,43.24,6.8650225157549224e-11,-10.163358034035079,218.34895419946486,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1804,NGC7331,27.82,239.00,59.40,200.95,42.40,6.6540817322915734e-11,-10.176911868981891,213.79200756810343,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1805,NGC7331,28.91,239.00,57.31,196.85,41.59,6.4032014456019227e-11,-10.19360283499652,209.19867757708221,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1806,NGC7331,29.89,241.00,55.13,193.34,40.90,6.2973470026837788e-11,-10.200842375111682,205.16452544238734,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1807,NGC7331,30.98,236.00,52.84,189.65,40.18,5.8262893255291586e-11,-10.234607952705112,200.93188024800844,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1808,NGC7331,32.06,236.00,51.55,186.20,39.49,5.6300200656548143e-11,-10.249490057300051,197.19863741922762,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1809,NGC7331,33.15,239.00,51.35,182.89,38.84,5.5842097674917522e-11,-10.253038276066654,193.89203232727229,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1810,NGC7331,34.23,237.00,50.86,179.88,38.22,5.3178887498919235e-11,-10.274260752339808,190.79916771306944,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1811,NGC7331,35.32,241.00,49.27,177.27,37.63,5.3292101333583849e-11,-10.273337154977932,187.79830324047128,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1812,NGC7331,36.31,238.00,47.97,173.78,37.11,5.0556513927647089e-11,-10.296222880022007,184.05912473985092,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1813,NGC7793,0.11,9.10,0.65,27.23,0.00,2.4397175723535259e-11,-10.612660445738177,27.237756882680337,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1814,NGC7793,0.14,17.60,0.65,29.91,0.00,7.1704556621306191e-11,-10.144453245272077,29.917062021528785,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1815,NGC7793,0.17,19.30,0.65,32.32,0.00,7.1009286913243027e-11,-10.148684848584864,32.326535539707933,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1816,NGC7793,0.21,24.80,0.65,35.62,0.00,9.4914709246660111e-11,-10.022666478303625,35.625930163295379,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1817,NGC7793,0.24,30.00,0.74,37.98,0.00,1.2152922335416368e-10,-9.9153192774944188,37.987208373345887,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1818,NGC7793,0.28,35.00,0.90,40.67,0.00,1.4178409391319096e-10,-9.8483724878638057,40.679956981294858,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1819,NGC7793,0.32,38.30,1.05,43.20,0.00,1.485583353716576e-10,-9.8281029756047982,43.212758532637096,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1820,NGC7793,0.35,42.70,1.21,45.04,0.00,1.6882515630431475e-10,-9.7725628395223669,45.056250398807045,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1821,NGC7793,0.39,47.00,1.36,47.33,0.00,1.8356106283032311e-10,-9.736219436377203,47.349535372588399,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1822,NGC7793,0.42,49.80,1.52,48.89,0.00,1.9136338735699052e-10,-9.7181411501006032,48.913622846810277,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1823,NGC7793,0.46,52.20,1.67,51.00,0.00,1.9196967476194746e-10,-9.7167673708991877,51.027334831441081,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1824,NGC7793,0.49,53.40,1.83,52.60,0.00,1.8859748144097904e-10,-9.724464111193539,52.631824023113623,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1825,NGC7793,0.53,54.60,1.99,54.80,0.00,1.8228833182113141e-10,-9.7392411294134522,54.836120395228541,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1826,NGC7793,0.56,55.50,2.12,56.23,0.00,1.782573286841251e-10,-9.7489526059829856,56.269950239892694,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1827,NGC7793,0.60,55.90,2.23,57.57,0.00,1.6878032552414409e-10,-9.7726781798329352,57.61317384071112,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1828,NGC7793,0.63,58.30,2.35,58.53,0.00,1.7484210030316757e-10,-9.7573539851576925,58.577157664058781,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1829,NGC7793,0.66,59.30,2.47,59.59,0.00,1.7266921156876081e-10,-9.7627850940354826,59.641168667288873,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1830,NGC7793,0.70,59.50,2.59,61.08,0.00,1.6390241256364875e-10,-9.7854146537792968,61.134887748322562,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1831,NGC7793,0.87,59.10,3.18,66.09,0.00,1.3010834839039278e-10,-9.8856948360782457,66.166460537042482,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1832,NGC7793,1.05,62.60,3.96,69.65,0.00,1.2095082141240951e-10,-9.9173911778712167,69.762483470702222,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1833,NGC7793,1.22,65.60,5.50,72.34,0.00,1.1431344231986313e-10,-9.9419026971455668,72.548780830555657,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1834,NGC7793,1.40,70.70,7.05,75.45,0.00,1.1570716336067691e-10,-9.9366397533065776,75.778657945360848,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1835,NGC7793,1.57,73.90,8.58,78.94,0.00,1.1272978511660169e-10,-9.9479613208417206,79.404911686872367,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1836,NGC7793,1.75,78.50,10.09,82.71,0.00,1.1411709815073449e-10,-9.9426492804179283,83.323179248033966,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1837,NGC7793,1.92,82.40,11.55,87.55,0.00,1.1460475827238425e-10,-9.9407973505314562,88.308578292258787,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1838,NGC7793,2.10,87.10,13.06,92.38,0.00,1.1707562099635058e-10,-9.9315335299407312,93.298595916551704,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1839,NGC7793,2.27,89.60,14.78,95.96,0.00,1.1461451392222761e-10,-9.9407603830910105,97.091554730573748,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1840,NGC7793,2.45,94.90,16.40,96.45,0.00,1.191285334225667e-10,-9.9239842047320863,97.834362572666663,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1841,NGC7793,2.62,98.10,18.13,95.98,0.00,1.1903815258660183e-10,-9.9243138217819862,97.677312104705265,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1842,NGC7793,2.79,99.30,20.29,96.23,0.00,1.1453645797768195e-10,-9.941056251504973,98.345803164141174,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1843,NGC7793,2.97,98.60,22.34,96.64,0.00,1.0608325461551021e-10,-9.9743531646569288,99.188533611501683,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1844,NGC7793,3.16,101.00,24.50,96.45,0.00,1.0461768839120874e-10,-9.9803948802752576,99.513077030106956,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1845,NGC7793,3.33,103.00,26.22,95.51,0.00,1.0324752997512092e-10,-9.9861203293181138,99.043669661417539,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1846,NGC7793,3.51,107.00,27.95,94.38,0.00,1.0570849596822945e-10,-9.9758901063175429,98.431635666588406,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1847,NGC7793,3.68,114.00,29.68,93.30,0.00,1.1444882512396457e-10,-9.9413886612227103,97.907060011012476,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1848,NGC7793,3.85,112.00,29.78,92.28,0.00,1.0559048157607821e-10,-9.9763752293902765,96.966214734824007,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1849,NGC7793,4.03,114.00,30.00,91.15,0.00,1.0450910085761531e-10,-9.9808458886903022,95.960004689453825,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1850,NGC7793,4.20,116.00,30.11,89.82,0.00,1.0382839552086518e-10,-9.9836838571662021,94.732489147071391,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1851,NGC7793,4.38,114.00,30.65,88.18,0.00,9.6157916999130065e-11,-10.017014953053293,93.354886856554018,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1852,NGC7793,4.73,114.00,31.83,85.52,0.00,8.9042637728581317e-11,-10.050401983287005,91.251407112438542,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1853,NGC7793,5.25,109.00,33.35,82.40,0.00,7.3340378548359057e-11,-10.134656852746847,88.893095907387547,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1854,NGC7793,5.78,107.00,34.64,77.56,0.00,6.419322160008397e-11,-10.192510828272248,84.944000376718776,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1855,NGC7793,6.30,105.00,34.75,74.17,0.00,5.6713637565276389e-11,-10.246312496535843,81.906967957555352,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1856,NGC7793,6.82,101.00,33.99,71.94,0.00,4.8473884943727222e-11,-10.314492172313333,79.565593694762313,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1857,NGC7793,7.35,94.50,32.70,69.09,0.00,3.9375468366749031e-11,-10.404774267287808,76.437674611411353,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
1858,NGC7793,7.87,90.80,30.97,66.92,0.00,3.3950519137134169e-11,-10.469153580539032,73.738913064948278,requires_ml_assumption_not_finalized,true,massmodels_standard_baseline_preparation_only
