family_id,variant_id,delta_p_effect,p_sum_effect,product_effect,interaction_gain_flag
ER1_RING,RING_SIGNED,0.5977153639905991,0.0,0.0,0
ER1_RING,RING_ABS,0.7071067811865475,0.0,0.6488856845230501,0
ER1_RING,RING_DEGEN_SAFE,0.7071067811865475,0.0,0.6488856845230501,0
ER2_CAVITY,CAVITY_STANDARD,0.4361603081926553,0.08477221734566119,0.4247489570197765,0
ER3_MEMBRANE,MEMBRANE_STANDARD,0.5456342884113906,0.16135982866827656,0.4989411026440329,0
