family_id,variant_id,dominant_marker,spacing_mean,spacing_std,spacing_cv,spacing_ratio_mean,simple_unfolding_density,simple_rigidity_surrogate,irregularity_support_flag
ER1_RING,RING_SIGNED,delta_p,1.2,0.4,0.33333333333333337,0.75,7.199999999999999,0.16,0
ER1_RING,RING_ABS,delta_p,0.4,0.48989794855663565,1.2247448713915892,0.0,7.199999999999999,0.24000000000000005,1
ER1_RING,RING_DEGEN_SAFE,delta_p,1.2,0.4,0.33333333333333337,0.75,7.199999999999999,0.16,1
ER2_CAVITY,CAVITY_STANDARD,abs_delta_k,0.5842053096316764,0.13758452075231867,0.23550713847339305,0.7924491734087854,9.142857142857142,0.018929500350645206,0
ER3_MEMBRANE,MEMBRANE_STANDARD,delta_k,0.892700336457143,0.4582063705162735,0.5132812790625303,0.5027529366967777,9.142857142857142,0.20995307798169652,0
