dataset_root,mode,negative_launchable,abs_launchable,negative_pair_unit_count,abs_pair_unit_count,negative_shell_count,abs_shell_count,negative_mean_neighbor_count,abs_mean_neighbor_count,negative_a1_status,abs_a1_status,negative_b1_status,abs_b1_status,negative_combined_status,abs_combined_status,negative_beats_abs_structural,negative_beats_abs_channel,negative_beats_abs_combined,specificity_flag,comment
/home/ralf-kemmann/Downloads/deBroglie_Kaster_Theorie/debroglie-phase-bridge/debroglie-phase-bridge/results/a1_probe/k0,baseline,True,True,4,4,4,4,2.0,2.0,weak,weak,active,active,structured_intermediate,structured_intermediate,False,False,False,tie,
/home/ralf-kemmann/Downloads/deBroglie_Kaster_Theorie/debroglie-phase-bridge/debroglie-phase-bridge/results/a1_probe/k0,alternative,True,True,4,4,4,4,3.0,3.0,partial,partial,active,active,structured_intermediate,structured_intermediate,False,False,False,tie,
/home/ralf-kemmann/Downloads/deBroglie_Kaster_Theorie/debroglie-phase-bridge/debroglie-phase-bridge/results/a1_sign_scan/k0/theta_0.03,baseline,True,True,4,4,4,4,2.0,2.0,weak,weak,active,active,structured_intermediate,structured_intermediate,False,False,False,tie,
/home/ralf-kemmann/Downloads/deBroglie_Kaster_Theorie/debroglie-phase-bridge/debroglie-phase-bridge/results/a1_sign_scan/k0/theta_0.03,alternative,True,True,4,4,4,4,3.0,3.0,partial,partial,active,active,structured_intermediate,structured_intermediate,False,False,False,tie,
/home/ralf-kemmann/Downloads/deBroglie_Kaster_Theorie/debroglie-phase-bridge/debroglie-phase-bridge/results/a1_probe/n1a_alpha,baseline,False,False,2,2,0,0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,boundary_non_launchable,boundary_non_launchable,False,False,False,not_applicable,
/home/ralf-kemmann/Downloads/deBroglie_Kaster_Theorie/debroglie-phase-bridge/debroglie-phase-bridge/results/a1_probe/n1a_alpha,alternative,False,False,2,2,0,0,0.0,0.0,not_applicable,not_applicable,not_applicable,not_applicable,boundary_non_launchable,boundary_non_launchable,False,False,False,not_applicable,
