family_id,family_role,mean_branch_match_frac,mean_identity_strength,delta_p2_strength,dominant_level,family_pass_flag
F1,control,0.5428571428571428,0.38571428571428573,0.4642857142857143,delta_p2,1
F2,compact_negative,0.5184523809523809,0.33690476190476193,0.4276785714285714,delta_p2,1
F3,large_negative,0.6571428571428571,0.6142857142857143,0.6357142857142857,delta_p2,1
F4,large_negative_distorted,0.5630119047619048,0.4260238095238095,0.4945178571428571,delta_p2,1
F5,falsification_candidate,0.4683809523809524,0.23676190476190478,0.3525714285714286,delta_p2,0
