section,field_1,field_2,field_3,field_4,notes
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite,meta_key,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite; table_name=meta_key; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite,meta_lineage,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite; table_name=meta_lineage; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite,meta_mart,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite; table_name=meta_mart; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite,meta_object,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite; table_name=meta_object; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite,meta_object_version,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite; table_name=meta_object_version; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite,meta_quantity_kind,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite; table_name=meta_quantity_kind; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite,meta_record_lineage,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite; table_name=meta_record_lineage; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite,meta_result_record,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite; table_name=meta_result_record; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite,meta_result_table,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite; table_name=meta_result_table; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite,meta_source,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite; table_name=meta_source; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite,meta_transformation_rule,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite; table_name=meta_transformation_rule; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite,meta_unit,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite; table_name=meta_unit; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite,meta_validation_result,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite; table_name=meta_validation_result; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite,meta_validation_rule,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite; table_name=meta_validation_rule; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite,meta_vocabulary,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite; table_name=meta_vocabulary; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite,meta_vocabulary_entry,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite; table_name=meta_vocabulary_entry; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite,meta_work_package,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084110_240951.sqlite; table_name=meta_work_package; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_alias,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_alias; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_claim,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_claim; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_claim_result_link,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_claim_result_link; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_etl_run,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_etl_run; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_field,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_field; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_key,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_key; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_lineage,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_lineage; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_mart,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_mart; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_object,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_object; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_object_version,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_object_version; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_quantity_kind,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_quantity_kind; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_record_lineage,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_record_lineage; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_result_record,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_result_record; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_result_table,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_result_table; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_source,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_source; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_transformation_rule,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_transformation_rule; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_unit,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_unit; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_validation_result,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_validation_result; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_validation_rule,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_validation_rule; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_vocabulary,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_vocabulary; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_vocabulary_entry,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_vocabulary_entry; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite,meta_work_package,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084132_259016.sqlite; table_name=meta_work_package; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_alias,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_alias; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_claim,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_claim; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_claim_result_link,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_claim_result_link; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_etl_run,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_etl_run; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_field,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_field; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_key,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_key; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_lineage,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_lineage; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_mart,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_mart; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_object,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_object; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_object_version,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_object_version; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_quantity_kind,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_quantity_kind; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_record_lineage,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_record_lineage; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_result_record,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_result_record; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_result_table,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_result_table; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_source,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_source; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_transformation_rule,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_transformation_rule; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_unit,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_unit; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_validation_result,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_validation_result; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_validation_rule,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_validation_rule; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_vocabulary,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_vocabulary; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_vocabulary_entry,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_vocabulary_entry; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite,meta_work_package,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_084341_524301.sqlite; table_name=meta_work_package; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_alias,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_alias; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_claim,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_claim; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_claim_result_link,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_claim_result_link; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_etl_run,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_etl_run; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_field,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_field; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_key,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_key; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_lineage,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_lineage; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_mart,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_mart; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_object,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_object; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_object_version,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_object_version; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_quantity_kind,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_quantity_kind; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_record_lineage,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_record_lineage; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_result_record,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_result_record; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_result_table,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_result_table; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_source,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_source; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_transformation_rule,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_transformation_rule; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_unit,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_unit; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_validation_result,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_validation_result; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_validation_rule,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_validation_rule; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_vocabulary,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_vocabulary; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_vocabulary_entry,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_vocabulary_entry; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite,meta_work_package,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_909288.sqlite; table_name=meta_work_package; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_960134.sqlite,meta_alias,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_960134.sqlite; table_name=meta_alias; note=meta_table_detected
sqlite_meta_structures,runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_960134.sqlite,meta_claim,meta_table_detected,,relative_path=runs/qsb_research_data_browser/snapshots/qsb_metadata_snapshot_20260615_085730_960134.sqlite; table_name=meta_claim; note=meta_table_detected
review_note,sqlite_scope,catalog_level,,,Catalog inventory/import does not imply semantic canonical transfer of each SQLite table.
