query_id,status,result_row_count,preview
source_artifacts,executed,1,9341
artifact_count_by_domain,executed,9,unknown	4268 | causality	2090 | extract03	1242 | interface01	740 | metadata	361
csv_rows,executed,1,100000
json_documents,executed,1,1945
markdown_documents,executed,1,2105
sqlite_tables,executed,1,2570
search_rows,executed,1,107360
global_search_beschleunigung,executed,14,alias_de_gobs_m_s2	alias	gobs_m_s2	gobs_m_s2 beobachtete Beschleunigung	metadata | alias_de_gbar_m_s2	alias	gbar_m_s2	gbar_m_s2 baryonische Beschleunigung	metadata | alias_de_log_gobs	alias	log_gobs	log_gobs Log beobachtete Beschleunigung	metadata | alias_de_log_gbar	alias	log_gbar	log_gbar Log baryonische Beschleunigung	metadata | 5623e179e0cd262f048826bfaa49d00c110fa0ccb6871e5a885d173bf52e4d1d	alias	gbar_m_s2	gbar_m_s2 baryonische Beschleunigung	metadata
artifact_inventory,executed,20,2fbd7c45b68e47c3037111c9e8707536a8c14a38336244101224abe90154d4e7	data/OUTREACH01A-06/public_profile_links.json	json_document	unknown	1526777e2432e621096b8c39b37dfe8aef319f841d7cd3e874254a9a56279310 | c23ea8d86a44cb226a1888895ddc8c6cafa1cf0c415688b86efedf5f9816703c	data/OUTREACH01A-06/source_inventory.md	markdown_note	unknown	52e4d151ec4288711ff6d85f2f7ff834c3f8deaf398599a2e125a3a3135ea807 | b0cdda5057cc9ce0b4793b6e31a5af112fc98b13b45551a95773f94b7555bd99	data/OUTREACH01A-DTC-DEMO01/FIELD_LIST.md	markdown_note	unknown	e6f679991a71666e1cad36cfa836daf054dd679f83c0d55ec2ed8235b87b3c91 | f546c1c96933391ba17aeb9086412b21a3eb05351eb8dde12d5a7eae765cff30	data/OUTREACH01A-DTC-DEMO01/compact_contact_table_en.md	markdown_note	unknown	94649970b118dba9c30efc52b40455c6a6fdbf509dc3ecc5501c402bd62ba615 | c732fb99cbf167da4c91869f0418ced5ec777a4706dc118770c1bd288befe55e	data/OUTREACH01A-DTC-DEMO01/compact_contact_table_es.md	markdown_note	unknown	1d5bf1633717a9ea56f9e1c7add28d33462de297142a12b38ca81e7a20d3823a
