family_id,description,expected_type,n_pairs_total,delta_p2_negative_fraction,delta_p2_positive_fraction,delta_p2_zero_fraction,min_delta_p2,max_delta_p2,mean_delta_p2,median_delta_p2,large_negative_fraction,compact_negative_fraction,positive_fraction,suggested_type,type_confidence,screen_pass_flag
F1,symmetrische Kontrolle,control_symmetric,21,0.42857142857142855,0.42857142857142855,0.14285714285714285,-16.0,16.0,0.0,0.0,0.23809523809523808,0.19047619047619047,0.42857142857142855,control_symmetric,1.0,1
F2,mild asymmetrisch kompakt,compact_negative_candidate,21,0.5714285714285714,0.42857142857142855,0.0,-16.0,9.0,-2.5,-1.0,0.19047619047619047,0.38095238095238093,0.42857142857142855,compact_negative_candidate,0.930952380952381,1
F3,stark asymmetrisch fernreichweitig,large_negative_candidate,21,0.5238095238095238,0.42857142857142855,0.047619047619047616,-49.0,25.0,-7.809523809523809,-1.0,0.2857142857142857,0.23809523809523808,0.42857142857142855,large_negative_candidate,0.8357142857142857,1
F4,nichtaffin verzerrt,large_negative_candidate,21,0.5238095238095238,0.47619047619047616,0.0,-27.040000000000003,9.0,-5.224761904761905,-1.5999999999999996,0.2857142857142857,0.23809523809523808,0.47619047619047616,large_negative_candidate,0.8357142857142857,1
F5,asymmetrie-abgeschwächte Gegenprobe,control_symmetric,21,0.47619047619047616,0.42857142857142855,0.09523809523809523,-10.240000000000002,9.0,-0.35428571428571487,0.0,0.047619047619047616,0.42857142857142855,0.42857142857142855,control_symmetric,0.4799999999999992,0
